"","Localidad","year","empresas","telefonos","bancos","ind_turismo"
"454","GAVA",1969,2,35.0993377483444,1,-100.8
"455","GAVA",1971,0,45.8823529411765,0,-7
"456","GAVA",1973,1,31.0483870967742,1,9.5
"457","GAVA",1975,0,34.7692307692308,5,-1.9
"458","GAVA",1977,5,43.8356164383562,3,31
"459","GAVA",1979,0,21.6137566137566,0,-3.40000000000001
"460","GAVA",1981,-6,25.3752447248205,0,-0.299999999999997
"461","GAVA",1983,5,9.48208553830138,1,-1.7
"462","GAVA",1985,15,4.36608557844691,0,-5.9
"463","GAVA",1987,12,11.4645812770481,0,-9.7
"464","GAVA",1989,-4,-1.20563994278319,-1,-13.2
"465","GAVA",1991,7,4.75041367898511,2,22
"467","GRANOLLERS",1965,0,20.5619982158787,0,0.699999999999999
"468","GRANOLLERS",1967,0,43.2482426933037,1,-6.1
"469","GRANOLLERS",1969,1,22.5723140495868,1,-4.6
"470","GRANOLLERS",1971,-4,17.8255372945638,0,-1.7
"471","GRANOLLERS",1973,2,48.10443490701,6,-1.5
"472","GRANOLLERS",1975,7,46.7157691378894,4,-6.4
"473","GRANOLLERS",1977,6,23.1256686692453,5,11.3
"474","GRANOLLERS",1979,10,15.3331996524297,6,0.399999999999999
"475","GRANOLLERS",1981,-19,21.947261663286,6,11.8
"476","GRANOLLERS",1983,13,3.55004277159966,6,-3.7
"477","GRANOLLERS",1985,27,6.42067098077011,-2,-1.8
"478","GRANOLLERS",1987,-4,6.80093151630154,-2,-0.699999999999999
"479","GRANOLLERS",1989,35,2.64486169997981,-1,-1.3
"480","GRANOLLERS",1991,0,-0.405192761605035,-1,0
"482","GUARDAMAR DEL SEGURA",1965,0,25.7510729613734,1,-14.1
"483","GUARDAMAR DEL SEGURA",1967,0,16.0409556313993,0,-5.6
"484","GUARDAMAR DEL SEGURA",1969,0,20.8823529411765,0,5.2
"485","GUARDAMAR DEL SEGURA",1971,0,63.9902676399027,0,-1.7
"486","GUARDAMAR DEL SEGURA",1973,0,18.1008902077151,0,-0.6
"487","GUARDAMAR DEL SEGURA",1975,1,12.8140703517588,0,158.1
"488","GUARDAMAR DEL SEGURA",1977,-1,69.8218262806236,1,-150
"489","GUARDAMAR DEL SEGURA",1979,0,11.4754098360656,1,3.8
"490","GUARDAMAR DEL SEGURA",1981,0,17.5294117647059,0,-1.3
"491","GUARDAMAR DEL SEGURA",1983,2,16.8668668668669,1,-1.1
"492","GUARDAMAR DEL SEGURA",1985,0,11.8201284796574,1,-0.799999999999997
"493","GUARDAMAR DEL SEGURA",1987,4,15.396399846802,0,1.5
"494","GUARDAMAR DEL SEGURA",1989,1,14.9684699634915,0,5.4
"495","GUARDAMAR DEL SEGURA",1991,-1,9.8729792147806,1,4
"497","HONDARRIBIA",1965,-1,35.3846153846154,0,-22.4
"498","HONDARRIBIA",1967,0,12.9186602870813,0,-17.8
"499","HONDARRIBIA",1969,2,22.510593220339,0,-5
"500","HONDARRIBIA",1971,-1,23.3463035019455,0,-5.8
"501","HONDARRIBIA",1973,-1,23.9747634069401,0,-9
"502","HONDARRIBIA",1975,0,21.4588634435963,0,-8.1
"503","HONDARRIBIA",1977,1,8.19366852886406,0,3.7
"504","HONDARRIBIA",1979,-1,10.3055077452668,0,-0.899999999999999
"505","HONDARRIBIA",1981,0,10.4349522137702,0,-6.6
"506","HONDARRIBIA",1983,1,10.4380077711056,0,17.2
"507","HONDARRIBIA",1985,3,6.12505997121382,-1,-1.1
"508","HONDARRIBIA",1987,1,2.23025919228451,1,2.6
"509","HONDARRIBIA",1989,5,2.50589622641509,0,-8.6
"510","HONDARRIBIA",1991,-4,0.517687661777394,0,-2
"512","IGUALADA",1965,1,32.29657555765,0,-12.7
"513","IGUALADA",1967,2,7.43291379719782,1,1.6
"514","IGUALADA",1969,-1,18.5676392572944,0,-1.3
"515","IGUALADA",1971,5,18.7733035048471,0,-8.1
"516","IGUALADA",1973,-3,41.8458640715743,4,10.9
"517","IGUALADA",1975,1,11.3090627420604,3,-3.8
"518","IGUALADA",1977,9,22.9843920866885,2,3.2
"519","IGUALADA",1979,-7,7.96216959017056,3,-1.3
"520","IGUALADA",1981,-4,16.5169212339024,1,1.3
"521","IGUALADA",1983,18,-0.0835368204600951,6,-2.6
"522","IGUALADA",1985,3,2.34098655862113,-1,-3.9
"523","IGUALADA",1987,17,-9.53937032614843,-3,0.400000000000002
"524","IGUALADA",1989,7,1.6950329975686,-1,-1.6
"525","IGUALADA",1991,-10,1.41403101304734,0,-1
"527","IRUN",1965,4,35.3040949842501,0,-55
"528","IRUN",1967,-2,15.669770773639,1,-56.6
"529","IRUN",1969,-1,3.42158228827992,0,-115.8
"530","IRUN",1971,-1,38.1586826347305,1,-17.8
"531","IRUN",1973,3,14.3027413587604,2,-5.9
"532","IRUN",1975,0,34.4392833443928,4,2.2
"533","IRUN",1977,2,10.6543505852489,1,2
"534","IRUN",1979,8,37.2968839610017,1,-1.6
"535","IRUN",1981,-10,3.60623781676413,2,-1.6
"536","IRUN",1983,12,3.92868342068718,0,0.100000000000001
"537","IRUN",1985,5,4.23706896551724,0,-6.4
"538","IRUN",1987,6,0.711243435471199,1,-4.8
"539","IRUN",1989,26,3.66659823444878,1,-1.7
"540","IRUN",1991,-5,-0.257446134347275,0,-4
"542","JAVEA/XABIA",1965,1,118.253968253968,1,66.1
"543","JAVEA/XABIA",1967,2,30.1818181818182,0,-28.7
"544","JAVEA/XABIA",1969,-2,22.6256983240223,0,3
"545","JAVEA/XABIA",1971,-1,39.8633257403189,0,-17.4
"546","JAVEA/XABIA",1973,0,56.0260586319218,1,19.2
"547","JAVEA/XABIA",1975,0,30.4279749478079,0,-10.6
"548","JAVEA/XABIA",1977,1,3.28131252501,1,50.2
"549","JAVEA/XABIA",1979,2,54.4362650135606,4,-11.8
"550","JAVEA/XABIA",1981,-3,34.470647265429,2,-8.10000000000001
"551","JAVEA/XABIA",1983,7,20.2238805970149,0,-11.7
"552","JAVEA/XABIA",1985,-2,22.1135940409683,2,-1.8
"553","JAVEA/XABIA",1987,8,25.7338924895158,1,-4.59999999999999
"554","JAVEA/XABIA",1989,7,7.33778047301395,-1,2.8
"555","JAVEA/XABIA",1991,-8,1.4030131826742,2,-4
"557","LA GARRIGA",1965,0,31.04,0,-6.10000000000001
"558","LA GARRIGA",1967,0,19.2918192918193,1,-36
"559","LA GARRIGA",1969,1,11.668372569089,0,-25.3
"560","LA GARRIGA",1971,-1,25.0229147571036,0,-12.3
"561","LA GARRIGA",1973,1,28.3724340175953,0,-7.8
"562","LA GARRIGA",1975,0,19.0748143917761,0,-7.8
"563","LA GARRIGA",1977,0,7.38609112709832,4,-10.4
"564","LA GARRIGA",1979,4,41.2684234033051,1,9.3
"565","LA GARRIGA",1981,-2,17.7363262725261,1,-0.800000000000001
"566","LA GARRIGA",1983,5,4.08163265306122,0,0
"567","LA GARRIGA",1985,1,57.8173374613003,0,-1.6
"568","LA GARRIGA",1987,-2,-30.1291482752983,0,-1.7
"569","LA GARRIGA",1989,8,4.23490875058493,0,-4.2
"570","LA GARRIGA",1991,0,2.17732884399551,0,3
"572","LA VILLAJOYOSA/VILA JOIOSA",1965,0,32.7476038338658,0,23
"573","LA VILLAJOYOSA/VILA JOIOSA",1967,0,37.7858002406739,0,12.2
"574","LA VILLAJOYOSA/VILA JOIOSA",1969,1,14.9344978165939,0,10.4
"575","LA VILLAJOYOSA/VILA JOIOSA",1971,1,55.9270516717325,0,-1.2
"576","LA VILLAJOYOSA/VILA JOIOSA",1973,0,52.046783625731,2,-69.7
"577","LA VILLAJOYOSA/VILA JOIOSA",1975,0,-6.69871794871795,1,41.8
"578","LA VILLAJOYOSA/VILA JOIOSA",1977,0,7.35142562693233,0,16.3
"579","LA VILLAJOYOSA/VILA JOIOSA",1979,2,43.968,1,-4.7
"580","LA VILLAJOYOSA/VILA JOIOSA",1981,-4,29.8955323405201,0,-6.8
"581","LA VILLAJOYOSA/VILA JOIOSA",1983,3,12.1834360027379,2,26.6
"582","LA VILLAJOYOSA/VILA JOIOSA",1985,0,10.4179377669311,0,32.5
"583","LA VILLAJOYOSA/VILA JOIOSA",1987,3,6.72744854261638,0,-12.1
"584","LA VILLAJOYOSA/VILA JOIOSA",1989,-3,7.11881957028216,0,30.5
"585","LA VILLAJOYOSA/VILA JOIOSA",1991,0,3.69743837602707,0,-4
"587","LEKEITIO",1965,0,37.3626373626374,0,-4.9
"588","LEKEITIO",1967,0,30.88,0,-1.4
"589","LEKEITIO",1969,1,66.5036674816626,0,14.9
"590","LEKEITIO",1971,-1,23.4214390602056,0,-28.7
"591","LEKEITIO",1973,0,13.2064247471743,0,-0.8
"592","LEKEITIO",1975,1,4.83447188649501,0,-0.7
"593","LEKEITIO",1977,-1,7.71929824561404,0,0.2
"594","LEKEITIO",1979,1,28.8040949278734,0,0.5
"595","LEKEITIO",1981,-1,9.32080924855491,0,-0.5
"596","LEKEITIO",1983,1,0.495703899537343,0,-0.9
"597","LEKEITIO",1985,0,6.97139098980599,1,2.2
"598","LEKEITIO",1987,1,-2.24408238549032,0,-0.4
"599","LEKEITIO",1989,2,5.84905660377358,0,0.4
"600","LEKEITIO",1991,-3,1.01010101010101,0,1
"602","MADRID",1965,114,23.9676214196762,-25,-440.9
"603","MADRID",1967,-69,15.8212953475445,35,1303.5
"604","MADRID",1969,41,18.3881181798417,19,-2148
"605","MADRID",1971,26,17.3474999536006,17,429.4
"606","MADRID",1973,-207,14.8110689072189,71,-1301.9
"607","MADRID",1975,314,14.7454608994242,246,791.9
"608","MADRID",1977,281,5.94529426966668,279,-1195.2
"609","MADRID",1979,-46,7.20640017558257,261,-1710.4
"610","MADRID",1981,-466,5.44073158004244,99,1650.6
"611","MADRID",1983,994,1.86679596672458,128,-2194.6
"612","MADRID",1985,824,4.05248832686336,62,129.9
"613","MADRID",1987,1398,0.879162669982483,80,-341.199999999999
"614","MADRID",1989,182,-4.78723430501737,102,455.9
"615","MADRID",1991,37,-3.45273631840796,1,213
"617","MALGRAT DE MAR",1965,0,32.5,0,62.3
"618","MALGRAT DE MAR",1967,0,20.2830188679245,1,-87.6
"619","MALGRAT DE MAR",1969,2,12.0588235294118,0,-10.8
"620","MALGRAT DE MAR",1971,-2,39.1076115485564,0,-37.4
"621","MALGRAT DE MAR",1973,0,12.7044025157233,0,2.89999999999998
"622","MALGRAT DE MAR",1975,0,27.2321428571429,0,-12.8
"623","MALGRAT DE MAR",1977,2,9.47368421052632,3,16.3
"624","MALGRAT DE MAR",1979,-1,26.8429487179487,2,11.1
"625","MALGRAT DE MAR",1981,-1,16.6456096020215,1,-27.7
"626","MALGRAT DE MAR",1983,2,7.77145951800704,1,-10.1
"627","MALGRAT DE MAR",1985,2,6.70854271356784,1,-3.90000000000001
"628","MALGRAT DE MAR",1987,9,4.52083823875677,0,-14.5
"629","MALGRAT DE MAR",1989,4,6.82586168055868,-1,1.40000000000001
"630","MALGRAT DE MAR",1991,-7,2.74145929987347,0,-4
"632","MANRESA",1965,-3,26.4055179593961,0,-6.2
"633","MANRESA",1967,0,2.10027797796767,0,-7.2
"634","MANRESA",1969,4,20.3589795300998,1,-1.2
"635","MANRESA",1971,-2,8.80529490616622,0,4.3
"636","MANRESA",1973,0,36.983136983137,5,13.4
"637","MANRESA",1975,1,23.8729623383924,7,-0.5
"638","MANRESA",1977,9,16.5403639333848,5,10.6
"639","MANRESA",1979,8,9.89798302312904,5,-2.7
"640","MANRESA",1981,-17,13.484977324263,5,-5.1
"641","MANRESA",1983,16,2.54448954105526,1,-8.4
"642","MANRESA",1985,30,-5.02664028010352,0,-0.900000000000002
"643","MANRESA",1987,25,0.567416810925178,-1,-2.7
"644","MANRESA",1989,0,-0.382518886870039,0,2
"645","MANRESA",1991,1,1.23196057726153,1,-2
"647","MARKINA-XEMEIN",1965,-1,21.8623481781377,-1,-18.2
"648","MARKINA-XEMEIN",1967,0,19.2691029900332,0,-1
"649","MARKINA-XEMEIN",1969,0,42.6183844011142,0,7.9
"650","MARKINA-XEMEIN",1971,0,12.3046875,0,-2
"651","MARKINA-XEMEIN",1973,0,23.304347826087,0,-2.1
"652","MARKINA-XEMEIN",1975,0,9.16784203102962,0,-3.3
"653","MARKINA-XEMEIN",1977,0,22.7390180878553,0,-0.8
"654","MARKINA-XEMEIN",1979,0,24.9473684210526,0,10.1
"655","MARKINA-XEMEIN",1981,0,26.5374894692502,0,-7.8
"656","MARKINA-XEMEIN",1983,0,-0.133155792276964,-1,-1.7
"657","MARKINA-XEMEIN",1985,2,11.8,1,-0.1
"658","MARKINA-XEMEIN",1987,-2,17.2927847346452,0,-1.4
"659","MARKINA-XEMEIN",1989,6,-8.64260294865277,0,-0.1
"660","MARKINA-XEMEIN",1991,-3,1.78074568725654,-1,0
"662","OLIVA",1965,0,21.2581344902386,0,-9.1
"663","OLIVA",1967,0,27.7280858676208,0,29.5
"664","OLIVA",1969,2,15.266106442577,1,-15.1
"665","OLIVA",1971,-1,20.9599027946537,0,0.100000000000001
"666","OLIVA",1973,-1,6.07734806629834,0,-1.6
"667","OLIVA",1975,1,7.85984848484848,0,-1.8
"668","OLIVA",1977,1,5.04828797190518,4,11.1
"669","OLIVA",1979,-1,37.9857918930213,0,5.4
"670","OLIVA",1981,-1,20.4724409448819,0,16.1
"671","OLIVA",1983,2,18.9039718451483,2,-4.2
"672","OLIVA",1985,8,14.4820295983087,0,-2.8
"673","OLIVA",1987,3,8.45798707294552,0,-6.2
"674","OLIVA",1989,4,10.7781372382088,-1,-3.3
"675","OLIVA",1991,-5,5.51798339993852,-1,-1
"677","ONDARROA",1965,-2,22.9671897289586,0,2.3
"678","ONDARROA",1967,0,27.9582366589327,0,-2
"679","ONDARROA",1969,0,20.4895738893926,1,-0.899999999999999
"680","ONDARROA",1971,5,19.2626034612491,0,-5.2
"681","ONDARROA",1973,-6,-26.6246056782334,0,3.4
"682","ONDARROA",1975,3,140.240756663801,0,-0.6
"683","ONDARROA",1977,-3,5.40443808160344,0,0.7
"684","ONDARROA",1979,2,15.1782682512733,0,-1.4
"685","ONDARROA",1981,0,19.811320754717,0,0.6
"686","ONDARROA",1983,0,9.375,1,-2.7
"687","ONDARROA",1985,6,10.9561304836895,1,0
"688","ONDARROA",1987,-5,-3.58880778588808,0,2.1
"689","ONDARROA",1989,6,-0.147213459516299,1,0.9
"690","ONDARROA",1991,-5,-7.81381634372367,1,0
"692","PAMPLONA/IRUÑA",1965,2,34.0656744625561,2,-76.3
"693","PAMPLONA/IRUÑA",1967,3,13.8396475770925,1,39.5
"694","PAMPLONA/IRUÑA",1969,0,20.8470063773141,2,-77.1
"695","PAMPLONA/IRUÑA",1971,2,21.4827338866687,2,-233.5
"696","PAMPLONA/IRUÑA",1973,-12,25.152882628316,6,118.8
"697","PAMPLONA/IRUÑA",1975,20,20.7363100252738,10,16.9
"698","PAMPLONA/IRUÑA",1977,8,9.17565625130832,18,-7.10000000000002
"699","PAMPLONA/IRUÑA",1979,-8,17.3982513549443,10,-17.8
"700","PAMPLONA/IRUÑA",1981,-13,10.8794355585075,6,59.4
"701","PAMPLONA/IRUÑA",1983,25,1.70864633966711,6,94.9
"702","PAMPLONA/IRUÑA",1985,151,-3.58966932174753,4,86
"703","PAMPLONA/IRUÑA",1987,-41,-9.70487797550497,4,-27.3
"704","PAMPLONA/IRUÑA",1989,31,-1.3940953352705,8,187.6
"705","PAMPLONA/IRUÑA",1991,-44,-1.75347827554016,1,-23
"707","PINEDA DE MAR",1965,-2,104.432132963989,0,49.1
"708","PINEDA DE MAR",1967,2,30.6233062330623,0,-14.6
"709","PINEDA DE MAR",1969,0,0.933609958506224,0,55
"710","PINEDA DE MAR",1971,-1,28.4686536485098,0,-34.3
"711","PINEDA DE MAR",1973,1,40,2,-35.5
"712","PINEDA DE MAR",1975,0,29.4857142857143,1,-25.6
"713","PINEDA DE MAR",1977,-1,11.9593998234775,3,12.9
"714","PINEDA DE MAR",1979,2,12.8498226251478,2,10.3
"715","PINEDA DE MAR",1981,-3,24.6594481313308,1,-10.9
"716","PINEDA DE MAR",1983,13,48.5009806668535,0,-6.10000000000002
"717","PINEDA DE MAR",1985,7,13.9811320754717,0,6.80000000000001
"718","PINEDA DE MAR",1987,0,12.0675384870055,-1,-13.3
"719","PINEDA DE MAR",1989,0,13.8109305760709,0,-14.7
"720","PINEDA DE MAR",1991,5,3.6340038935756,0,20
"722","PREMIA DE MAR",1965,0,35.304347826087,1,15.7
"723","PREMIA DE MAR",1967,-1,24.1645244215938,0,5
"724","PREMIA DE MAR",1969,0,28.7784679089027,1,-19.3
"725","PREMIA DE MAR",1971,3,64.6302250803859,0,-2.4
"726","PREMIA DE MAR",1973,-3,59.130859375,0,-2.6
"727","PREMIA DE MAR",1975,1,33.2924209880331,4,-2.2
"728","PREMIA DE MAR",1977,1,44.9125230202578,2,-2.1
"729","PREMIA DE MAR",1979,0,12.0413026211279,4,-1.5
"730","PREMIA DE MAR",1981,-1,15.4402381965121,0,-0.3
"731","PREMIA DE MAR",1983,3,3.19331859493982,-1,-0.8
"732","PREMIA DE MAR",1985,0,6.31992382766008,-1,-0.7
"733","PREMIA DE MAR",1987,7,-3.1344453151237,0,1
"734","PREMIA DE MAR",1989,10,16.0291228475673,0,-2.3
"735","PREMIA DE MAR",1991,-9,3.41633466135458,-1,0
"737","SABADELL",1965,-2,30.6715867158672,0,-3.8
"738","SABADELL",1967,-1,10.3637185134982,1,-3
"739","SABADELL",1969,5,17.8087098920219,2,6
"740","SABADELL",1971,-2,19.3605838147778,2,-3.5
"741","SABADELL",1973,-6,37.9576388383434,5,-3.6
"742","SABADELL",1975,12,21.3965389891316,13,34
"743","SABADELL",1977,11,9.58951737325887,10,-3.3
"744","SABADELL",1979,8,33.3240799492386,6,-29.9
"745","SABADELL",1981,-24,12.0051161545555,3,-1.1
"746","SABADELL",1983,48,4.53591820475368,8,2.1
"747","SABADELL",1985,41,2.19749510962071,1,0.300000000000001
"748","SABADELL",1987,28,-2.83136124092672,1,-0.700000000000001
"749","SABADELL",1989,55,3.43191179104096,1,-3.1
"750","SABADELL",1991,-38,2.38557524641051,0,0
"752","SAGUNTO/SAGUNT",1965,1,15.6739811912226,0,-1.9
"753","SAGUNTO/SAGUNT",1967,-1,24.7515808491418,0,-0.3
"754","SAGUNTO/SAGUNT",1969,0,40.5503258508327,1,10.3
"755","SAGUNTO/SAGUNT",1971,1,16.5636269963936,0,-0.0999999999999996
"756","SAGUNTO/SAGUNT",1973,-1,29.524861878453,5,-4.1
"757","SAGUNTO/SAGUNT",1975,4,41.426377751237,5,3.8
"758","SAGUNTO/SAGUNT",1977,0,13.0896368681385,3,6.9
"759","SAGUNTO/SAGUNT",1979,2,39.3428632387455,2,1.7
"760","SAGUNTO/SAGUNT",1981,-5,27.0402694839994,-1,0.400000000000002
"761","SAGUNTO/SAGUNT",1983,8,5.39351572857659,2,1.7
"762","SAGUNTO/SAGUNT",1985,-1,8.41671908056493,0,2
"763","SAGUNTO/SAGUNT",1987,15,-1.50308528031222,1,-0.5
"764","SAGUNTO/SAGUNT",1989,16,4.82437352752195,-4,-0.5
"765","SAGUNTO/SAGUNT",1991,-6,7.67737651325535,2,-3
"767","SANT BOI DE LLOBREGAT",1965,-1,35.4581673306773,1,-5.6
"768","SANT BOI DE LLOBREGAT",1967,0,32.5,0,-6
"769","SANT BOI DE LLOBREGAT",1969,-2,94.7280799112098,1,0.199999999999999
"770","SANT BOI DE LLOBREGAT",1971,1,24.7078939868909,0,-3.8
"771","SANT BOI DE LLOBREGAT",1973,2,78.8619744058501,4,-1.7
"772","SANT BOI DE LLOBREGAT",1975,4,7.32081257186662,10,-1.1
"773","SANT BOI DE LLOBREGAT",1977,3,99.5,2,1.2
"774","SANT BOI DE LLOBREGAT",1979,0,45.984007638143,0,-0.199999999999999
"775","SANT BOI DE LLOBREGAT",1981,0,11.2491824722041,4,-0.4
"776","SANT BOI DE LLOBREGAT",1983,7,0.183715461493239,1,0.300000000000001
"777","SANT BOI DE LLOBREGAT",1985,19,3.70791461893934,1,-1
"778","SANT BOI DE LLOBREGAT",1987,15,-3.84411359055062,0,-0.700000000000001
"779","SANT BOI DE LLOBREGAT",1989,7,5.69326958440603,-2,0.9
"780","SANT BOI DE LLOBREGAT",1991,-12,1.47191871389797,-1,1
"782","SANT CUGAT DEL VALLES",1965,-1,42.5848719475878,1,-4
"783","SANT CUGAT DEL VALLES",1967,4,25.3550543024227,1,55.1
"784","SANT CUGAT DEL VALLES",1969,-1,28.6237920693102,0,-53.3
"785","SANT CUGAT DEL VALLES",1971,3,24.6113989637306,1,-2.4
"786","SANT CUGAT DEL VALLES",1973,-3,54.4906444906445,0,4.4
"787","SANT CUGAT DEL VALLES",1975,4,21.3295653344099,4,-0.199999999999999
"788","SANT CUGAT DEL VALLES",1977,15,26.7857142857143,2,-0.699999999999999
"789","SANT CUGAT DEL VALLES",1979,-13,21.8878488321232,1,-1.4
"790","SANT CUGAT DEL VALLES",1981,-6,17.763582860834,0,-2.2
"791","SANT CUGAT DEL VALLES",1983,17,11.5553388590931,1,-0.600000000000001
"792","SANT CUGAT DEL VALLES",1985,25,8.03103146853147,0,3.5
"793","SANT CUGAT DEL VALLES",1987,22,3.08485890563366,0,-1.3
"794","SANT CUGAT DEL VALLES",1989,23,-1.27551020408163,2,-0.8
"795","SANT CUGAT DEL VALLES",1991,-9,8.86503677201352,1,1
"797","SANTA POLA",1965,0,33.6263736263736,1,8.9
"798","SANTA POLA",1967,0,48.6842105263158,0,6.2
"799","SANTA POLA",1969,-1,35.3982300884956,1,9.6
"800","SANTA POLA",1971,0,62.0915032679739,0,13.5
"801","SANTA POLA",1973,0,35.383064516129,0,1.2
"802","SANTA POLA",1975,0,9.71705137751303,1,16.2
"803","SANTA POLA",1977,1,8.17780794027825,0,27.9
"804","SANTA POLA",1979,1,21.9573400250941,0,12
"805","SANTA POLA",1981,-2,22.582304526749,0,7.40000000000001
"806","SANTA POLA",1983,5,16.9744020142677,2,5.89999999999999
"807","SANTA POLA",1985,0,14.9058295964126,0,1
"808","SANTA POLA",1987,6,19.0758663752732,-1,-32.7
"809","SANTA POLA",1989,8,13.0833770319874,3,-8.09999999999999
"810","SANTA POLA",1991,-5,-0.278228611175516,1,7
"812","SITGES",1965,3,43.6870642912471,0,43.3
"813","SITGES",1967,-4,9.73045822102426,0,-182.9
"814","SITGES",1969,1,10.6607713092606,1,0.800000000000068
"815","SITGES",1971,-2,4.17314095449501,0,-214.6
"816","SITGES",1973,0,11.6982740251438,0,-96.5
"817","SITGES",1975,1,20.1259061426936,2,-123.9
"818","SITGES",1977,6,9.24249642686994,1,21.2
"819","SITGES",1979,0,11.3970053786888,1,-7.79999999999995
"820","SITGES",1981,-6,10.5050241419809,1,-60.5
"821","SITGES",1983,12,6.08171941426547,0,29.4
"822","SITGES",1985,1,3.2617165757542,0,-16.1
"823","SITGES",1987,21,2.47951703320397,0,23.2
"824","SITGES",1989,0,4.90216705238797,0,34.4
"825","SITGES",1991,-10,8.05254713196951,0,9
"827","TONA",1965,-1,15.4121863799283,0,-10.7
"828","TONA",1967,0,10.2484472049689,0,-24.3
"829","TONA",1969,0,19.1549295774648,0,15.9
"830","TONA",1971,0,43.9716312056738,0,-3.1
"831","TONA",1973,0,18.8834154351396,2,6.9
"832","TONA",1975,1,43.3701657458564,0,-2.5
"833","TONA",1977,-1,10.4046242774566,1,-0.899999999999999
"834","TONA",1979,0,8.1151832460733,1,8.4
"835","TONA",1981,0,32.364810330912,0,-6.1
"836","TONA",1983,2,8.84146341463415,0,-3.1
"837","TONA",1985,-2,10.4761904761905,0,-6.1
"838","TONA",1987,2,3.70182555780933,0,-1.1
"839","TONA",1989,0,8.31295843520782,0,0.699999999999999
"840","TONA",1991,2,1.21896162528217,0,0
"842","TORREVIEJA",1965,0,40.072202166065,0,-5.5
"843","TORREVIEJA",1967,1,31.3144329896907,1,-3.6
"844","TORREVIEJA",1969,0,38.0765456329735,0,3.1
"845","TORREVIEJA",1971,-1,29.5664534470505,0,13.5
"846","TORREVIEJA",1973,0,7.67964893033461,0,136.5
"847","TORREVIEJA",1975,1,41.5690269994906,3,-134.1
"848","TORREVIEJA",1977,0,10.0755667506297,1,20
"849","TORREVIEJA",1979,3,43.1840470742073,1,9.3
"850","TORREVIEJA",1981,-3,35.2739726027397,0,-1.9
"851","TORREVIEJA",1983,5,20.4388185654008,2,13.7
"852","TORREVIEJA",1985,8,18.4417040358744,1,22.1
"853","TORREVIEJA",1987,13,39.5646000946522,0,-0.299999999999997
"854","TORREVIEJA",1989,11,17.0481519159037,4,-12.9
"855","TORREVIEJA",1991,-9,1.5644238429782,5,-4
"857","TUDELA DE DUERO",1965,1,48.2338611449452,0,-3.5
"858","TUDELA DE DUERO",1967,0,11.5036976170912,1,12.1
"859","TUDELA DE DUERO",1969,-1,13.448784082535,0,-4.4
"860","TUDELA DE DUERO",1971,0,21.3380967846703,0,10.7
"861","TUDELA DE DUERO",1973,1,21.0653104925054,3,-7.3
"862","TUDELA DE DUERO",1975,0,20.4510280787088,4,-8.4
"863","TUDELA DE DUERO",1977,6,17.6578560939794,2,6.2
"864","TUDELA DE DUERO",1979,-1,39.1575663026521,1,4.6
"865","TUDELA DE DUERO",1981,-4,11.6704035874439,1,-6
"866","TUDELA DE DUERO",1983,4,7.29846400963759,4,0.600000000000001
"867","TUDELA DE DUERO",1985,29,4.20097305389222,1,-6.8
"868","TUDELA DE DUERO",1987,-8,-0.59261919727036,-1,2
"869","TUDELA DE DUERO",1989,9,3.42335832354801,-1,0.799999999999997
"870","TUDELA DE DUERO",1991,-11,-0.524017467248908,0,-1
"872","VALENCIA",1965,14,28.4489791703242,5,-157.9
"873","VALENCIA",1967,-7,11.2171473134964,11,-63.3
"874","VALENCIA",1969,-2,15.3918443176972,5,-202
"875","VALENCIA",1971,11,18.8817541111981,6,-180.7
"876","VALENCIA",1973,-28,18.7653149948621,33,-164.8
"877","VALENCIA",1975,53,5.86844148641154,56,290.7
"878","VALENCIA",1977,51,7.95093063314906,61,310.2
"879","VALENCIA",1979,4,38.3554889506623,35,-62.5999999999999
"880","VALENCIA",1981,-91,13.9511455951061,23,-84.2
"881","VALENCIA",1983,154,-2.32145231751223,48,11.1000000000001
"882","VALENCIA",1985,188,3.73296693600232,-2,-43.3000000000002
"883","VALENCIA",1987,86,-4.61330572446544,-4,166.8
"884","VALENCIA",1989,146,0.930493273542601,25,53.0999999999999
"885","VALENCIA",1991,35,-1.08271990144699,19,-97
"887","VIC",1965,0,27.0725834193326,1,8.9
"888","VIC",1967,2,14.5100162425555,-1,-4.2
"889","VIC",1969,0,13.9243498817967,1,-5.5
"890","VIC",1971,1,13.7372898941689,0,-5.1
"891","VIC",1973,-3,41.3063309615034,4,12.3
"892","VIC",1975,2,17.3273079406068,5,-3.5
"893","VIC",1977,3,10.0913392758886,1,5.6
"894","VIC",1979,4,18.1427429028389,6,-2.9
"895","VIC",1981,-7,12.1076233183857,6,-3.9
"896","VIC",1983,4,0.0981132075471698,3,-4.1
"897","VIC",1985,28,8.58780064842042,-1,10.3
"898","VIC",1987,8,-4.06193584224413,-2,-0.100000000000001
"899","VIC",1989,8,2.64167330100601,-1,-3.7
"900","VIC",1991,-7,2.11535749541673,-1,1
"902","VILADECANS",1965,1,52.7131782945736,1,-57.5
"903","VILADECANS",1967,0,21.65820642978,0,84
"904","VILADECANS",1969,1,50.7649513212796,0,0.799999999999997
"905","VILADECANS",1971,-2,88.1918819188192,1,-16.5
"906","VILADECANS",1973,3,31.6176470588235,1,22.6
"907","VILADECANS",1975,-1,18.3240223463687,2,-11.7
"908","VILADECANS",1977,-2,104.091910607491,1,108
