"","region","year","Pobl_total","Pobl_16","PIB_nominal","PIB_real","Empleo_agreg","Empleo_constr","Empleo_ser","Creacion","total","agricultura","industria","construcción","servicios"
"1","A Coruña","1955",NA,NA,NA,NA,378267,18961,89998,NA,NA,NA,NA,NA,NA
"2","A Coruña","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","A Coruña","1957",NA,NA,NA,NA,385434,20257,94402,NA,NA,NA,NA,NA,NA
"4","A Coruña","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","A Coruña","1959",NA,NA,NA,NA,395248,20180,101870,NA,NA,NA,NA,NA,NA
"6","A Coruña","1960",NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA
"7","A Coruña","1961",NA,NA,NA,NA,403834,20090,106507,10,NA,NA,NA,NA,NA
"8","A Coruña","1962",NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"9","A Coruña","1963",NA,NA,NA,NA,410789,21301,111752,8,NA,NA,NA,NA,NA
"10","A Coruña","1964",NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA
"11","A Coruña","1965",NA,NA,NA,NA,412192,22644,116996,21,NA,NA,NA,NA,NA
"12","A Coruña","1966",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
"13","A Coruña","1967",NA,NA,NA,NA,413703,24010,122299,17,NA,NA,NA,NA,NA
"14","A Coruña","1968",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
"15","A Coruña","1969","1034877",NA,351852,77843.3628318584,417635,24797,128185,22,NA,NA,NA,NA,NA
"16","A Coruña","1970",NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA
"17","A Coruña","1971","1030721",757051,459372,90964.7524752475,433358,28188,136359,21,NA,NA,NA,NA,NA
"18","A Coruña","1972","1036542",762449,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA
"19","A Coruña","1973","1043292",768558,650718,109733.220910624,441663,33188,141735,38,NA,NA,NA,NA,NA
"20","A Coruña","1974","1049637",774450,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA
"21","A Coruña","1975","1056671",780286,954072,118813.449564134,443976,30938,149159,44,NA,NA,NA,NA,NA
"22","A Coruña","1976","1063290",785926,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA
"23","A Coruña","1977","1070168",791880,1474056,131847.584973166,429534,31817,159397,90,400200,138100,80800,34100,147200
"24","A Coruña","1978","1076441",796840,NA,NA,NA,NA,NA,85,394900,130900,78700,38800,146600
"25","A Coruña","1979","1082880",801868,NA,NA,401199,35129,162332,142,385300,121400,76700,41400,145800
"26","A Coruña","1980","1087676",806975,2293590,121097.67687434,NA,NA,NA,128,374200,106400,77100,48800,141800
"27","A Coruña","1981","1092175",812391,2623206,121052.422704199,389929,33996,164835,149,360200,86200,80700,45700,147700
"28","A Coruña","1982","1097309",819141,3188538,128570.080645161,NA,NA,NA,192,370100,91500,69300,48400,160900
"29","A Coruña","1983","1100812",826339,3461646,122884.132055378,382028,32275,169811,227,376900,115000,73300,37800,150500
"30","A Coruña","1984","1103326",833079,3840672,121694.296577947,NA,NA,NA,268,396100,141400,73300,23100,157100
"31","A Coruña","1985","1105233",839958,4170570,120816.048667439,381286,31420,176976,376,374100,132600,67600,22100,151700
"32","A Coruña","1986","1105644",846266,4712154,124957.677008751,NA,NA,NA,495,396300,152300,62100,25400,155900
"33","A Coruña","1987","1104798",851975,5183580,129621.905476369,387849,31375,185099,500,374300,129900,54900,22500,166700
"34","A Coruña","1988","1104386",858726,5611608,134345.415369883,NA,NA,NA,699,378600,109100,53600,32300,183500
"35","A Coruña","1989","1103018",865484,6456234,145247.109111361,389666,36508,190364,881,372600,111300,55600,29300,176400
"36","A Coruña","1990","1100923",872063,6897084,145446.731336989,NA,NA,NA,861,371400,84000,55100,37300,195000
"37","A Coruña","1991","1097942",878330,7493184,148028.131173449,388230,39517,198271,780,392100,90200,61000,42000,198900
"38","A Coruña","1992","1098032",888090,8196762,152810.62639821,NA,NA,NA,909,380100,86300,59800,36500,197600
"39","A Coruña","1993","1098871",898371,8484714,151107.996438112,371222,36838,202077,965,353900,79600,55400,35600,183300
"40","A Coruña","1994","1099499",907953,8892294,150819.097693351,NA,NA,NA,1373,334300,80800,47500,30200,175900
"41","A Coruña","1995","1099299",917536,10589318,172100.081261173,NA,NA,NA,1422,343100,76600,51800,35400,179300
"42","A Coruña","1996","1098598",925442,11275340,176397.684605757,NA,NA,NA,1286,359400,71500,55900,48400,183600
"43","A Coruña","1997","1097601",932602,11955618,181806.843065693,NA,NA,NA,1438,369000,58000,62900,44800,203300
"44","A Coruña","1998","1097304",939590,12744941,190081.148396719,NA,NA,NA,1626,371800,59000,63800,44900,204100
"45","A Coruña","1999","1097014",945669,13453974,197620.064629847,NA,NA,NA,1477,381200,49700,69400,44900,217200
"46","A Coruña","2000","1096112",950045,14125198,201673.300970874,NA,NA,NA,1546,404300,54300,74400,45900,229800
"47","A Coruña","2001","1095881",954092,14871404,204840.275482094,NA,NA,NA,1476,415500,53500,75700,50600,235700
"48","A Coruña","2002","1096079",957491,16109294,216435.496439608,NA,NA,NA,2328,422000,42300,84800,60900,234000
"49","A Coruña","2003","1100954",963692,17136966,221981.424870466,NA,NA,NA,NA,452900,46000,85500,59700,261800
"50","A Coruña","2004","1104699",968597,NA,NA,NA,NA,NA,NA,456200,40300,86200,52900,276900
"51","A Coruña","2005","1109955",974240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","A Coruña","2006","1115415",979378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","A Coruña","2007","1121347",984341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","A Coruña","2008","1128599",990216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","A Coruña","2009","1135287",995180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","A Coruña","2010","1138107",996718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","A Coruña","2011","1140069",996909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","A Coruña","2012","1141178",996267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","A Coruña","2013","1138494",992705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","A Coruña","2014","1133330",987396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","A Coruña","2015","1128694",982858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","A Coruña","2016","1124114",978256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","A Coruña","2017","1121746",975891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","A Coruña","2018","1121417",975701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","A Coruña","2019","1122007",976488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","A Coruña","2020","1123550",979131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","A Coruña","2021","1121757",979503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","A Coruña","2022","1120185",980311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Álava","1955",NA,NA,NA,NA,56425,4093,16913,NA,NA,NA,NA,NA,NA
"70","Álava","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Álava","1957",NA,NA,NA,NA,58310,4453,17760,NA,NA,NA,NA,NA,NA
"72","Álava","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Álava","1959",NA,NA,NA,NA,59634,4569,18559,NA,NA,NA,NA,NA,NA
"74","Álava","1960",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"75","Álava","1961",NA,NA,NA,NA,62232,5057,20038,9,NA,NA,NA,NA,NA
"76","Álava","1962",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"77","Álava","1963",NA,NA,NA,NA,67963,5864,21380,5,NA,NA,NA,NA,NA
"78","Álava","1964",NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA
"79","Álava","1965",NA,NA,NA,NA,75878,6517,22552,19,NA,NA,NA,NA,NA
"80","Álava","1966",NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"81","Álava","1967",NA,NA,NA,NA,79573,6916,23456,16,NA,NA,NA,NA,NA
"82","Álava","1968",NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"83","Álava","1969","188723",NA,132714,29361.5044247788,86058,7303,24814,16,NA,NA,NA,NA,NA
"84","Álava","1970",NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"85","Álava","1971","199776",138131,169776,33619.0099009901,89941,7727,26198,6,NA,NA,NA,NA,NA
"86","Álava","1972","205372",141753,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA
"87","Álava","1973","211227",145729,247068,41664.0809443508,92894,7645,28311,28,NA,NA,NA,NA,NA
"88","Álava","1974","217047",149777,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA
"89","Álava","1975","223028",154195,375564,46770.1120797011,96801,7867,31395,28,NA,NA,NA,NA,NA
"90","Álava","1976","229031",158805,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA
"91","Álava","1977","234980",163425,565332,50566.3685152057,99895,8093,33718,39,90000,8400,45900,6700,28800
"92","Álava","1978","240770",168240,NA,NA,NA,NA,NA,50,91300,9100,44000,6800,31400
"93","Álava","1979","246439",173141,NA,NA,101284,7923,35722,86,90300,9300,40000,7300,33600
"94","Álava","1980","251850",178255,996624,52620.0633579725,NA,NA,NA,46,90400,8600,41800,7100,32900
"95","Álava","1981","257105",183600,1184040,54639.5939086294,98412,6060,37599,46,93700,9400,42700,6100,35400
"96","Álava","1982","260059",187383,1370664,55268.7096774194,NA,NA,NA,80,90600,8400,42000,3600,36400
"97","Álava","1983","262346",190952,1525572,54155.910543131,99668,5680,42365,56,85900,7500,35400,5800,36700
"98","Álava","1984","264410",194273,1586472,50268.4410646388,NA,NA,NA,79,81500,7000,33200,4000,37200
"99","Álava","1985","266265",197651,1753002,50782.2132097335,102675,5400,46936,126,77700,6600,33600,4000,33600
"100","Álava","1986","267832",200869,1979532,52493.5560859189,NA,NA,NA,136,79200,7700,34100,3500,33800
"101","Álava","1987","269125",204160,2107416,52698.5746436609,103746,5743,48976,160,86500,7100,36300,5500,37600
"102","Álava","1988","270297",207701,2325720,55679.1955949246,NA,NA,NA,223,86600,7800,34500,4600,39700
"103","Álava","1989","271300",211002,2534250,57013.4983127109,106790,6180,52025,345,85600,5300,34600,7200,38500
"104","Álava","1990","272041",214252,2742552,57835.3437368199,NA,NA,NA,288,87600,5400,37300,5200,39600
"105","Álava","1991","272499",217447,3035250,59961.4776768076,111012,7118,55588,234,97300,5300,39000,7300,45500
"106","Álava","1992","273726",221127,3145128,58634.0044742729,NA,NA,NA,210,96800,4100,38600,5400,48600
"107","Álava","1993","275212",225109,3231816,57556.8299198575,109110,6317,58472,231,95900,4300,35800,4800,51000
"108","Álava","1994","276638",228641,3434322,58248.3378561737,NA,NA,NA,298,90400,3900,31100,7700,47800
"109","Álava","1995","277795",232132,4115339,66883.4552250935,NA,NA,NA,387,98600,4300,34600,7800,51900
"110","Álava","1996","278897",235266,4427828,69271.4017521902,NA,NA,NA,484,104800,5500,39000,6700,53600
"111","Álava","1997","280128",238092,4740933,72094.4799270073,NA,NA,NA,649,115200,5900,42300,7900,59100
"112","Álava","1998","281403",240872,5181539,77278.7322893363,NA,NA,NA,509,114100,5200,36400,7300,65200
"113","Álava","1999","282637",243251,5583968,82020.6815511163,NA,NA,NA,454,121900,5500,39700,10500,66200
"114","Álava","2000","283795",245275,5817014,83052.741290691,NA,NA,NA,479,118000,4300,41700,10500,61500
"115","Álava","2001","285198",247225,6354303,87524.8347107438,NA,NA,NA,471,121500,4400,42700,9500,64800
"116","Álava","2002","286650",249094,6850882,92044.6325406422,NA,NA,NA,1032,130700,3800,38900,11400,76600
"117","Álava","2003","290746",252871,7212871,93430.9715025907,NA,NA,NA,NA,134600,4200,43100,11000,76300
"118","Álava","2004","294304",255745,NA,NA,NA,NA,NA,NA,139900,2300,47100,10800,79700
"119","Álava","2005","298830",259543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Álava","2006","302481",262267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Álava","2007","306475",265146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Álava","2008","310944",268416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Álava","2009","315280",271378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Álava","2010","317737",272689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Álava","2011","319846",273303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Álava","2012","320566",272725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Álava","2013","319927",271388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Álava","2014","319895",270608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Álava","2015","320663",270308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Álava","2016","321804",270632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Álava","2017","323812",271958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Álava","2018","325739",273281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Álava","2019","327682",275155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Álava","2020","329873",277395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Álava","2021","329758",277997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Álava","2022","329856",278736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Albacete","1955",NA,NA,NA,NA,138533,4702,27901,NA,NA,NA,NA,NA,NA
"138","Albacete","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Albacete","1957",NA,NA,NA,NA,135558,5035,28615,NA,NA,NA,NA,NA,NA
"140","Albacete","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Albacete","1959",NA,NA,NA,NA,133106,5338,29840,NA,NA,NA,NA,NA,NA
"142","Albacete","1960",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"143","Albacete","1961",NA,NA,NA,NA,129850,6104,31193,2,NA,NA,NA,NA,NA
"144","Albacete","1962",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"145","Albacete","1963",NA,NA,NA,NA,126793,6968,32652,5,NA,NA,NA,NA,NA
"146","Albacete","1964",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"147","Albacete","1965",NA,NA,NA,NA,123894,7355,33120,5,NA,NA,NA,NA,NA
"148","Albacete","1966",NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"149","Albacete","1967",NA,NA,NA,NA,119599,7523,34456,10,NA,NA,NA,NA,NA
"150","Albacete","1968",NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"151","Albacete","1969","346820",NA,100704,22279.6460176991,118721,8007,35853,11,NA,NA,NA,NA,NA
"152","Albacete","1970",NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"153","Albacete","1971","340709",233510,127776,25302.1782178218,116511,8923,37561,11,NA,NA,NA,NA,NA
"154","Albacete","1972","340896",234128,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"155","Albacete","1973","341184",234658,173718,29294.7723440135,117182,9088,39793,13,NA,NA,NA,NA,NA
"156","Albacete","1974","341223",235675,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"157","Albacete","1975","341203",236649,248874,30993.0261519303,115739,9232,42384,16,NA,NA,NA,NA,NA
"158","Albacete","1976","341068",237545,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
"159","Albacete","1977","341188",238802,382092,34176.3864042934,115590,9488,43995,36,103700,34300,16900,13200,39200
"160","Albacete","1978","340836",239625,NA,NA,NA,NA,NA,27,107000,29200,23100,13700,41000
"161","Albacete","1979","340671",240552,NA,NA,114235,9109,45981,30,104700,29800,22000,15300,37600
"162","Albacete","1980","340210",241696,619842,32726.6103484688,NA,NA,NA,35,101400,28900,22200,12900,36800
"163","Albacete","1981","339618",243130,654384,30197.6926626673,109837,7763,46438,33,93600,25500,18700,9100,40000
"164","Albacete","1982","340300",245759,771252,31098.8709677419,NA,NA,NA,65,97400,25400,22800,7800,40000
"165","Albacete","1983","341423",248675,870714,30909.2651757188,108352,6234,47143,69,97700,29500,18300,8100,41100
"166","Albacete","1984","342008",251147,995520,31543.7262357414,NA,NA,NA,83,95500,28900,21900,6700,38000
"167","Albacete","1985","342579",253523,1178574,34141.7728852839,104210,5638,47951,171,93000,25900,19200,7700,40000
"168","Albacete","1986","342637",255598,1204608,31943.9936356404,NA,NA,NA,192,100400,26700,20300,7100,45400
"169","Albacete","1987","342762",257648,1360890,34030.7576894224,103044,5944,49953,219,96400,24600,22200,8400,41100
"170","Albacete","1988","342993",259508,1523694,36478.1900885803,NA,NA,NA,271,108400,23300,27000,7700,50500
"171","Albacete","1989","342863",261340,1723008,38762.8346456693,103012,8449,52527,279,101100,20100,23500,8500,49000
"172","Albacete","1990","342765",263152,1994736,42065.2889076339,NA,NA,NA,280,106200,19500,20700,10300,55600
"173","Albacete","1991","342820",265173,2164542,42760.6084551561,104918,9253,55680,249,110800,16800,28600,12100,53400
"174","Albacete","1992","344655",268640,2315676,43170.6935123042,NA,NA,NA,314,116100,15200,27100,12000,61800
"175","Albacete","1993","347060",272529,2436678,43395.8682101514,103318,8644,57175,405,107100,15800,24800,8900,57600
"176","Albacete","1994","349083",275958,2590284,43932.9036635007,NA,NA,NA,628,102100,15500,25100,9100,52300
"177","Albacete","1995","351295",279763,2906803,47242.044531123,NA,NA,NA,711,106200,13300,21900,12500,58500
"178","Albacete","1996","353525",283303,3111053,48671.0419274093,NA,NA,NA,532,100900,9100,19900,14200,57700
"179","Albacete","1997","355497",286418,3250927,49436.2378345499,NA,NA,NA,543,102600,9100,21400,14800,57300
"180","Albacete","1998","357538",289638,3567599,53208.0387770321,NA,NA,NA,623,115600,9900,20400,14300,71000
"181","Albacete","1999","359296",292561,3777088,55480.1410105758,NA,NA,NA,643,122700,12300,25700,11900,72700
"182","Albacete","2000","361210",295369,3959258,56528.5265562536,NA,NA,NA,680,134300,13400,30100,14700,76200
"183","Albacete","2001","363038",298057,4170923,57450.7300275482,NA,NA,NA,669,133500,13500,26400,14600,79100
"184","Albacete","2002","365541",301042,4452961,59827.5023512025,NA,NA,NA,724,132900,10500,25100,14600,82700
"185","Albacete","2003","370383",305827,4690203,60753.9248704663,NA,NA,NA,NA,138000,11300,22700,17900,86200
"186","Albacete","2004","374717",310109,NA,NA,NA,NA,NA,NA,144100,12700,27700,15500,88300
"187","Albacete","2005","379276",314705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Albacete","2006","383458",318949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Albacete","2007","389127",324350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Albacete","2008","394521",329652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Albacete","2009","397881",332822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Albacete","2010","399448",333938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Albacete","2011","400847",335217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Albacete","2012","401590",336125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Albacete","2013","399510",334605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Albacete","2014","396684",332581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Albacete","2015","394928",331598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Albacete","2016","392958",330432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Albacete","2017","391574",329911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Albacete","2018","390337",329230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Albacete","2019","389528",329189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Albacete","2020","389874",330314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Albacete","2021","388880",330193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Albacete","2022","387735",329953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Alicante","1955",NA,NA,NA,NA,284282,13207,71512,NA,NA,NA,NA,NA,NA
"206","Alicante","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Alicante","1957",NA,NA,NA,NA,287085,14801,74539,NA,NA,NA,NA,NA,NA
"208","Alicante","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Alicante","1959",NA,NA,NA,NA,291736,17704,79885,NA,NA,NA,NA,NA,NA
"210","Alicante","1960",NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"211","Alicante","1961",NA,NA,NA,NA,296377,21899,85382,16,NA,NA,NA,NA,NA
"212","Alicante","1962",NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"213","Alicante","1963",NA,NA,NA,NA,304126,26081,92223,30,NA,NA,NA,NA,NA
"214","Alicante","1964",NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
"215","Alicante","1965",NA,NA,NA,NA,307299,27790,95776,43,NA,NA,NA,NA,NA
"216","Alicante","1966",NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA
"217","Alicante","1967",NA,NA,NA,NA,317749,28414,104350,37,NA,NA,NA,NA,NA
"218","Alicante","1968",NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA
"219","Alicante","1969","891046",NA,391320,86575.2212389381,333750,30017,117266,50,NA,NA,NA,NA,NA
"220","Alicante","1970",NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA
"221","Alicante","1971","921985",645185,505206,100040.792079208,334818,30830,124426,49,NA,NA,NA,NA,NA
"222","Alicante","1972","943452",657764,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA
"223","Alicante","1973","965894",671654,740898,124940.640809444,349949,34543,134012,97,NA,NA,NA,NA,NA
"224","Alicante","1974","988791",687620,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA
"225","Alicante","1975","1011877",703544,1099740,136953.922789539,362965,34755,144912,81,NA,NA,NA,NA,NA
"226","Alicante","1976","1034240",719718,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA
"227","Alicante","1977","1057381",736436,1698972,151965.295169946,374511,35927,154180,156,384500,58000,145100,37700,143600
"228","Alicante","1978","1080158",754177,NA,NA,NA,NA,NA,157,382700,55100,136000,33600,157800
"229","Alicante","1979","1102417",772474,NA,NA,381804,35647,161210,259,405600,57400,140600,43500,164100
"230","Alicante","1980","1124117",792127,2890800,152629.355860612,NA,NA,NA,221,394100,47800,144700,39500,160900
"231","Alicante","1981","1145486",813321,3287796,151721.089063221,393952,35801,174520,236,373600,44100,131200,32200,165500
"232","Alicante","1982","1163933",830811,3668586,147926.85483871,NA,NA,NA,337,372800,42300,130400,30500,168300
"233","Alicante","1983","1180079",848838,4268010,151509.052183174,399650,34653,186451,447,361800,43500,121300,30900,164600
"234","Alicante","1984","1195141",866008,4802742,152178.136882129,NA,NA,NA,603,369800,54200,116800,27300,170100
"235","Alicante","1985","1210244",883884,5332026,154461.935110081,400467,31825,193792,778,362500,45700,109200,32000,175000
"236","Alicante","1986","1224504",901528,5759196,152723.309466985,NA,NA,NA,798,360500,41100,105600,25400,186800
"237","Alicante","1987","1238514",919688,6510336,162799.099774944,410624,31118,209505,1030,378300,39800,113500,36100,188300
"238","Alicante","1988","1252371",937773,7181052,171918.889154896,NA,NA,NA,1289,401500,33800,128300,31800,207600
"239","Alicante","1989","1265689",955842,7973412,179379.347581552,419443,37106,221836,1409,415400,41900,118800,36200,218500
"240","Alicante","1990","1278384",974300,9056544,190985.744411641,NA,NA,NA,1362,424500,33400,128300,35800,226900
"241","Alicante","1991","1290865",993212,9948678,196536.507309364,425716,38925,232904,1199,434000,29900,124300,41100,238700
"242","Alicante","1992","1306647",1015531,10653786,198616.44295302,NA,NA,NA,1447,419800,24500,124400,40400,230400
"243","Alicante","1993","1323214",1039362,11067738,197110.204808549,411462,32595,233975,1747,402200,30100,111700,29800,230600
"244","Alicante","1994","1338876",1062382,11676456,198040.298507463,NA,NA,NA,2681,383300,26100,111100,29000,217200
"245","Alicante","1995","1354317",1085459,13036129,211866.22785633,NA,NA,NA,2911,415400,21200,133300,33900,227000
"246","Alicante","1996","1369564",1107670,13868390,216964.799749687,NA,NA,NA,2640,442100,23600,115200,41400,261900
"247","Alicante","1997","1384693",1129297,14729527,223989.157542579,NA,NA,NA,2863,449400,22200,113100,42600,271500
"248","Alicante","1998","1399556",1149687,15764717,235118.821774795,NA,NA,NA,3240,490300,25400,133600,43900,287500
"249","Alicante","1999","1414892",1169213,16538722,242930.699177438,NA,NA,NA,3377,544600,25600,139100,56300,323600
"250","Alicante","2000","1430451",1186958,18090482,258287.86407767,NA,NA,NA,3539,545100,28500,135700,61700,319200
"251","Alicante","2001","1447225",1204567,19805006,272796.225895317,NA,NA,NA,3575,582000,26700,144700,66200,344500
"252","Alicante","2002","1478299",1233762,21228000,285207.577589682,NA,NA,NA,4612,606900,20100,151900,77400,357600
"253","Alicante","2003","1542318",1290134,22780982,295090.440414508,NA,NA,NA,NA,601300,21800,141000,90600,347800
"254","Alicante","2004","1602174",1341951,NA,NA,NA,NA,NA,NA,652800,25400,130200,103600,393500
"255","Alicante","2005","1661660",1394725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Alicante","2006","1713934",1440535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Alicante","2007","1766320",1485477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Alicante","2008","1817519",1529214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Alicante","2009","1836134",1543875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Alicante","2010","1840085",1547244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Alicante","2011","1844439",1550812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Alicante","2012","1853209",1558446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Alicante","2013","1854244",1559982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Alicante","2014","1850624",1557349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Alicante","2015","1842174",1549465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Alicante","2016","1842446",1549949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
