"","region","year","Pobl_total","Pobl_16","PIB_nominal","PIB_real","Empleo_agreg","Empleo_constr","Empleo_ser","Creacion","total","agricultura","industria","construcción","servicios"
"3028","Toledo","1990","488861",380909,3339858,70431.4213412062,NA,NA,NA,517,163800,27300,47600,21900,67000
"3029","Toledo","1991","489611",383611,3669984,72500.6716712762,159031,21149,76282,506,166900,22300,50700,24600,69300
"3030","Toledo","1992","493893",389589,3983814,74269.4630872483,NA,NA,NA,604,163400,23000,47500,26800,66100
"3031","Toledo","1993","498880",396110,3908442,69607.1593944791,155946,21166,77174,653,156200,19700,47500,24600,64400
"3032","Toledo","1994","503752",402224,4085712,69296.3364993216,NA,NA,NA,889,153400,18300,43900,17200,74100
"3033","Toledo","1995","508604",408759,4690840,76236.6325369738,NA,NA,NA,930,147500,15600,38300,23700,70000
"3034","Toledo","1996","513240",414658,5071559,79342.2872340426,NA,NA,NA,828,157200,16600,35100,25500,80000
"3035","Toledo","1997","517674",420740,5311955,80777.9045012165,NA,NA,NA,752,165100,21200,37000,24900,81900
"3036","Toledo","1998","522456",426638,5729324,85448.5309470544,NA,NA,NA,893,175500,21800,40600,26500,86500
"3037","Toledo","1999","527086",432322,5984322,87901.3219741481,NA,NA,NA,953,181300,18600,45800,27000,89900
"3038","Toledo","2000","531857",437259,6373280,90994.8600799543,NA,NA,NA,934,189900,16800,50900,29300,92900
"3039","Toledo","2001","536946",442826,6858179,94465.2754820937,NA,NA,NA,915,196600,17400,48800,33800,96600
"3040","Toledo","2002","543387",448825,7139712,95925.1914550584,NA,NA,NA,1131,199900,15400,48800,33300,102400
"3041","Toledo","2003","558376",462026,7679896,99480.518134715,NA,NA,NA,NA,208300,14200,52600,31100,110300
"3042","Toledo","2004","574502",475676,NA,NA,NA,NA,NA,NA,208000,14400,51400,34700,107500
"3043","Toledo","2005","592396",490883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3044","Toledo","2006","611787",507104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3045","Toledo","2007","636696",527608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3046","Toledo","2008","665283",550670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3047","Toledo","2009","682734",564298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3048","Toledo","2010","692424",571509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3049","Toledo","2011","701011",577772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3050","Toledo","2012","705583",580709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3051","Toledo","2013","703236",578182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3052","Toledo","2014","696560",572839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3053","Toledo","2015","692544",570065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3054","Toledo","2016","689253",567769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3055","Toledo","2017","687879",567258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3056","Toledo","2018","687084",566912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3057","Toledo","2019","691725",571362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3058","Toledo","2020","699258",578480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3059","Toledo","2021","703739",583528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3060","Toledo","2022","707078",587990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3061","Valencia","1955",NA,NA,NA,NA,630807,27057,197976,NA,NA,NA,NA,NA,NA
"3062","Valencia","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3063","Valencia","1957",NA,NA,NA,NA,638590,25833,206222,NA,NA,NA,NA,NA,NA
"3064","Valencia","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3065","Valencia","1959",NA,NA,NA,NA,644634,26381,224585,NA,NA,NA,NA,NA,NA
"3066","Valencia","1960",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
"3067","Valencia","1961",NA,NA,NA,NA,644264,28485,235376,34,NA,NA,NA,NA,NA
"3068","Valencia","1962",NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA
"3069","Valencia","1963",NA,NA,NA,NA,652733,31453,249808,60,NA,NA,NA,NA,NA
"3070","Valencia","1964",NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
"3071","Valencia","1965",NA,NA,NA,NA,660800,37547,256805,84,NA,NA,NA,NA,NA
"3072","Valencia","1966",NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA
"3073","Valencia","1967",NA,NA,NA,NA,671392,43282,265323,60,NA,NA,NA,NA,NA
"3074","Valencia","1968",NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA
"3075","Valencia","1969","1720996",NA,800340,177066.371681416,679795,48652,275854,88,NA,NA,NA,NA,NA
"3076","Valencia","1970",NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA
"3077","Valencia","1971","1769506",1266863,1034658,204882.772277228,694556,56065,291037,102,NA,NA,NA,NA,NA
"3078","Valencia","1972","1796841",1284469,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA
"3079","Valencia","1973","1825883",1303324,1490922,251420.23608769,702077,63451,306566,207,NA,NA,NA,NA,NA
"3080","Valencia","1974","1854274",1323244,NA,NA,NA,NA,NA,166,NA,NA,NA,NA,NA
"3081","Valencia","1975","1884892",1344399,2169108,270125.529265255,708608,70577,312433,183,NA,NA,NA,NA,NA
"3082","Valencia","1976","1915825",1367181,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA
"3083","Valencia","1977","1947566",1390537,3334710,298274.597495528,713859,68314,325886,307,690300,100300,242700,58300,288200
"3084","Valencia","1978","1979307",1414066,NA,NA,NA,NA,NA,242,706000,99600,225900,70200,310300
"3085","Valencia","1979","2009219",1437458,NA,NA,703331,53700,341262,383,692800,98100,231600,58800,304400
"3086","Valencia","1980","2036903",1463239,4958226,261785.955649419,NA,NA,NA,395,675800,85800,238700,47100,304000
"3087","Valencia","1981","2062001",1491092,5804244,267846.977388094,687651,42636,348303,409,638000,72900,227800,40600,296600
"3088","Valencia","1982","2076769",1510605,6518346,262836.532258064,NA,NA,NA,540,617500,68800,196800,38900,312800
"3089","Valencia","1983","2087290",1529400,7499190,266211.927582535,688373,41430,362612,581,615100,72300,180500,37500,324300
"3090","Valencia","1984","2094851",1547361,8737620,276857.414448669,NA,NA,NA,749,607000,79300,181000,43600,301700
"3091","Valencia","1985","2102348",1565014,9637566,279187.891077636,694779,42386,374846,1057,582300,74800,171300,28900,306200
"3092","Valencia","1986","2107449",1581882,10746768,284984.566428003,NA,NA,NA,1053,608100,71300,186600,35300,313900
"3093","Valencia","1987","2111665",1599602,12014394,300434.958739685,716634,43235,395276,1232,618900,74600,177300,44100,322600
"3094","Valencia","1988","2114579",1617706,13317984,318840.890591333,NA,NA,NA,1666,665000,69300,197000,40200,358500
"3095","Valencia","1989","2116373",1635083,14983458,337085.669291339,754840,59070,417078,1878,680800,67200,187300,55000,371200
"3096","Valencia","1990","2117278",1651831,16617738,350437.326022775,NA,NA,NA,1708,709800,67100,213500,58400,370800
"3097","Valencia","1991","2118350",1669896,18242262,360376.570525484,772757,68424,437138,1780,712000,57200,198900,67900,387900
"3098","Valencia","1992","2126541",1692832,19582398,365070.805369128,NA,NA,NA,2029,725400,49000,202000,65900,408500
"3099","Valencia","1993","2136846",1716999,19959264,355463.294746216,740137,56126,436460,2524,689300,42100,185100,58400,403700
"3100","Valencia","1994","2146760",1741067,21016566,356454.647218453,NA,NA,NA,3833,670000,55000,184300,44600,386100
"3101","Valencia","1995","2155111",1764266,22732829,369459.271899886,NA,NA,NA,4026,678500,54000,175200,63300,385900
"3102","Valencia","1996","2163814",1786141,24023525,375837.374843554,NA,NA,NA,3410,698300,51800,169300,64100,413200
"3103","Valencia","1997","2171646",1805544,26006832,395481.02189781,NA,NA,NA,3311,722500,45600,162700,68100,446100
"3104","Valencia","1998","2179750",1823198,27901722,416133.064876958,NA,NA,NA,4024,751900,34500,190200,76900,450200
"3105","Valencia","1999","2187984",1839512,30306530,445160.546415981,NA,NA,NA,4120,791900,40800,188400,79800,482900
"3106","Valencia","2000","2196341",1852428,32817391,468552.127355797,NA,NA,NA,4283,851200,35500,190900,93700,531200
"3107","Valencia","2001","2207000",1866302,35025990,482451.652892562,NA,NA,NA,3911,919300,28900,203500,111700,575100
"3108","Valencia","2002","2226431",1886041,37617858,505412.575574365,NA,NA,NA,5331,928200,35400,195000,118700,579100
"3109","Valencia","2003","2275650",1927227,39696910,514208.678756477,NA,NA,NA,NA,954600,31600,204600,108900,609500
"3110","Valencia","2004","2321592",1964262,NA,NA,NA,NA,NA,NA,958900,22900,206500,104000,625500
"3111","Valencia","2005","2371882",2005825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3112","Valencia","2006","2418730",2043425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3113","Valencia","2007","2467761",2081489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3114","Valencia","2008","2522559",2124557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3115","Valencia","2009","2550405",2143582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3116","Valencia","2010","2553693",2143182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3117","Valencia","2011","2559199",2144361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3118","Valencia","2012","2562514",2144499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3119","Valencia","2013","2547044",2129151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3120","Valencia","2014","2527590",2112038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3121","Valencia","2015","2523040",2108215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3122","Valencia","2016","2518679",2105210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3123","Valencia","2017","2522342",2110924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3124","Valencia","2018","2531188",2121414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3125","Valencia","2019","2540588",2132787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3126","Valencia","2020","2568846",2162837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3127","Valencia","2021","2574888",2175491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3128","Valencia","2022","2589308",2195554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3129","Valladolid","1955",NA,NA,NA,NA,136808,9498,45113,NA,NA,NA,NA,NA,NA
"3130","Valladolid","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3131","Valladolid","1957",NA,NA,NA,NA,136745,9892,46977,NA,NA,NA,NA,NA,NA
"3132","Valladolid","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3133","Valladolid","1959",NA,NA,NA,NA,136084,9821,48950,NA,NA,NA,NA,NA,NA
"3134","Valladolid","1960",NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"3135","Valladolid","1961",NA,NA,NA,NA,136448,10492,50673,4,NA,NA,NA,NA,NA
"3136","Valladolid","1962",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"3137","Valladolid","1963",NA,NA,NA,NA,140560,11914,53453,7,NA,NA,NA,NA,NA
"3138","Valladolid","1964",NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"3139","Valladolid","1965",NA,NA,NA,NA,144968,13901,55511,10,NA,NA,NA,NA,NA
"3140","Valladolid","1966",NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA
"3141","Valladolid","1967",NA,NA,NA,NA,148793,16061,57435,17,NA,NA,NA,NA,NA
"3142","Valladolid","1968",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
"3143","Valladolid","1969","407174",NA,192504,42589.3805309735,153354,18046,59242,11,NA,NA,NA,NA,NA
"3144","Valladolid","1970",NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
"3145","Valladolid","1971","413024",286863,246288,48769.900990099,150820,15997,61533,9,NA,NA,NA,NA,NA
"3146","Valladolid","1972","419179",291998,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
"3147","Valladolid","1973","425961",297436,360210,60743.676222597,155725,14367,64251,25,NA,NA,NA,NA,NA
"3148","Valladolid","1974","432742",302718,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA
"3149","Valladolid","1975","439882",307957,530298,66039.601494396,155563,14760,66170,17,NA,NA,NA,NA,NA
"3150","Valladolid","1976","446669",313424,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA
"3151","Valladolid","1977","454056",319306,802620,71790.6976744186,157464,15626,68897,38,144700,14200,46500,17200,66800
"3152","Valladolid","1978","460991",324912,NA,NA,NA,NA,NA,39,143000,12000,48500,16800,65600
"3153","Valladolid","1979","468054",330571,NA,NA,156749,14101,72118,58,145900,14000,50100,14200,67700
"3154","Valladolid","1980","474600",336802,1170024,61775.2903907075,NA,NA,NA,54,144000,13000,46600,15800,68400
"3155","Valladolid","1981","480928",343621,1270356,58622.7964928473,153195,13491,73114,73,146500,15600,45400,14100,70800
"3156","Valladolid","1982","484691",349368,1563036,63025.6451612903,NA,NA,NA,111,143700,15700,42600,15100,70100
"3157","Valladolid","1983","487630",354854,1730730,61438.7646432375,149987,12487,75540,90,137600,15600,38600,13300,70000
"3158","Valladolid","1984","489739",360349,1922628,60919.7718631179,NA,NA,NA,118,134100,15300,36800,10600,71500
"3159","Valladolid","1985","491665",365239,2183190,63244.2062572422,153052,12638,79237,191,120900,17600,33800,7200,62300
"3160","Valladolid","1986","493000",370055,2554452,67739.3794749403,NA,NA,NA,192,128200,14500,37800,9200,66600
"3161","Valladolid","1987","493973",375169,2829762,70761.7404351088,159192,12144,83585,216,130000,17500,41100,10500,60800
"3162","Valladolid","1988","494589",379816,3189732,76364.1848216423,NA,NA,NA,286,151100,19100,38900,14800,78300
"3163","Valladolid","1989","494784",384488,3410958,76736.96287964,167361,14699,89003,332,147300,15400,37900,14900,79100
"3164","Valladolid","1990","494805",389192,3692958,77877.6465626318,NA,NA,NA,338,157300,13600,46400,16800,80500
"3165","Valladolid","1991","494418",393906,4145862,81901.6594231529,171239,17811,92515,345,163200,16800,37700,18300,90500
"3166","Valladolid","1992","494866",398915,4527378,84403.0201342282,NA,NA,NA,393,161700,13600,39200,21900,87000
"3167","Valladolid","1993","495570",404370,4696086,83634.6571682992,162431,17308,94953,432,157500,10700,32100,18100,96700
"3168","Valladolid","1994","496134",409194,4851072,82277.3405698779,NA,NA,NA,591,157000,13400,32100,20300,91300
"3169","Valladolid","1995","496617",414057,5886341,95666.1953518609,NA,NA,NA,656,152700,13100,33300,17800,88500
"3170","Valladolid","1996","496808",418080,6185761,96773.4824780976,NA,NA,NA,643,163400,11200,36500,16800,98900
"3171","Valladolid","1997","497004",421692,6394290,97236.7700729927,NA,NA,NA,571,160400,9800,36500,15400,98600
"3172","Valladolid","1998","497307",424730,6642168,99062.9082774049,NA,NA,NA,748,165400,8800,40000,15600,101000
"3173","Valladolid","1999","497221",427176,7178050,105435.517038778,NA,NA,NA,784,186400,10800,45000,16400,114200
"3174","Valladolid","2000","497332",429118,7662261,109398.358081097,NA,NA,NA,754,196100,8000,46300,23300,118500
"3175","Valladolid","2001","497628",430959,8276531,114001.804407714,NA,NA,NA,775,196500,8700,47100,24300,116300
"3176","Valladolid","2002","499631",433859,9056870,121683.057906758,NA,NA,NA,876,198100,7300,37800,23900,129100
"3177","Valladolid","2003","503347",437382,9487466,122894.637305699,NA,NA,NA,NA,215100,7500,46800,20900,139800
"3178","Valladolid","2004","506393",439990,NA,NA,NA,NA,NA,NA,205400,5800,46100,22100,131500
"3179","Valladolid","2005","510004",443054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3180","Valladolid","2006","513751",445909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3181","Valladolid","2007","518851",449581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3182","Valladolid","2008","525651",454919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3183","Valladolid","2009","528788",456692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3184","Valladolid","2010","530503",457395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3185","Valladolid","2011","531881",457848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3186","Valladolid","2012","532644",457962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3187","Valladolid","2013","531141",456124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3188","Valladolid","2014","528675",453821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3189","Valladolid","2015","527395",452304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3190","Valladolid","2016","524820",449725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3191","Valladolid","2017","523207",448537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3192","Valladolid","2018","520835",446695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3193","Valladolid","2019","520385",446882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3194","Valladolid","2020","520737",448053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3195","Valladolid","2021","519091",447601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3196","Valladolid","2022","517758",447621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3197","Vizcaya","1955",NA,NA,NA,NA,308140,28390,112347,NA,NA,NA,NA,NA,NA
"3198","Vizcaya","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3199","Vizcaya","1957",NA,NA,NA,NA,324792,28383,118042,NA,NA,NA,NA,NA,NA
"3200","Vizcaya","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3201","Vizcaya","1959",NA,NA,NA,NA,338869,30679,122978,NA,NA,NA,NA,NA,NA
"3202","Vizcaya","1960",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
"3203","Vizcaya","1961",NA,NA,NA,NA,353924,33241,130593,18,NA,NA,NA,NA,NA
"3204","Vizcaya","1962",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
"3205","Vizcaya","1963",NA,NA,NA,NA,368310,34995,137564,38,NA,NA,NA,NA,NA
"3206","Vizcaya","1964",NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA
"3207","Vizcaya","1965",NA,NA,NA,NA,376761,35699,144649,50,NA,NA,NA,NA,NA
"3208","Vizcaya","1966",NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA
"3209","Vizcaya","1967",NA,NA,NA,NA,386069,36420,153154,45,NA,NA,NA,NA,NA
"3210","Vizcaya","1968",NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA
"3211","Vizcaya","1969","994888",NA,628248,138992.920353982,395717,37296,162669,45,NA,NA,NA,NA,NA
"3212","Vizcaya","1970",NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA
"3213","Vizcaya","1971","1041457",724726,773112,153091.485148515,388101,36935,166466,63,NA,NA,NA,NA,NA
"3214","Vizcaya","1972","1058540",736137,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA
"3215","Vizcaya","1973","1076264",748760,1089192,183674.873524452,399711,38921,173993,87,NA,NA,NA,NA,NA
"3216","Vizcaya","1974","1092997",762653,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
"3217","Vizcaya","1975","1109456",776710,1602942,199619.178082192,400538,39482,177595,89,NA,NA,NA,NA,NA
"3218","Vizcaya","1976","1125244",791067,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA
"3219","Vizcaya","1977","1141642",805840,2252436,201470.125223614,391021,36499,178552,121,408200,25600,177200,36000,169000
"3220","Vizcaya","1978","1156388",820397,NA,NA,NA,NA,NA,124,403800,19900,185100,32200,166600
"3221","Vizcaya","1979","1169117",835890,NA,NA,375346,32136,178911,224,395700,19400,165000,29500,181800
"3222","Vizcaya","1980","1179666",852003,3532098,186488.806758184,NA,NA,NA,227,386100,18800,156100,26300,184900
"3223","Vizcaya","1981","1188045",868803,4013298,185200.646054453,359801,24800,178328,232,362300,18100,153900,24000,166100
"3224","Vizcaya","1982","1190523",879021,4661676,187970.806451613,NA,NA,NA,266,351100,18700,143000,22400,166100
"3225","Vizcaya","1983","1190585",887794,5175798,183734.39829606,353071,29081,181190,283,351100,17400,140400,23000,170200
"3226","Vizcaya","1984","1189417",895937,5748042,182130.608365019,NA,NA,NA,366,348200,14600,128700,24000,180100
"3227","Vizcaya","1985","1187228",903218,6266526,181533.198146002,354707,27083,188030,591,345200,16800,111800,30200,186400
"3228","Vizcaya","1986","1183944",910108,7153596,189700.238663484,NA,NA,NA,837,340500,15700,105500,22900,195800
"3229","Vizcaya","1987","1180058",917058,7425180,185675.918979745,360036,26084,198657,725,336800,12300,110000,23900,190400
"3230","Vizcaya","1988","1175385",924307,7985664,191181.805123294,NA,NA,NA,896,362100,12600,120500,19800,209200
"3231","Vizcaya","1989","1170136",931546,9107460,204892.238470191,367152,29990,205596,995,369600,13200,111900,32000,212500
"3232","Vizcaya","1990","1163965",937665,10040070,211726.486714466,NA,NA,NA,971,374700,15300,111700,27700,220000
"3233","Vizcaya","1991","1156662",943019,11032386,217945.199525879,374713,32178,211736,898,387400,13700,118000,30200,225500
"3234","Vizcaya","1992","1153329",951074,11698248,218088.143176734,NA,NA,NA,821,389400,9100,120800,35800,223700
"3235","Vizcaya","1993","1150916",959448,12011610,213920.035618878,358283,31070,209249,893,377100,13600,101700,36200,225600
"3236","Vizcaya","1994","1147961",966550,12591702,213563.466757123,NA,NA,NA,1064,364400,13700,94200,25100,231500
"3237","Vizcaya","1995","1144857",972980,14382889,233754.087437023,NA,NA,NA,1100,353900,12200,95400,29800,216700
"3238","Vizcaya","1996","1141092",977411,14910173,233263.031914894,NA,NA,NA,1948,361500,6100,84000,33000,238400
"3239","Vizcaya","1997","1137442",980504,15967649,242817.046836983,NA,NA,NA,1463,378900,7700,95000,34500,241600
"3240","Vizcaya","1998","1134220",983066,17279745,257714.317673378,NA,NA,NA,1665,378800,5800,95100,34000,243900
"3241","Vizcaya","1999","1130621",984295,18902788,277655.522914219,NA,NA,NA,1872,405700,5500,98900,40600,260700
"3242","Vizcaya","2000","1127444",984734,20569973,293688.934894346,NA,NA,NA,2019,432200,4000,105200,42400,280600
"3243","Vizcaya","2001","1124445",984316,21710963,299049.077134986,NA,NA,NA,1823,439700,3900,109500,40100,286300
"3244","Vizcaya","2002","1122667",983879,23062551,309855.582426441,NA,NA,NA,2512,445900,4700,113200,42200,285900
"3245","Vizcaya","2003","1125115",986219,24689527,319812.525906736,NA,NA,NA,NA,448900,4200,111300,50900,282500
"3246","Vizcaya","2004","1128049",988060,NA,NA,NA,NA,NA,NA,453500,5200,103800,43100,301500
"3247","Vizcaya","2005","1132163",990512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3248","Vizcaya","2006","1136766",992677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3249","Vizcaya","2007","1142686",995700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3250","Vizcaya","2008","1149084",998962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3251","Vizcaya","2009","1154628",1001456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3252","Vizcaya","2010","1155818",999807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3253","Vizcaya","2011","1156030",997027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3254","Vizcaya","2012","1155709",993551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3255","Vizcaya","2013","1148871",985462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3256","Vizcaya","2014","1140285",976569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3257","Vizcaya","2015","1137120",972258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3258","Vizcaya","2016","1134370",969325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3259","Vizcaya","2017","1134491",969130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3260","Vizcaya","2018","1134848",969856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3261","Vizcaya","2019","1137190",973259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3262","Vizcaya","2020","1142713",980007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3263","Vizcaya","2021","1139871",980087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3264","Vizcaya","2022","1133833",977596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3265","Zamora","1955",NA,NA,NA,NA,123574,7201,23430,NA,NA,NA,NA,NA,NA
"3266","Zamora","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3267","Zamora","1957",NA,NA,NA,NA,121571,6471,24950,NA,NA,NA,NA,NA,NA
"3268","Zamora","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3269","Zamora","1959",NA,NA,NA,NA,120183,6529,25837,NA,NA,NA,NA,NA,NA
"3270","Zamora","1960",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"3271","Zamora","1961",NA,NA,NA,NA,118103,6896,26575,1,NA,NA,NA,NA,NA
"3272","Zamora","1962",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"3273","Zamora","1963",NA,NA,NA,NA,115411,7045,27383,2,NA,NA,NA,NA,NA
"3274","Zamora","1964",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"3275","Zamora","1965",NA,NA,NA,NA,112484,7076,27808,3,NA,NA,NA,NA,NA
"3276","Zamora","1966",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"3277","Zamora","1967",NA,NA,NA,NA,110308,6294,28282,4,NA,NA,NA,NA,NA
"3278","Zamora","1968",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"3279","Zamora","1969","266431",NA,80304,17766.3716814159,109197,5626,28521,3,NA,NA,NA,NA,NA
"3280","Zamora","1970",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"3281","Zamora","1971","258528",192472,95478,18906.5346534653,108491,5638,28828,2,NA,NA,NA,NA,NA
"3282","Zamora","1972","255891",192120,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"3283","Zamora","1973","253305",191771,127662,21528.1618887015,104013,5534,29821,11,NA,NA,NA,NA,NA
"3284","Zamora","1974","250418",190848,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
