;Nombre;Código NIF;Localidad;País;Código consolidación;Ultimo año disponible;"Ingresos de explotación
mil EUR
Últ. año disp."
419.;HIBERLUX IBERIA SL  (EXTINGUIDA);B28148773;TORREJON DE ARDOZ;ESPANA;U1;31/12/2013;1.463
420.;EUROTECNICA SA;A28160612;DONOSTIA/SAN SEBASTIAN;ESPANA;U1;31/12/2021;1.451
421.;FREMAN, SL;B08193534;BARCELONA;ESPANA;U1;31/12/2021;1.440
422.;AUTOBUSES CINCO VILLAS SA;A50013184;EJEA DE LOS CABALLEROS;ESPANA;U1;31/12/2021;1.439
423.;INCAPOL SA;A28168078;TELDE;ESPANA;U1;31/12/2020;1.430
424.;NOCTURNO SL  (EXTINGUIDA);B28161370;NAVALCARNERO;ESPANA;U1;31/12/2012;1.429
425.;AISLANTES Y CONDUCTORES ELECTRICOS SA;A28140424;ALCOBENDAS;ESPANA;U1;31/12/2000;1.414
426.;GREGORIO CLAR SA (EN LIQUIDACION);A07014855;LLUCMAJOR;ESPANA;U1;31/12/2004;1.405
427.;GROZ-BECKERT IBERICA SA.;A08187981;BARCELONA;ESPANA;U1;31/12/2021;1.389
428.;OBEMCO SA  (EXTINGUIDA);A50012798;ZARAGOZA;ESPANA;U1;31/12/2013;1.367
429.;MANUEL POLO E HIJOS SL (EXTINGUIDA);B50013473;CALATAYUD;ESPANA;U1;31/12/2003;1.347
430.;S.C. AGRICOLA TAMAIMO;F38004461;SANTIAGO DEL TEIDE;ESPANA;U1;30/06/2010;1.342
431.;BOIXADOS BOIXADOS, SL (EXTINGUIDA);B08222234;TERRASSA;ESPANA;U1;31/12/2010;1.341
432.;PROMOCIONES TURISTICAS Y HOTELERAS SA;A08238479;BARCELONA;ESPANA;U1;31/12/2021;1.334
433.;NEGOCIOS REUNIDOS COMERCIALES, SA;A24004574;MADRID;ESPANA;U1;31/12/2021;1.328
434.;MARMOLES DEL BAZTAN SA;A31012636;BAZTAN;ESPANA;U1;31/12/2015;1.326
435.;ASOFRIGO S.C.L.;F48042725;SONDIKA;ESPANA;U1;31/12/2020;1.307
436.;VICENTE LOPEZ ASENSI Y COMPAÑIA, SOCIEDAD LIMITADA;B33008541;OVIEDO;ESPANA;U1;31/12/2021;1.301
437.;POLIGONO DE CAMPODON SA;A28413979;MADRID;ESPANA;U1;31/12/2020;1.290
438.;CONTRATISTAS MALLORQUINES ASOCIADOS SA (EN LIQUIDACION);A07017866;PALMA;ESPANA;U1;31/12/2020;1.289
439.;INDUSTRIAS JM SA;A28153716;VALDETORRES DE JARAMA;ESPANA;U1;31/12/2012;1.289
440.;BUENAVENTURA PEREZ SA (EXTINGUIDA);A28163137;ALBACETE;ESPANA;U1;31/12/2010;1.282
441.;ZAPATA SA;A28150589;MADRID;ESPANA;U2;31/12/2021;1.281
442.;INDUSTRIAS DEL PLASTICO LIQUIDO SA;A28138972;TORREJON DE ARDOZ;ESPANA;U1;31/12/2021;1.281
443.;CRISTALERA IBERICA SL;B45002623;MADRID;ESPANA;U1;31/12/2020;1.268
444.;JOSE MORERA SL;B46030268;VALENCIA;ESPANA;U1;31/12/2019;1.266
445.;INMOBILIARIA LA CAMPANA, SOCIEDAD ANONIMA (EXTINGUIDA);A08196214;BARCELONA;ESPANA;U1;31/12/2018;1.260
446.;TALLERES CARRAL SL  (EXTINGUIDA);B15012982;A CORUÑA;ESPANA;U1;31/12/2011;1.255
447.;CODESA SA (EXTINGUIDA);A28155323;MADRID;ESPANA;U1;31/12/2015;1.254
448.;AUTO CENTRO TOUR SA (EXTINGUIDA);A28153468;MADRID;ESPANA;U1;31/12/2006;1.249
449.;COMASA SL;B29009073;TORREMOLINOS;ESPANA;U1;31/12/2021;1.248
450.;HIERROS MORENO ALCAZAR SA (EN LIQUIDACION);A28143329;FUENLABRADA;ESPANA;U1;31/12/2015;1.248
451.;AUTO REPUESTOS FIERRO SL;B38003117;SANTA CRUZ DE LA PALMA;ESPANA;U1;31/12/2021;1.237
452.;AGUIRREZABAL HERMANOS SA;A48040943;MUNGIA;ESPANA;U1;31/12/2021;1.237
453.;TAVE SL;B08188138;BARCELONA;ESPANA;U1;31/12/2021;1.230
454.;GUARQUE SL (EXTINGUIDA);B12007407;VILA-REAL;ESPANA;U1;31/12/2010;1.213
455.;GARINA SL;B14012801;SEVILLA;ESPANA;U1;30/11/2020;1.212
456.;INMOBILIARIA BASEIBAR SOCIEDAD LIMITADA;B48044960;MADRID;ESPANA;U1;31/12/2019;1.211
457.;GRUPO MUNTADAS SOCIEDAD ANONIMA CORREDURIA DE SEGUROS (EXTINGUIDA);A08193138;BARCELONA;ESPANA;U1;31/12/2018;1.206
458.;ORTOPEDIA CANARIA SL;B38003042;SANTA CRUZ DE TENERIFE;ESPANA;U1;31/12/2021;1.199
459.;LAS PUEBLAS SA;A28154060;MADRID;ESPANA;U1;31/12/2018;1.174
460.;VIAJES ALTAMIRA SL;B39008487;SANTANDER;ESPANA;U1;31/12/2020;1.172
461.;ABSLINE MULTIMEDIA SL  (EXTINGUIDA);B28137081;ALCOBENDAS;ESPANA;U1;31/12/2009;1.168
462.;VILLA RES SL;B28164143;MADRID;ESPANA;U1;30/04/2021;1.165
463.;OERLIKON LEVANTE SA (EXTINGUIDA);A46030540;EL BURGO DE EBRO;ESPANA;U1;31/12/2004;1.113
464.;MARMOLES SINGLA SL;B03016409;MONFORTE DEL CID;ESPANA;U1;31/12/2021;1.111
465.;LA ESMERADA SA;A28162931;MADRID;ESPANA;U1;31/12/2021;1.105
466.;OBLEAS FARMACEUTICAS E INDUSTRIALES SL;B03017787;XIXONA;ESPANA;U1;31/12/2021;1.090
467.;CARROSSERIES AUTO EMPORDA SL;B17011727;VILAMALLA;ESPANA;U1;31/12/2021;1.082
468.;ALESAN S.A.;A31016678;PAMPLONA/IRUÑA;ESPANA;U1;31/12/2021;1.073
469.;AGROZAHARA SA;A28144632;MADRID;ESPANA;U1;31/12/2020;1.069
470.;LUGANO INVEST SL.;B08196115;BARCELONA;ESPANA;U1;31/12/2021;1.064
471.;OFICINA DE REPRESENTACIONES Y PROYECTOS INDUSTRIALES SL;B50013630;ZARAGOZA;ESPANA;U1;31/12/2021;1.054
472.;MAQUINAS Y EQUIPOS DE OFICINA SL;B38003166;SANTA CRUZ DE TENERIFE;ESPANA;U1;31/12/2021;1.046
473.;MANUFACTURAS VETTEL SL;B31013279;PAMPLONA/IRUÑA;ESPANA;U1;31/12/2021;1.043
474.;JORGE JUAN SL;B15011984;ARTEIXO;ESPANA;U1;31/12/2021;1.032
475.;ASOC DE PADRES Y PROTECTORES DE MINUSVALIDOS SIQUICOS;G30019285;MURCIA;ESPANA;U1;31/12/2002;1.032
476.;ANGOPE SL;B08184855;CERDANYOLA DEL VALLES;ESPANA;U1;31/12/2021;1.031
477.;EL PENON SA (EXTINGUIDA);A28170256;MADRID;ESPANA;U1;31/12/2000;1.030
478.;EUROPALMA SA;A07013782;CALVIA;ESPANA;U1;31/12/2021;1.020
479.;OLSAEN SA;A07015902;SANT LLORENÇ DES CARDASSAR;ESPANA;U1;31/12/2021;1.018
480.;VIAJES TER COMPAÑIA GERUNDENSE DE VIAJES SA;A17010380;GIRONA;ESPANA;U1;31/12/2021;999
481.;FUNDICIONES MAGRIÑA SL (EN LIQUIDACION);B08202491;SABADELL;ESPANA;U1;31/12/2019;992
482.;HEREDEROS DE EMILIO GAMERO SL;B14010656;FUENTE PALMERA;ESPANA;U1;31/12/2020;990
483.;MAGATENA SA;A28153849;DAIMIEL;ESPANA;U1;31/12/2020;980
484.;STOCKPLUS SL (EXTINGUIDA);B28156958;VALENCIA;ESPANA;U1;31/12/2014;975
485.;BODEGA COOP COMARCAL VINICOLA DEL BIERZO;F24006983;CABAÑAS RARAS;ESPANA;U1;31/08/2001;968
486.;CADENAS DE MOTELES SA  (EXTINGUIDA);A28152395;MADRID;ESPANA;U1;31/12/2013;954
487.;CORPORACION FINANCIERA URBION, SA (EN LIQUIDACION);A09003468;MADRID;ESPANA;U2;31/12/2011;946
488.;PINTURAS Y COLORANTES SL;B01004654;AGURAIN/SALVATIERRA;ESPANA;U1;31/12/2014;934
489.;S.C. INDUSTRIAL DANAK B;F48042212;SANTURTZI;ESPANA;U1;31/12/2018;933
490.;HERMS SA;A08193849;BARCELONA;ESPANA;U1;31/12/2021;929
491.;SOCIEDAD SANTA BARBARA SL (EXTINGUIDA);B24004632;MADRID;ESPANA;U1;31/12/2001;915
492.;VICTOR Y JOSE GUILLAMON HERNANDEZ MORA SL;B30009765;MURCIA;ESPANA;U1;31/12/2021;902
493.;ROMARGRAF SA  (EXTINGUIDA);A08190043;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2009;900
494.;GANESA SL;B28153997;MADRID;ESPANA;U1;31/12/2021;900
495.;ESTACION DE SERVICIO BALAZOTE SOCIEDAD LIMITADA;B02003093;BARRAX;ESPANA;U1;31/12/2021;880
496.;S.C. VINICOLA SANTA MARIA MAGDALENA;F19002245;MONDEJAR;ESPANA;U1;31/12/2019;865
497.;HOTEL LYONS CALELLA SA (EXTINGUIDA);A08184822;CALELLA;ESPANA;U1;31/12/2005;852
498.;FERRETERIA GABALDON SL;B46032371;UTIEL;ESPANA;U1;31/12/2021;845
499.;CONSTRUCCIONES CAR-MEN SL;B28170983;TOLEDO;ESPANA;U1;31/12/2021;840
500.;COMERCIAL DE BEBIDAS SL (EXTINGUIDA);B48041354;BASAURI;ESPANA;U1;31/12/2014;833
501.;EGA SA (EXTINGUIDA);A28152718;MADRID;ESPANA;U1;31/12/2004;823
502.;AEROSOL IBERICA SA;A08189441;LLIÇA DE VALL;ESPANA;U1;31/12/2021;817
503.;MANICH YLLA SA;A08167256;BADALONA;ESPANA;U1;31/12/2021;811
504.;VIAJES MED SA;A29008661;SAN ROQUE;ESPANA;U1;31/03/2020;801
505.;VICTOR DI MILANO SA (EXTINGUIDA);A28138600;MADRID;ESPANA;U1;31/12/2002;798
506.;GRADISA SL;B08202673;BARCELONA;ESPANA;U1;31/12/2019;795
507.;GIPAL SA;A28154185;POZUELO DE ALARCON;ESPANA;U1;31/12/2021;792
508.;ARRIETA HERMANOS SA;A26005199;LOGROÑO;ESPANA;U1;31/12/2021;789
509.;TIRAPU Y ZOROQUIAIN SL;B31017353;ORKOIEN;ESPANA;U1;31/12/2020;782
510.;PULDAIN SA;A28146181;MADRID;ESPANA;U1;31/12/2021;779
511.;SUPERTREM SA (EXTINGUIDA);A08196297;BARCELONA;ESPANA;U1;31/12/2000;774
512.;ISARD SL;B08194573;BARCELONA;ESPANA;U1;31/12/2017;773
513.;ADDAYA, SA;A07014970;MAO;ESPANA;U1;31/12/2020;744
514.;BODEGAS OTERO SA;A49002561;BENAVENTE;ESPANA;U1;31/12/2021;742
515.;MISEL SL;B29008083;MALAGA;ESPANA;U1;31/12/2020;734
516.;DISTRIBUIDORA INTERNACIONAL DE AUTOMOCION SA;A28156875;MADRID;ESPANA;U1;31/12/2021;720
517.;REBUELTA DEL PEDREDO SOCIEDAD ANONIMA;A11603925;JEREZ DE LA FRONTERA;ESPANA;U1;31/12/2021;717
518.;LUHLF SL;B46031621;ALBAL;ESPANA;U1;31/12/2021;710
519.;ORGADO BARRIOS Y SALINAS SA (EXTINGUIDA);A41014960;SEVILLA;ESPANA;U1;31/12/2014;709
520.;DISTRIBUIDORA DE PRODUCTOS ALIMENTICIOS DIPROSA SL;B28156743;MADRID;ESPANA;U1;31/12/2014;702
521.;CERAMICAS CASBAS SL  (EXTINGUIDA);B50014158;ALAGON;ESPANA;U1;31/12/2009;701
522.;BECLA SL  (EXTINGUIDA);B03017027;VILLENA;ESPANA;U1;31/12/2010;700
523.;COMERCIAL CARBURANTES SL;B47004668;MEDINA DEL CAMPO;ESPANA;U1;31/12/2001;689
524.;VIAGUADO SA;A41014549;SEVILLA;ESPANA;U1;30/06/2012;683
525.;MOTOR TARREGA SL;B25007089;TARREGA;ESPANA;U1;31/12/2021;681
526.;DENCIA SA;A28208817;MADRID;ESPANA;U1;31/12/2018;674
527.;ASOC SORIANA DE AYUDA AL MINUSVALIDO PSIQUICO;G42002980;SORIA;ESPANA;U1;31/12/2020;661
528.;PIZARRO SA;A11603917;JEREZ DE LA FRONTERA;ESPANA;U1;31/08/2020;650
529.;GANCEDO Y GONZALEZ SL;B28138774;MADRID;ESPANA;U1;31/12/2021;645
530.;COOP DEL CAMPO SAN ISIDRO;F10027878;GATA;ESPANA;U1;31/12/2021;643
531.;SOCIEDAD HOTELERA BALEAR, SA;A07013956;PALMA;ESPANA;U1;31/10/2020;631
532.;ES CANARET SOCIEDAD ANONIMA;A07022239;SANTA EULALIA DEL RIO;ESPANA;U1;31/12/2021;630
533.;VILECTRA, SA (EXTINGUIDA);A08187791;PREMIA DE MAR;ESPANA;U1;31/12/2011;627
534.;COMERCIAL ESCUDO DE ORO SA (EN LIQUIDACION);A08187056;BARCELONA;ESPANA;U1;31/12/2013;620
535.;HERRAMIENTAS CISIDEL SOCIEDAD LIMITADA;B48042733;BILBAO;ESPANA;U1;31/12/2021;620
536.;INMARE SOCIEDAD LIMITADA;B46029476;VALENCIA;ESPANA;U1;31/12/2021;620
537.;COMERCIAL ACAFRAN SL;B38003554;SANTA CRUZ DE TENERIFE;ESPANA;U1;31/12/2011;608
538.;CLUB DEL SOL DE POLLENSA SA;A07017676;POLLENÇA;ESPANA;U1;31/12/2021;607
539.;NOVA VILA SL (EN LIQUIDACION);B08520868;L'AMETLLA DEL VALLES;ESPANA;U1;31/12/2012;604
540.;CAMPONUBA SA;A28147437;MURCIA;ESPANA;U1;31/12/2021;604
541.;TINTES INDUSTRIALES MOIX SA;A08211310;SABADELL;ESPANA;U1;31/12/2020;600
542.;SA DE CONSTRUCCIONES TEYFER;A28151306;MADRID;ESPANA;U1;31/12/2021;592
543.;VIBLOC SA;A08196180;RUBI;ESPANA;U1;31/10/2021;590
544.;ESTACION DE SERVICIO LA PISCINA SL;B14012694;PEÑARROYA-PUEBLONUEVO;ESPANA;U1;31/12/2021;588
545.;ARRATE HERMANOS SL  (EXTINGUIDA);B48040950;BILBAO;ESPANA;U1;31/12/2010;585
546.;CERIC ESPAÑA SL  (EXTINGUIDA);B28155588;MADRID;ESPANA;U1;31/12/2007;580
547.;HISPANO SUECA DE INGENIERIA SA;A28140572;SAN SEBASTIAN DE LOS REYES;ESPANA;U1;31/12/2021;579
548.;COIM MOIXENT COOP V (EXTINGUIDA);F46030060;MOGENTE/MOIXENT;ESPANA;U1;31/12/2016;576
549.;MOBESAN SL;B41014382;ALCALA DE GUADAIRA;ESPANA;U1;31/12/2021;575
550.;VIAJES SAN FRANCISCO SA;A17010760;PALMA;ESPANA;U1;31/12/2021;574
551.;TRILLA Y VENTURA SL;B08214173;TERRASSA;ESPANA;U1;31/12/2021;570
552.;LOS NARANJOS SA;A29009032;MALAGA;ESPANA;U1;31/12/2010;570
553.;DEMSA INVERSIONES SL;B08116188;BARCELONA;ESPANA;U2;31/03/2018;569
554.;INDUSTRIAS TURISTICAS CALELLA SA;A17021312;BARCELONA;ESPANA;U1;31/12/2021;565
555.;SAN JORGE SA;A28138584;MADRID;ESPANA;U1;31/12/2006;562
556.;OTO SL;B08195414;BARCELONA;ESPANA;U1;31/12/2021;560
557.;APARTAMENTOS CANARIOS SL;B35006303;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;31/12/2020;556
558.;INTERNACIONAL EDIFICADORA SA;A28164374;MADRID;ESPANA;U1;31/12/2021;556
559.;PRODUCTOS FEMANN SL (EN LIQUIDACION);B48041131;BILBAO;ESPANA;U1;31/12/2003;555
560.;LOS ENCAJEROS HIJOS SUCESORES DE MANUEL MENDOZA SA;A48005888;BILBAO;ESPANA;U1;31/12/2021;548
561.;SERIE Y FORMA SL  (EXTINGUIDA);B03017522;SANT VICENT DEL RASPEIG;ESPANA;U1;31/12/2010;544
562.;GAZTELONDO SA;A48041842;BILBAO;ESPANA;U1;31/12/2018;543
563.;CALZADOS ALCION SL  (EXTINGUIDA);B26005777;ARNEDO;ESPANA;U1;31/12/2012;542
564.;AUTOPODIUM PARTS SA.;A17010687;GIRONA;ESPANA;U1;31/12/2021;541
565.;APARTAMENTOS MASPINELL S.L.;B08229973;ULLA;ESPANA;U1;31/12/2020;540
566.;INMOBILIARIA SORIA SL (EXTINGUIDA);B28156198;MADRID;ESPANA;U1;31/12/2007;533
567.;FRIGORIFICOS ZARAGOZA, SA;A50013572;ZARAGOZA;ESPANA;U1;31/12/2021;531
568.;JORSAL SOCIEDAD LIMITADA. (EN LIQUIDACION);B46029310;ALFAFAR;ESPANA;U1;31/12/2008;530
569.;BODEGA CEPAS DEL BIERZO S.C.L.;F24006991;PONFERRADA;ESPANA;U1;31/08/2020;529
570.;INDUSTRIAL CALLOSINA SL;B03018025;CALLOSA DE SEGURA;ESPANA;U1;31/12/2002;528
571.;MARITIMA POLUX SA;A28143782;HUELVA;ESPANA;U1;31/12/2008;517
572.;SIERRA ANDUJAR SL;B28139764;MADRID;ESPANA;U1;31/12/2021;512
573.;CONSTRUCCIONES CRISTOBAL BORDIU SA;A28157402;MADRID;ESPANA;U1;31/12/2021;507
574.;TANOS SA;A28146744;MADRID;ESPANA;U1;31/12/2021;499
575.;ZETAE SA;A08184863;BARCELONA;ESPANA;U1;31/12/2021;495
576.;MOPARMA SL;B28285799;SAN MARTIN DE VALDEIGLESIAS;ESPANA;U1;31/12/2021;493
577.;CALLFER SA;A28137255;BOADILLA DEL MONTE;ESPANA;U1;31/12/2020;492
578.;INMOBILIARIA COLOMBO ESPAÑOLA SA;A28165256;MADRID;ESPANA;U1;31/12/2009;484
579.;NUESTROS LARES SA;A28151827;MADRID;ESPANA;U1;31/12/2021;483
580.;CARYAL SOCIEDAD LIMITADA;B46031449;PICASSENT;ESPANA;U1;31/12/2002;483
581.;GRAN HOTEL VELAZQUEZ SA (EN LIQUIDACION);A28163731;MADRID;ESPANA;U1;31/12/2014;481
582.;COMERCIAL CASABLANCA SL  (EXTINGUIDA);B36604577;VIGO;ESPANA;U1;31/12/2009;476
583.;MARCO PUBLICIDAD SL  (EXTINGUIDA);B30602650;CARTAGENA;ESPANA;U1;31/12/2013;471
584.;FRUPORT SA;A43008408;TARRAGONA;ESPANA;U1;31/12/2020;466
585.;CONSTRUCCIONES ORGASAN SL;B30009716;YECLA;ESPANA;U1;31/12/2021;464
586.;TRANSPORTES FONT SL;B17010638;LLAGOSTERA;ESPANA;U1;31/12/2011;463
587.;PINTURAS Y DROGAS SOCIEDAD LIMITADA (EXTINGUIDA);B48041735;BILBAO;ESPANA;U1;31/12/2012;463
588.;FRANCO ESPAÑOLA DE TURISMO SA;A17010307;LLORET DE MAR;ESPANA;U1;31/12/2021;459
589.;INVERSIONES GANADERAS DEL VALLE SL (EN LIQUIDACION);B40051997;TUREGANO;ESPANA;U1;31/12/2008;457
590.;CLUB HIPICO ASTUR;V33608357;GIJON;ESPANA;U1;31/12/2020;457
591.;SANTA MARIA DEL RIO SL;B21004296;HUELVA;ESPANA;U1;31/12/2020;453
592.;UNION JOYERA DE BERGONDO SL (EXTINGUIDA);B15012453;BERGONDO;ESPANA;U1;31/12/2014;449
593.;HERMANOS DOMINGUEZ SL;B22003164;JACA;ESPANA;U1;31/12/2009;447
594.;INMOBILIARIA UCHA SA (EXTINGUIDA);A28150001;MADRID;ESPANA;U1;31/12/2008;443
595.;JESUS DIAZ SA  (EXTINGUIDA);A39004957;SANTANDER;ESPANA;U1;31/12/2009;443
596.;AMPEA SA;A08188682;SANT FELIU DE LLOBREGAT;ESPANA;U1;31/12/2021;442
597.;AUTOVIAJES PRADA SL;B28120475;MADRID;ESPANA;U1;31/12/2021;440
598.;MAX RABBIT SYSTEMS SA.;A17010299;VILABLAREIX;ESPANA;U1;31/12/2021;439
599.;DIEGO CALVO Y COMPAÑA SL;B21003983;BOLLULLOS PAR DEL CONDADO;ESPANA;U1;31/12/2003;435
600.;INMOBILIARIA PROCER SL (EXTINGUIDA);B08208175;BARCELONA;ESPANA;U1;31/12/2002;434
601.;HIJOS DE AGUSTIN MARTINEZ S.R.C.;C49002538;BENAVENTE;ESPANA;U1;31/12/2000;433
602.;PRODUCTOS VULCANIZADOS, SA;A48015374;BILBAO;ESPANA;U1;31/12/2021;428
603.;FIMSA IMPORTACIONES Y DISTRIBUCIONES SA;A08329385;BARCELONA;ESPANA;U1;31/12/2021;423
604.;COOP INDUSTRIAL CIMA SCI N 12823;F37009305;SALAMANCA;ESPANA;U1;31/12/2001;420
605.;CONSTRUCCIONES GUADALQUIVIR SL;B23007438;UBEDA;ESPANA;U1;31/12/2021;419
606.;SOMA SL;B28154144;SEVILLA;ESPANA;U1;31/12/2018;418
607.;PLAZA DE TOROS PUERTO BANUS SA;A28183028;MADRID;ESPANA;U1;31/12/2020;414
608.;INMOBILIARIA GOMEZ PERIS, SA;A46030490;VALENCIA;ESPANA;U1;31/12/2021;411
609.;GARIN 1820 SA;A46031993;MONCADA;ESPANA;U1;31/12/2021;404
610.;ZURBARAN SA;A28150605;MADRID;ESPANA;U1;31/12/2021;400
611.;MIMA INDUSTRIAL LLOBREGAT SL;B08196016;BARCELONA;ESPANA;U1;31/12/2020;393
612.;HERMANOS VILLAR SIGISMONDI SL;B30009252;MURCIA;ESPANA;U1;31/12/2021;393
613.;INMOBILIARIA NACIENTE SA;A28143592;MADRID;ESPANA;U1;31/12/2021;388
614.;LAMA SA;A28143071;MADRID;ESPANA;U1;31/12/2009;385
615.;MANUFACTURAS DE BOLSAS DE PAPEL SA;A28149094;LEGANES;ESPANA;U1;31/12/2021;380
616.;FRIGORIFICOS DE LA SELVA SA;A17011123;LLAMBILLES;ESPANA;U1;31/12/2020;379
617.;APLICACIONES TECNICAS UNIVERSALES DE CONGELACION ESPECIAL SA.;A15012057;A CORUÑA;ESPANA;U1;31/12/2012;378
618.;INSAUSTI HERMANOS SL;B28000156;FUENLABRADA;ESPANA;U1;31/12/2021;374
619.;BODEGAS CORELLANAS SL;B31013410;CORELLA;ESPANA;U1;31/12/2021;372
620.;INTERCAMBIO Y ADMINISTRACIONES TURISTICAS SL;B35005610;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;31/12/2020;370
621.;FRIGORIFICOS DE CASTELLON SA;A12011029;CASTELLO DE LA PLANA;ESPANA;U1;31/12/2021;367
622.;GARAGE CARPA SL;B28145415;MADRID;ESPANA;U1;31/12/2021;364
623.;MIRALCAMPO SA;A19001650;AZUQUECA DE HENARES;ESPANA;U1;31/12/2021;361
624.;CALA MARSAL SA;A07015563;VILLAJOYOSA/LA VILA JOIOSA;ESPANA;U1;31/12/2009;359
625.;CRISTALESCO SA (EXTINGUIDA);A19001742;MADRID;ESPANA;U1;31/12/2000;355
626.;CVC STRATEGIES AND INVEST SL;B08188120;BARCELONA;ESPANA;U1;31/12/2021;352
627.;ZORITA SL ESTACION DE SERVICIO;B28163251;LEGANES;ESPANA;U1;31/12/2021;351
628.;SACOSTA SA (EXTINGUIDA);A08188963;BARCELONA;ESPANA;U1;31/12/2014;346
629.;COOP AGRICOLA VALENCIANA APOSTOL SANTIAGO;F46032058;FUENTERROBLES;ESPANA;U1;30/09/2017;342
630.;FRIGORIFICOS URGEL SA (EXTINGUIDA);A25006628;LLEIDA;ESPANA;U1;30/06/2020;339
631.;VILA SALA HERMANOS SA (EXTINGUIDA);A08165136;MARTORELL;ESPANA;U1;31/12/2005;338
632.;SUAREZ Y BARRIO SL;B28150357;MADRID;ESPANA;U1;31/12/2021;336
633.;BAHAMA PARK, SA (EXTINGUIDA);A35005719;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;31/12/2007;332
634.;MONCAIRE SL;B07015779;SOLLER;ESPANA;U1;31/12/2020;329
635.;GUERRERO Y MUÑOZ SL;B06004089;ZAFRA;ESPANA;U1;31/12/2021;329
636.;OCEAN PRODUCTS ESPAÑOLA SL;B35007210;TELDE;ESPANA;U1;31/12/2021;324
637.;SYM SA;A08185191;SANT FRUITOS DE BAGES;ESPANA;U1;31/12/2021;320
638.;GALANIA SOCIEDAD ANONIMA;A08191884;BARCELONA;ESPANA;U1;31/12/2021;316
639.;BESORA SA (EXTINGUIDA);A25006727;FONDARELLA;ESPANA;U1;31/12/2012;315
640.;PARQUES DE ATRACCIONES SA;A08187155;MADRID;ESPANA;U1;31/12/2021;312
641.;TALLERES ROMAR BOSQUE SA;A50014430;ZUERA;ESPANA;U1;31/12/2019;311
642.;MOVIGAR SL;B08196289;BARCELONA;ESPANA;U1;31/12/2021;308
643.;PALACIO DEL BEBE SL;B07014210;PALMA;ESPANA;U1;31/12/2011;307
644.;MAJUSA SA;A28153179;MADRID;ESPANA;U1;31/12/2021;307
645.;INDUSTRIAS FERNANDEZ SA  (EXTINGUIDA);A33004086;OVIEDO;ESPANA;U1;31/12/2013;298
646.;AGHASA MADI SL (EXTINGUIDA);B28139228;LEGANES;ESPANA;U1;31/12/2019;294
647.;LAQUELAR S.L. (EXTINGUIDA);B08189516;BARCELONA;ESPANA;U1;31/03/2009;293
648.;MANUEL GUERRERO SA (EXTINGUIDA);A14010573;CORDOBA;ESPANA;U1;31/12/2001;288
649.;ALFEMA SA COMPAÑIA DE INVERSIONES Y PROMOCION INMOBILIARIA;A08196669;BARCELONA;ESPANA;U1;31/12/2021;288
650.;GRAFICAS JESUS ALVAREZ SA  (EXTINGUIDA);A48005326;BILBAO;ESPANA;U1;31/12/2011;286
651.;INTAR SA;A08189714;BARCELONA;ESPANA;U1;31/12/2014;285
652.;RENAPLAST SL;B46032678;ZARAGOZA;ESPANA;U1;31/12/2021;284
653.;RELIEVES JUAN BASA SL (EN LIQUIDACION);B08187270;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2011;282
654.;SOCIEDAD FILARMONICA DE VALENCIA;G46084067;VALENCIA;ESPANA;U1;31/12/2005;280
655.;INBU SA;A08200792;BARCELONA;ESPANA;U1;31/12/2021;274
656.;CEBALLOS SA (EN LIQUIDACION);A08196958;BARCELONA;ESPANA;U1;31/12/2002;272
657.;VALLUERCA SL;B28151561;ALCOBENDAS;ESPANA;U1;31/12/2021;269
658.;EURO EXPRESS SA;A28181873;MADRID;ESPANA;U1;31/12/2020;269
659.;INMOGRA SA;A08196313;GRANOLLERS;ESPANA;U1;31/12/2021;268
660.;SA REFRESCOS DE PALMA (EXTINGUIDA);A07013758;PALMA;ESPANA;U1;31/12/2001;268
661.;GRANJA GONZALEZ ARINTERO SL;B33008947;MADRID;ESPANA;U1;31/12/2012;265
662.;ESTACION SERVICIO AVELLANEDA SL;B17008186;GIRONA;ESPANA;U1;31/12/2021;263
663.;CIUDAD JARDIN IMPERIAL TARRACO SA (EXTINGUIDA);A43008499;BARCELONA;ESPANA;U1;31/12/2006;261
664.;VIUDA E HIJOS DE JAIME GARAU SA;A43008820;TARRAGONA;ESPANA;U1;31/12/2019;260
665.;SERRANO INDUSTRIAL Y COMERCIAL SA (EXTINGUIDA);A08188856;BARCELONA;ESPANA;U1;31/12/2012;259
666.;COOPERATIVA INDUSTRIAL CARROCERA ALAVESA;F01006535;VITORIA-GASTEIZ;ESPANA;U1;31/12/2018;257
667.;INDUSTRIAS DEL ALBA SA;A24005019;LA ROBLA;ESPANA;U1;31/12/2014;257
668.;HIJOS DE JOSE TUBERT SL;B17010059;BANYOLES;ESPANA;U1;31/12/2021;254
669.;INDUSTRIAS DEL CARDONER, SL;B08217143;MANRESA;ESPANA;U1;31/12/2021;254
670.;TRICORSEL SA;A08185423;BARCELONA;ESPANA;U1;31/12/2021;252
671.;HOTEL ORDESA S A;A22003156;TORLA-ORDESA;ESPANA;U1;31/12/2021;252
672.;MARSAM SL;B28163954;MOSTOLES;ESPANA;U1;31/12/2021;251
