;Nombre;Código NIF;Localidad;País;Código consolidación;Ultimo año disponible;"Ingresos de explotación
mil EUR
Últ. año disp."
35.;LOGIC CONTROL SA (EXTINGUIDA);A08262107;SABADELL;ESPANA;U1;31/12/2000;64.223
36.;INSTITUTO DE CREDITO OFICIAL;Q2876002C;MADRID;ESPANA;U2;31/12/2018;63.489
37.;FESTO AUTOMATION SA.;A08270084;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2021;62.488
38.;CADAGUA SOCIEDAD ANONIMA;A48062277;BILBAO;ESPANA;U1;31/12/2021;61.697
39.;LEVITT BOSCH AYMERICH SLU (EXTINGUIDA);B28273043;MADRID;ESPANA;U2;31/12/2017;58.757
40.;FRIGORIFICOS CARNICOS LAS FORCAS SL;B17017237;VILAFANT;ESPANA;U1;31/12/2021;57.265
41.;CONTRATAS Y VENTAS SA;A33014218;OVIEDO;ESPANA;U1;31/12/2021;55.931
42.;ECHESA SA (EXTINGUIDA);A20035507;ASTEASU;ESPANA;U1;31/12/2005;54.913
43.;GEA PROCESS ENGINEERING SA;A08271462;ALCOBENDAS;ESPANA;U1;31/12/2020;54.612
44.;MARIN JIMENEZ HERMANOS SA;A30017883;CARAVACA DE LA CRUZ;ESPANA;U2;31/12/2021;52.909
45.;BERRY SUPERFOS PAMPLONA SA.;A31039787;ORKOIEN;ESPANA;U1;30/09/2021;51.098
46.;PROQUIMIA SA;A08288490;VIC;ESPANA;U2;31/12/2021;49.905
47.;NUESTRA SEÑORA DEL PRADO S.C.L.;F10005502;CACERES;ESPANA;U1;31/12/2021;49.806
48.;STOR SL;B28256873;MADRID;ESPANA;U1;31/12/2021;49.368
49.;SEVEN SEAS MARITIME SERVICES SPAIN SA. (EN LIQUIDACION);A08277345;L'HOSPITALET DE LLOBREGAT;ESPANA;U2;31/12/2019;48.390
50.;KRONSA INTERNACIONAL SA (EXTINGUIDA);A28254886;MADRID;ESPANA;U2;31/10/2008;46.016
51.;BSH INTERSERVICE SA (EXTINGUIDA);A31031578;HUARTE O UHARTE;ESPANA;U1;31/12/2002;45.573
52.;COMERCIAL ARQUE SA;A08275950;L'HOSPITALET DE LLOBREGAT;ESPANA;U2;31/12/2021;43.415
53.;INDUSTRIAS TEIXIDO SOCIEDAD ANONIMA;A43015536;RIUDECOLS;ESPANA;U1;31/12/2021;43.059
54.;ALCOHOLES DE TOMELLOSO SA;A13005384;TOMELLOSO;ESPANA;U1;31/12/2021;41.919
55.;A EMBARBA SA;A29018637;MALAGA;ESPANA;U1;31/12/2021;39.573
56.;QUIMIGRANEL SA (EXTINGUIDA);A28259224;MADRID;ESPANA;U1;31/12/2005;39.423
57.;RODILLA SANCHEZ SLU;B28264901;MADRID;ESPANA;U2;31/12/2021;39.329
58.;CIRCUITS DE CATALUNYA SL;B08282626;MONTMELO;ESPANA;U1;31/12/2021;38.856
59.;TABACOS CANARY ISLANDS SA (EXTINGUIDA);A38007290;SANTA CRUZ DE TENERIFE;ESPANA;U1;31/12/2008;38.455
60.;VELAMEN SA;A08269532;BARCELONA;ESPANA;U2;31/12/2020;37.850
61.;LUIS CALVO SANZ, SA;A15017205;CARBALLO;ESPANA;U2;31/12/2020;37.816
62.;M CAEIRO SA;A15018146;SANTIAGO DE COMPOSTELA;ESPANA;U2;31/12/2021;37.652
63.;CAPSULAS TORRENT SA;A11605409;JEREZ DE LA FRONTERA;ESPANA;U1;31/12/2020;37.393
64.;ADRA EMPRESA CONSTRUCTORA SA;A28268282;MADRID;ESPANA;U1;31/12/2001;37.213
65.;PESCAPUERTA, SOCIEDAD ANONIMA;A36607638;VIGO;ESPANA;U2;31/12/2021;37.112
66.;TORRIBAS SA;A08262412;BARCELONA;ESPANA;U1;31/12/2021;36.680
67.;CARTONAJES GISBERT SL;B28274488;MOSTOLES;ESPANA;U1;31/12/2020;36.596
68.;CEPSA GETAFE SLU (EXTINGUIDA);B28257079;MADRID;ESPANA;U1;31/12/2016;35.098
69.;VIDRIERIA Y CRISTALERIA DE LAMIACO SOCIEDAD ANONIMA  (EXTINGUIDA);A48061485;LEIOA;ESPANA;U1;31/12/2015;33.289
70.;SKIS ROSSIGNOL DE ESPAÑA SL;B08266140;ARTES;ESPANA;U2;31/03/2021;33.188
71.;SUMINISTROS QUIMICOS INDUSTRIALES SL (EXTINGUIDA);B28268522;SAN FERNANDO DE HENARES;ESPANA;U1;31/12/2013;32.945
72.;VIAJES HALCON SAU;A10005510;PALMA;ESPANA;U1;31/12/2021;32.811
73.;CANARAGUA SUR SOCIEDAD ANONIMA (EXTINGUIDA);A35016245;LAS PALMAS DE GRAN CANARIA;ESPANA;U2;31/12/2010;32.429
74.;LISI AUTOMOTIVE KNIPPING ESPANA SA;A28268670;FUENLABRADA;ESPANA;U1;31/12/2019;32.254
75.;RELATS SA;A08277451;CALDES DE MONTBUI;ESPANA;U2;31/12/2021;31.803
76.;NOVOTECNO SA;A08277378;BADALONA;ESPANA;U1;31/12/2021;31.235
77.;RUBAU TARRES SA;A17018813;LA TALLADA D'EMPORDA;ESPANA;U1;31/12/2021;30.458
78.;SIEMENS CERBERUS SA (EXTINGUIDA);A08269292;ALCOBENDAS;ESPANA;U1;30/09/2002;29.338
79.;VICORQUIMIA SA;A08268153;BADALONA;ESPANA;U1;31/12/2021;28.938
80.;EDIFICACIONES TIFAN SL;B28255016;LAS ROZAS DE MADRID;ESPANA;U1;31/12/2021;28.690
81.;RIOJANA DE GRASAS SA;A28271914;BAÑOS DE RIO TOBIA;ESPANA;U1;31/12/2021;28.621
82.;PACCOR IBERIA S.A.;A08273757;LLINARS DEL VALLES;ESPANA;U2;31/12/2020;28.564
83.;MARISCOS RODRIGUEZ, SA;A21006507;PALOS DE LA FRONTERA;ESPANA;U2;31/12/2020;28.433
84.;UNIDROCO SA;A08276271;BARCELONA;ESPANA;U2;31/12/2020;27.729
85.;PASEK ESPAÑA SAU;A33014465;CASTRILLON;ESPANA;U1;31/12/2021;27.600
86.;TORRE RIOJA-MADRID SOCIMI SA.;A28273241;MADRID;ESPANA;U1;30/11/2021;27.518
87.;CARROCERA CASTROSUA SA;A15017163;SANTIAGO DE COMPOSTELA;ESPANA;U2;31/12/2021;26.269
88.;LEVANTE IMPORTACION Y EXPORTACION SL;B46051462;ALMASSERA;ESPANA;U1;31/12/2021;26.074
89.;DISTRIBUIDORA VIZCAINA DE PAPELES SL;B48059786;DERIO;ESPANA;U1;31/12/2021;24.267
90.;MUTUALIDAD DE LOS PROCURADORES DE LOS TRIBUNALES DE ESPAÑA;V85599611;MADRID;ESPANA;U1;31/12/2020;23.419
91.;LANZAMAR SA (EN LIQUIDACION);A36004679;VIGO;ESPANA;U1;31/12/2005;23.189
92.;CONSTRUCTORA D'ARO SA;A08270993;MANRESA;ESPANA;U1;31/12/2020;22.955
93.;CONSTRUCTORA PEACHE SAU;A09012279;ARANDA DE DUERO;ESPANA;U1;31/12/2021;22.276
94.;CLINICA BUCHINGER WILHELMI SA.;A29019924;MARBELLA;ESPANA;U1;31/12/2021;22.212
95.;VISA FRUITS SA;A43015619;BARCELONA;ESPANA;U1;31/12/2021;22.154
96.;FRIGORIFICOS DEL NORDESTE SA;A17017005;RIUDELLOTS DE LA SELVA;ESPANA;U1;31/12/2020;21.644
97.;LLAZA SA (EN LIQUIDACION);A43015338;ALCOVER;ESPANA;U2;30/09/2011;21.583
98.;ALP PINTURAS S.A. (EXTINGUIDA);A08279085;LES FRANQUESES DEL VALLES;ESPANA;U1;31/12/2002;21.540
99.;ASCENSORES GA LO SL;B08261265;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2021;21.471
100.;PROTEC ARISAWA EUROPE, SOCIEDAD ANONIMA;A48060040;MUNGIA;ESPANA;U1;31/12/2021;21.166
101.;MAQUINARIA AGRICOLA SOLA SL;B08275026;CALAF;ESPANA;U1;31/12/2021;19.955
102.;MIGUEL Y RODRIGUEZ SL.;B29015997;MALAGA;ESPANA;U1;31/12/2021;19.498
103.;STULZ TECNIVEL SL.;B28253912;ALCORCON;ESPANA;U1;31/12/2021;19.426
104.;EXCLUSIVAS ROCA SOCIEDAD LIMITADA;B35015262;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;31/12/2021;18.464
105.;AROM SA;A30014047;MOLINA DE SEGURA;ESPANA;U1;31/12/2021;18.372
106.;WUNDERMAN THOMPSON SLU;B28274801;MADRID;ESPANA;U1;31/12/2021;18.246
107.;DISTA SA;A28122935;ALCOBENDAS;ESPANA;U1;31/12/2020;18.092
108.;INOX IBERICA SA;A08280323;SANTA PERPETUA DE MOGODA;ESPANA;U1;31/12/2021;17.382
109.;PEDRO LLOBELL SL (EXTINGUIDA);B46053831;PALMERA;ESPANA;U1;31/12/2001;17.212
110.;ELEKO TECNOLOGIA E INNOVACION, S.L.;B15017031;A CORUÑA;ESPANA;U1;31/12/2021;16.993
111.;CLAVED SA;A08261232;LLIÇA DE VALL;ESPANA;U1;31/12/2021;16.912
112.;OFICINA TECNICA DE ESTUDIOS Y CONTROL DE OBRAS SA;A28270122;ALCOBENDAS;ESPANA;U1;31/12/2021;16.763
113.;JUAN ANTONIO MORA SA;A14016778;MADRID;ESPANA;U1;31/12/2018;16.648
114.;AUTO IREGUA, SA;A26010264;LOGROÑO;ESPANA;U1;31/12/2021;15.967
115.;PITIUSA DE DESARROLLO SOCIEDAD LIMITADA. (EXTINGUIDA);B07031156;EIVISSA;ESPANA;U1;31/12/2002;15.614
116.;LA CALANDINA S.C.L.;F44004869;CALANDA;ESPANA;U1;31/12/2021;15.424
117.;ATOX SISTEMAS DE ALMACENAJE SOCIEDAD ANONIMA;A33607474;GIJON;ESPANA;U1;31/12/2021;15.095
118.;ESTACION DE SERVICIOS LA RAZA SA;A41057597;SEVILLA;ESPANA;U1;31/12/2021;14.836
119.;GALVANIZACIONES ARAGONESAS SA;A50024140;ZARAGOZA;ESPANA;U1;31/12/2020;14.677
120.;EXTRACTOS VEGETALES SA;A28270510;MADRID;ESPANA;U1;31/12/2020;14.440
121.;ARIES CIUDAD REAL S.L.;B13005087;CIUDAD REAL;ESPANA;U1;31/12/2021;14.255
122.;SAFTA SA;A46052551;ALAQUAS;ESPANA;U1;31/12/2021;14.097
123.;ILLARGUI SA;A20036026;URRETXU;ESPANA;U1;31/12/2021;14.082
124.;ALINOX SA;A20034526;ERANDIO;ESPANA;U1;31/12/2021;14.078
125.;LICEO EUROPEO SL;B28288512;ALCOBENDAS;ESPANA;U1;31/08/2021;13.939
126.;GOSAN SOCIEDAD ANONIMA;A48059950;ORTUELLA;ESPANA;U1;31/12/2021;13.676
127.;FRENOS SAULEDA SA;A08278723;SANT CEBRIA DE VALLALTA;ESPANA;U1;31/12/2021;13.637
128.;IBERCOLOR SA (EXTINGUIDA);A08271017;OLESA DE MONTSERRAT;ESPANA;U1;31/12/2008;13.634
129.;INSTITUCION TRES TORRES, SA;A08188658;BARCELONA;ESPANA;U2;31/12/2021;13.544
130.;TRANSPORTES GENERALES COMES, SA;A11008042;CADIZ;ESPANA;U1;31/12/2021;13.500
131.;ALUMINIO Y CARPINTERIA SA;A50024413;ZARAGOZA;ESPANA;U1;31/12/2021;13.484
132.;BALART Y BADIA SA (EXTINGUIDA);A08271736;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2001;13.351
133.;PULLMANTUR SA (EN LIQUIDACION);A28261337;MADRID;ESPANA;U2;31/12/2018;13.191
134.;AGRICOLA RODA S.C. ANDALUZA;F41031162;LA RODA DE ANDALUCIA;ESPANA;U1;30/09/2019;13.163
135.;PLANOMYR SL;B12014270;L'ALCORA;ESPANA;U1;31/12/2018;13.046
136.;ZORAIDA SA;A08290975;BARCELONA;ESPANA;U1;31/12/2021;13.036
137.;SIBELCO LAMINORIA, S.A.;A01007178;BILBAO;ESPANA;U1;31/12/2020;12.755
138.;CIMENTACIONES ABANDO SOCIEDAD ANONIMA;A48062418;BILBAO;ESPANA;U2;31/12/2021;12.644
139.;ASOC DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE COMUNIDAD DE MADRID Y TERRITORIO NACIONAL;G28389443;GETAFE;ESPANA;U1;31/12/2005;12.446
140.;JOSPER SAU;A08277535;PINEDA DE MAR;ESPANA;U1;31/12/2020;12.371
141.;LABORATORIOS EXPANSCIENCE SA;A08276818;RIVAS-VACIAMADRID;ESPANA;U1;31/12/2021;12.300
142.;FORTHOR CANARIAS SA (EN LIQUIDACION);A38007639;SANTA CRUZ DE TENERIFE;ESPANA;U1;31/12/2007;12.204
143.;NEXPROM SA;A29016003;TORREMOLINOS;ESPANA;U1;31/12/2021;11.756
144.;SERRAZAR SL;B28281095;MADRID;ESPANA;U1;31/12/2021;11.643
145.;VICAUTO SA;A34003673;PALENCIA;ESPANA;U1;31/12/2021;11.622
146.;ROURA ANGLADA SA;A08262024;VIC;ESPANA;U1;31/12/2021;11.560
147.;CONTRUCCIONES MECANICAS DE PRECISION IBARMIA SA (EXTINGUIDA);A20034849;AZKOITIA;ESPANA;U1;31/12/2004;11.515
148.;DUSCHOLUX IBERICA SA;A08270761;BARCELONA;ESPANA;U1;31/12/2021;11.493
149.;CENTRO EUROPEO DE EVOLUCION ECONOMICA SA;A08264350;MADRID;ESPANA;U1;31/12/2021;11.412
150.;CLINICA MEDICO QUIRURGICA SAN JOSE SA;A30015333;ALCANTARILLA;ESPANA;U1;31/12/2021;11.207
151.;REALCE DE EDIFICIOS Y EXTERIORES SL  (EXTINGUIDA);B28257434;MADRID;ESPANA;U1;31/12/2009;11.154
152.;EMPRENDER VIAJES SA (EN LIQUIDACION);A28267839;PALMA;ESPANA;U1;31/10/2011;10.985
153.;TORRECILLAS Y RUBENS SOCIEDAD ANONIMA;A02005437;ALBACETE;ESPANA;U1;02/11/2020;10.727
154.;AUTO REAL SA (EXTINGUIDA);A12014064;VILA-REAL;ESPANA;U1;31/12/2016;10.427
155.;TAPSA AGENCIA DE PUBLICIDAD SL (EXTINGUIDA);B28270411;MADRID;ESPANA;U1;31/12/2013;10.416
156.;POLIFLUOR SL;B20035424;ASTEASU;ESPANA;U1;31/12/2021;10.321
157.;MARINELAND SA (EXTINGUIDA);A07025703;MADRID;ESPANA;U1;31/10/2010;10.006
158.;CICAR SA;A28262301;FUENLABRADA;ESPANA;U1;31/12/2021;9.950
159.;HERMANOS ESCAMEZ SANCHEZ SL;B30015226;BULLAS;ESPANA;U1;31/12/2021;9.913
160.;ARIDOS Y PREMEZCLADOS SA (EXTINGUIDA);A28269546;MADRID;ESPANA;U1;31/12/2013;9.850
161.;EMBEGA, S. COOP;F31032451;VILLATUERTA;ESPANA;U1;31/12/2020;9.825
162.;ESTABLECIMIENTOS INDUSTRIALES ARCHIPIELAGO SA;A35014521;EL ROSARIO;ESPANA;U1;31/12/2021;9.617
163.;CYAN SA;A28266989;SAN FERNANDO DE HENARES;ESPANA;U1;31/12/2020;9.580
164.;URBANIZACIONES Y CONSTRUCCIONES IBICENCAS SOCIEDAD LIMITADA (EXTINGUIDA);B07029002;EIVISSA;ESPANA;U1;31/12/2003;9.447
165.;INDUSTRIAS DISME SA;A08261703;SABADELL;ESPANA;U1;30/09/2021;9.430
166.;ARMADORES DEL SUR SL (EXTINGUIDA);B28271344;HUELVA;ESPANA;U1;31/12/2002;9.424
167.;FORTUNIA GESTION SA.;A41025735;LA RINCONADA;ESPANA;U1;31/12/2021;9.353
168.;DISTEL SA  (EXTINGUIDA);A28254894;MADRID;ESPANA;U1;31/12/2000;9.321
169.;COHOCA COOP V;F46051025;BENIFAIO;ESPANA;U1;31/08/2021;9.269
170.;TELCOM SA;A28271823;ALCOBENDAS;ESPANA;U1;31/12/2021;9.141
171.;GASTON Y DANIELA SA;A48005102;MADRID;ESPANA;U2;31/12/2021;9.055
172.;MARTINEZ SOMALO SA  (EXTINGUIDA);A50025071;MALLEN;ESPANA;U1;31/12/2014;8.923
173.;GAYNER SA;A08280430;POLINYA;ESPANA;U1;31/12/2020;8.870
174.;TRANSPORTES DE VOLQUETE SCOOPL;F48068621;BARAKALDO;ESPANA;U1;31/12/2020;8.855
175.;TRIAX DIGITAL SOLUTIONS SL.;B20036018;ASTIGARRAGA;ESPANA;U2;31/12/2021;8.811
176.;QUEROL SA;A46052387;PUÇOL;ESPANA;U1;31/10/2002;8.747
177.;PROES CONSULTORES SA;A28261196;POZUELO DE ALARCON;ESPANA;U1;31/12/2020;8.720
178.;CASAS DE HITOS SL;B28291128;MADRIGALEJO;ESPANA;U1;31/12/2020;8.460
179.;HOTEL TONGA S.L. (EXTINGUIDA);B07026065;SANTA MARGALIDA;ESPANA;U1;31/12/2001;8.446
180.;CONSTRUCCIONES Y PAVIMENTACIONES BARTOLOME RAMON SA (EXTINGUIDA);A07028442;PALMA;ESPANA;U1;31/12/2000;8.410
181.;TODASA SA;A08270712;BARCELONA;ESPANA;U1;31/12/2017;8.363
182.;PLANIFICACIO CONSTRUCTIVA BALEAR SA. (EXTINGUIDA);A07026651;PALMA;ESPANA;U1;31/12/2011;8.213
183.;COOP AGRICOLA DE EL VILLAR DEL ARZOBISPO S.C. V;F46051041;VILLAR DEL ARZOBISPO;ESPANA;U1;31/08/2017;8.003
184.;MONTAJES ELECTRONICOS DORCAS SL;B46053765;SIETE AGUAS;ESPANA;U1;31/12/2020;7.998
185.;COOP VITIVINICOLA LA PURISIMA SCA;F14016547;PUENTE GENIL;ESPANA;U1;30/09/2020;7.962
186.;PORCASA SL. (EXTINGUIDA);B18019216;GRANADA;ESPANA;U1;31/12/2007;7.954
187.;POLICLINICO SAN CARLOS SLU (EXTINGUIDA);B03035664;DENIA;ESPANA;U1;31/12/2015;7.950
188.;AUTOMOBILS ESERMA SA.;A08275281;MATARO;ESPANA;U1;31/12/2021;7.945
189.;ECOTOURS SOCIEDAD ANONIMA;A35015312;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;31/12/2003;7.913
190.;GINES COLL SA;A03030509;ELCHE/ELX;ESPANA;U1;31/12/2021;7.508
191.;AUTOCARES IBEROBUS SA.;A28265908;PALMA;ESPANA;U1;31/12/2021;7.478
192.;PERMASA SA (EXTINGUIDA);A12016341;ALMAZORA;ESPANA;U2;31/12/2011;7.376
193.;TRANSPORTES DE SABADELL S.C.L.;F08266553;SABADELL;ESPANA;U1;31/12/2015;7.366
194.;ESCUELAS DE IDIOMAS BERLITZ DE ESPAÑA SA;A08280042;MADRID;ESPANA;U1;31/12/2021;7.233
195.;ACUSTICA BEYMA SL;B46052064;MONCADA;ESPANA;U1;31/12/2018;7.180
196.;ANDRES MEGIAS MENDOZA, SA;A35013440;ARUCAS;ESPANA;U1;31/12/2020;7.166
197.;MUTUASPORT MUTUA DE SEGUROS DEPORTIVOS A PRIMA FIJA.;V28270015;MADRID;ESPANA;U1;31/12/2020;7.131
198.;DESMONTES Y CONSTRUCCIONES ROMERO SA;A08263774;BADALONA;ESPANA;U1;31/12/2021;7.120
199.;INDALVA SL;B03029634;ORIHUELA;ESPANA;U1;31/12/2021;6.962
200.;FABRICA DE LICORES ARTEMI SOCIEDAD LIMITADA (EXTINGUIDA);B35015593;TELDE;ESPANA;U1;31/12/2019;6.857
201.;ALMACENES ARIAS SL;B41027517;SEVILLA;ESPANA;U1;31/12/2020;6.843
202.;SOCIEDAD MEDITERRANEA DE AGUAS SA (EXTINGUIDA);A17017450;MADRID;ESPANA;U1;31/12/2001;6.797
203.;AUREA CONCESIONES DE INFRAESTRUCTURAS SA (EXTINGUIDA);A46051728;VALENCIA;ESPANA;U2;31/12/2002;6.782
204.;CALICO SA;A08270167;MADRID;ESPANA;U1;30/09/2018;6.748
205.;SANTIAGO APOSTOL DE TOMELLOSO S.C.L.;F13008016;TOMELLOSO;ESPANA;U1;31/03/2009;6.689
206.;FAC SEGURIDAD SA;A28270908;CASARRUBIOS DEL MONTE;ESPANA;U1;31/12/2021;6.671
207.;SOMAHOZ SL;B39009311;LOS CORRALES DE BUELNA;ESPANA;U1;31/12/2017;6.612
208.;BAHOSA SA;A28264380;BARCELONA;ESPANA;U1;31/12/2021;6.513
209.;SUCESORES DE JOAQUIN HERRERO SL (EN LIQUIDACION);B03030178;BENILLOBA;ESPANA;U1;31/12/2004;6.511
210.;L'ARC DE BERA SA  (EXTINGUIDA);A08271876;PREMIA DE MAR;ESPANA;U1;31/12/2009;6.480
211.;PASCUAL Y BERNABEU SA;A03030707;COCENTAINA;ESPANA;U1;31/12/2021;6.369
212.;HIJO DE AUGUSTO MAS SL  (EXTINGUIDA);B03028099;CREVILLENT;ESPANA;U1;31/12/2004;6.284
213.;CREACIONES ACOSTA SL;B28278711;MADRID;ESPANA;U1;31/12/2005;6.250
214.;INMOBILIARIA INVERFENIX SL (EXTINGUIDA);B29017829;MADRID;ESPANA;U1;31/12/2001;6.193
215.;DISTRIBUIDORA ESPAÑOLA DE MAQUINARIA Y PRODUCTOS QUIMICOS SA (EXTINGUIDA);A28261444;FUENLABRADA;ESPANA;U1;31/12/2010;6.178
216.;COLEGIO HEIDELBERG SOCIEDAD ANONIMA;A35015387;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;30/06/2021;6.132
217.;CURTIDOS FARRES Y COMPAÑIA SA;A08167264;IGUALADA;ESPANA;U1;31/12/2007;6.132
218.;DI 7 SL;B07649825;BINISSALEM;ESPANA;U1;31/12/2021;6.117
219.;HERCOS SL (EXTINGUIDA);B39009238;COLINDRES;ESPANA;U1;31/12/2002;6.052
220.;AGRICOLA NUMANCIA SL (EXTINGUIDA);B42001081;SORIA;ESPANA;U1;31/12/2007;6.029
221.;TORSE SA;A46063731;GANDIA;ESPANA;U1;31/12/2021;5.968
222.;MISOYCA SL  (EXTINGUIDA);B36609485;VIGO;ESPANA;U1;31/12/2011;5.951
223.;PASCUAL Y VILLAR SA;A42001065;SORIA;ESPANA;U1;31/12/2021;5.864
224.;EL FLAMENCO HOTEL SA;A21006192;ALMONTE;ESPANA;U1;31/12/2021;5.832
225.;UPACAT SL  (EXTINGUIDA);B08288110;SANT JUST DESVERN;ESPANA;U1;31/12/2014;5.774
226.;MADERAS VITORES SA (EXTINGUIDA);A09010125;BELORADO;ESPANA;U1;31/12/2007;5.757
227.;SOCIEDAD ANONIMA DEL UCIEZA;A34007997;RIBAS DE CAMPOS;ESPANA;U1;31/12/2021;5.731
228.;TRE SA (EXTINGUIDA);A26010090;ALBELDA DE IREGUA;ESPANA;U1;31/12/2011;5.647
229.;AMALIE PETROQUIMICA SL (EXTINGUIDA);B28267987;MADRID;ESPANA;U1;31/12/2007;5.637
230.;GARCIAS SALVA SA;A07029051;PALMA;ESPANA;U1;31/12/2018;5.553
231.;SUMINISTROS FERGO, SA  (EXTINGUIDA);A48060008;ERANDIO;ESPANA;U1;31/12/2010;5.529
232.;FUSTE CARRERAS SA;A08261067;MANRESA;ESPANA;U1;31/12/2021;5.464
233.;RIEGO SUR SA;A41025776;SEVILLA;ESPANA;U1;31/10/2021;5.442
234.;AGUAS TERMINO DE CALVIA, SA;A07036494;CALVIA;ESPANA;U1;31/12/2021;5.423
235.;RAHN DISTRIBUCION EUROPA SIGLO XXI SA.;A38007886;SAN CRISTOBAL DE LA LAGUNA;ESPANA;U1;31/12/2021;5.390
236.;SPALY BIOQUIMICA SA;A28272292;ALCOBENDAS;ESPANA;U1;31/12/2020;5.374
237.;TRISAL SA;A08331175;TERRASSA;ESPANA;U1;31/12/2021;5.342
238.;COOP CRIADORES DE GANADO HOXE;F36004505;LALIN;ESPANA;U1;31/12/2020;5.279
