"","region","year","PIB_real","Popul_FEDEA","Ocup_agreg_FEDEA","Ocup_AyP_FEDEA","Ocup_r_FEDEA","Ocup_MyEyA_FEDEA","Ocup_m_FEDEA","Ocup_c_FEDEA","Ocup_SPySyEP_FEDEA","Ocup_FyS_FEDEA","Ocup_CyHyTyC_FEDEA","P16_FEDEA","Inv_Infraestructura","Inversión_total","Inv_no_infra","Creacion"
"277","CAN","1991",24221420.3480629,1500257.25,469.178356752136,38.4887931890275,43.9591184750736,5.6762311420643,33.2646722635635,49.4660464232659,110.71665106259,7.82621413324915,179.780630063302,1141.52,486786.515122245,1479421.4639628,992634.948840552,934
"278","CAN","1992",25305371.1949733,1520079.983051,469.95254630642,37.7989272932128,45.1801374922513,5.41977588431615,32.0245110022823,45.0478366346959,116.032747373337,7.73121607157425,180.71739455475,1168.535,365911.861937173,1288213.34435964,922301.482422467,1101
"279","CAN","1993",25749908.6544914,1539581.019907,469.276193737755,37.3585816174693,46.9347830372837,5.62649561501922,31.4514017661308,41.3564629992807,115.304860186695,7.49661972050238,183.746988795374,1195.036,362989.437399593,1089926.78244681,726937.34504722,1226
"280","CAN","1994",26677505.0048425,1558302.186029,481.105432476183,37.5300920576447,50.6630618741268,5.48702138103786,31.4167380567793,42.9502508703012,115.500778658612,7.54051388850015,190.016975689181,1221.224,366170.271479984,1255608.38460762,889438.113127638,1938
"281","CAN","1995",27379544.1977122,1576857.98993,503.615060965184,38.5530041577264,55.8062509540161,5.87048675882043,30.9866881785819,48.2713075585158,115.606875425486,7.56440348085032,200.956044451187,1247.751,326712.191906864,1468249.37638772,1141537.18448085,2104
"282","CAN","1996",28069005.9076752,1594987.051669,525.471170107351,36.2389310687611,61.7372330343953,6.10124913918277,34.8667663674903,50.0891548460428,117.056168486482,8.20077197375709,211.18089519124,1273.762,281737.598418786,1171352.88810777,889615.28968898,2461
"283","CAN","1997",29285463.1857816,1613099.059221,556.326172972657,32.1660494104476,69.3371477415697,6.35658798639492,37.0730278367349,56.8536692921201,120.508250766034,8.51302662891461,225.518413310441,1298.82,360338.655373024,1259545.86473345,899207.209360425,2643
"284","CAN","1998",30976496.0157582,1631003.584018,596.616783579425,26.360516031012,78.2869870101807,6.71418074885077,38.9373856740152,68.7344288158696,126.645280104981,8.61551965451792,242.322485539998,1322.869,498866.91609476,1512623.00598647,1013756.08989171,3130
"285","CAN","1999",33043956.5547977,1648960.697049,645.402672105671,23.6282180824056,88.9538081144999,6.7384251252801,41.0725928025712,81.5445125935618,132.327445863573,8.8971807602743,262.240488763505,1345.23,472460.514826189,1531492.40016947,1059031.88534328,3144
"286","CAN","2000",34145330.8765615,1667449.489223,669.512241050601,20.2261927701511,95.2828645745915,6.38649426852254,38.5078626026175,93.8841422575603,137.298381418397,10.2004883218784,267.725814836883,1366.24,524810.15153808,1428044.87877062,903234.727232539,3358
"287","CAN","2001",35822727.6783641,1687310.372306,700.071451653801,21.0204531211033,107.153658790797,6.6588703857212,38.8951139744818,100.894721753345,139.414627380777,10.2581891076614,275.775817139914,1387.215,566553.352329186,1433689.44036983,867136.088040641,3146
"288","CAN","2002",36525541.305019,1730673.108509,692.733106241284,20.7068302951875,107.745615563404,6.76765512589444,37.4370985527078,100.707721362454,136.455840384676,10.3215843239835,272.590760632977,1426.943239632,543077.631404559,1500228.43620672,957150.80480216,3766
"289","CAN","2003",37950700.1903787,1779468.254083,726.13732058286,21.4254112683215,118.429092414071,7.53307121558064,38.3204913071305,104.304727480264,143.171864359972,10.9427673991099,282.00989513841,1471.096240455,491208.542876415,1954057.75093074,1462849.20805433,NA
"290","CAN","2004",38888989.0026882,1826843.169973,763.858783479375,22.0762076595806,125.27755148589,8.24907896952415,37.4939010087765,111.017946376217,146.851186276141,11.1883476248531,301.704564078393,1514.733419458,323858.286760461,1297985.01200594,974126.725245481,NA
"291","CAN","2005",40140143.1008115,1876368.385408,806.462052885517,21.7851667297367,137.612175486185,8.9648311116944,37.8902031291804,116.401366269222,153.771526302159,11.3552052452638,318.681578612076,1561.229661906,416043.612198024,1523972.48262655,1107928.87042853,NA
"292","CAN","2006",41374712.1986631,1921846.672429,840.8872987761,22.6609101476097,149.506081625685,10.4162371999209,38.2405100515492,116.586994990466,159.982737017212,11.7165114458063,331.777316297852,1601.93465796,407061.627150434,1609546.35882968,1202484.73167925,NA
"293","CAN","2007",42743211.4189282,1967965.851591,876.37460173801,22.9445795222288,156.877020929308,11.5113689615156,37.1599043638346,125.005994719695,165.290897130412,12.4301161041727,345.154720006843,1643.083039713,424557.933421894,1954982.50594757,1530424.57252568,NA
"294","CAN","2008",42871193.4703735,2009965.234366,859.753877877488,21.2382232660026,162.54550855696,11.4999178639976,36.8615784583118,103.467297419258,168.178256210713,12.426752291806,343.536343810439,1680.663730642,421744.294898491,2368052.31576399,1946308.0208655,NA
"295","CAN","2009",40952045.9623114,2034165.013407,788.019944972751,21.9570514812077,151.938558256596,11.4262111503882,31.3187094712667,73.6967961739279,167.540390764164,11.8584438860408,318.28378378916,1703.796628771,424402.273510414,1562854.72854525,1138452.45503484,NA
"296","CAN","2010",41248693,2053116.332519,780.986687861209,23.0022877446549,149.789660458639,12.019774644686,29.3982591907991,67.0076618629718,170.947468044506,11.6672073313451,317.154368583607,1722.546803604,255360.772193284,2190135.62123604,1934774.84904276,NA
"297","CAN","2011",40848189.4123428,2073984.725701,759.796789903457,22.2956300518976,142.919382780794,11.8222341921719,28.2316209992729,53.4470941216748,171.753584463576,10.7726308255543,318.554612468516,1742.520916276,154949.888834338,1808504.7816572,1653554.89282286,NA
"298","CAN","2012",40050614.7887149,2092826.467685,728.641315872594,20.6945696707785,142.440125091805,11.5169940042044,25.8666372076659,45.9491996975384,169.298242398458,10.3733496573595,302.502198144785,1761.997931212,142633.693444817,1082462.06072542,939828.3672806,NA
"299","CAN","2013",39713922.2914582,2108461.751639,719.006045676246,20.2699325580598,142.173740448435,11.0154148233228,24.2463268439043,41.2095852890918,169.436108533024,9.87528494618753,300.779652234221,1779.763932799,128936.312280387,1340516.17699568,1211579.8647153,NA
"300","CAN","2014",40396584.6781458,2118422.881759,725.5078841145,21.3996967831575,146.497937404092,11.1085681841214,23.6189610360463,38.9211069165158,171.730098282041,9.77990109048514,302.45161441804,1793.122042747,138299.114147834,932834.497794629,794535.383646796,NA
"301","CANT","1955",2099959.09814086,416103.877883649,176.949955919913,72.1747376519123,12.5571260848971,1.16118451520285,42.5696294115823,11.8601781383961,9.64122855386442,1.16668377925812,25.8191877847995,298.281331846206,NA,NA,NA,NA
"302","CANT","1956",2183028.16297497,418382.186192206,180.234004766569,71.8272810523423,12.672834583953,1.25639652772907,43.8825773639986,12.5426693198072,9.94977058219397,1.24444501427185,26.8580303222735,298.50292179353,NA,NA,NA,NA
"303","CANT","1957",2228817.03213908,421573.254452985,183.644072411869,71.4628507782184,12.7928024229315,1.35664431458509,45.2449468487684,13.2535149037608,10.2718669183324,1.32526989139714,27.9361763338751,299.357284710691,NA,NA,NA,NA
"304","CANT","1958",2373081.19319684,424604.988388085,186.984337529698,71.7946278149869,12.9034793330163,1.40468381956143,46.5094616466747,13.3404717066554,10.5594092114012,1.44711201512012,29.0250919822822,300.077509614148,NA,NA,NA,NA
"305","CANT","1959",2619028.78333639,427868.793500597,184.764023304519,69.9796381017047,12.6297421814631,1.41205665689036,46.3942137406113,13.0307573594941,10.5357976792522,1.52677480852525,29.2550427765775,300.940503396217,NA,NA,NA,NA
"306","CANT","1960",2629558.3749422,430892.665384255,182.166648798369,68.0884932893284,12.386972625984,1.49307645621036,45.7162646892764,12.8460508949227,10.679027830107,1.55288022707619,29.4038827854637,301.613526404418,NA,NA,NA,6
"307","CANT","1961",2678752.00133666,433877,182.468241874667,67.2847792871247,12.3420576284509,1.59902142375299,45.7658854779027,12.8673176163583,10.992091986178,1.60326998181479,30.013818473084,303.302397407223,NA,NA,NA,5
"308","CANT","1962",2877251.52781918,437232,183.417118622364,66.8586656963047,12.3009108795097,1.64264179472447,45.9748508440358,13.0927963654314,11.2257527474508,1.67308007104752,30.6484202238595,306.31655736068,NA,NA,NA,7
"309","CANT","1963",3084026.36804135,440678,183.72833942102,66.1862084105159,12.2162399841485,1.68240591414908,46.0238574024279,13.2765119035005,11.4251216276887,1.73774966026116,31.1802445183282,309.40487382775,NA,NA,NA,8
"310","CANT","1964",3354348.26303711,444512,183.623688837537,64.9925188005799,12.1092978433312,1.67385592362724,46.4014976550896,13.3655770176461,11.5663099113396,1.78933379269903,31.7252978932241,312.776745716791,40132.6557168668,60828.5632377351,20695.9075208682,8
"311","CANT","1965",3462141.63881015,448639,183.436874887482,63.7637788346662,11.9969952190088,1.66544564841189,46.7577368462918,13.4511495854909,11.7058649081196,1.84028976277874,32.2556140827144,316.366962428207,40237.1456990732,62198.3346780488,21961.1889789756,10
"312","CANT","1966",3727688.36468499,452928,183.881592572848,62.6975128972408,11.9162702513083,1.6535385116897,47.2303372550401,13.5304840221416,11.8764291902915,1.90763851374463,33.0693819313914,320.084290863492,36077.8622683226,62956.3442773667,26878.4820090441,19
"313","CANT","1967",3963058.54197957,457469,184.921415187158,61.8161042585223,11.8730803172994,1.64760416669592,47.8585154234419,13.6567053412461,12.0909126603857,1.9819942771985,33.9964987423685,323.993215155142,34124.9269598219,55293.9998890747,21169.0729292528,19
"314","CANT","1968",4214971.94462434,461696,183.989864363567,60.1196997497995,11.7569866029744,1.64330124001658,47.559526384777,13.8768790760433,12.3241689344112,2.13907829329426,34.5702240822504,327.693167837395,23121.3492072604,48031.4027513306,24910.0535440702,13
"315","CANT","1969",4567025.85199656,464871,183.086956548259,58.4377154543447,11.6427869592771,1.64055608499432,47.2666565830632,14.1006391439699,12.5624604583022,2.2954000358266,35.1407418284809,330.657776398843,66868.433963448,102033.660546518,35165.2265830702,19
"316","CANT","1970",4903478.8349069,467631,183.954713592276,57.449342204206,11.686197845825,1.68833148597962,47.597575940547,14.4532262506299,12.9882585422553,2.38331787606221,35.7084634467711,333.33627877359,44357.4341667741,87036.78290352,42679.3487367459,17
"317","CANT","1971",5021207.83668179,470990.022746,184.575698879907,56.3629878158201,11.7131889937212,1.736881774637,47.8628926347415,14.7936058864434,13.4073687602988,2.46901923796591,36.2297537762792,336.973038057,58726.0465879515,134883.605452872,76157.5588649202,11
"318","CANT","1972",5169228.74220322,475196.742912,182.846592334193,55.0340860294894,11.6182923000136,1.69196537995054,47.4644646567692,14.7797292600943,13.7514931834763,2.56696552115,35.9395960032497,341.159856847,48102.4282932681,109397.505408069,61295.0771148007,18
"319","CANT","1973",5346122.36407867,479530.790761,184.806522909894,54.7999397477702,11.7574447873088,1.68162740283665,48.0224321578455,15.0690556948021,14.3848065057297,2.71755830073461,36.3736583128661,345.662828797,35847.0706726172,114447.427465797,78600.3567931803,30
"320","CANT","1974",5564143.70961315,484006.733183,186.673383390824,54.3128693734756,11.8315611683153,1.6841659764205,48.314026151522,15.1509731765187,15.348452676649,2.98152048831843,37.0498143796045,350.473807061,39143.8474464392,124997.845383104,85853.9979366645,23
"321","CANT","1975",5941657.61342113,488414.979022,184.291766115948,52.5774054912091,11.6355910054444,1.6494270298967,47.5032908735765,14.8913096319552,15.9776457876934,3.17800991896963,36.8790863772027,355.062005173,44004.3807951783,158731.092402648,114726.71160747,31
"322","CANT","1976",6098431.84008618,493152.958575,183.984706248886,51.0537262547611,11.6427814206787,1.70817418432097,47.1027419377128,14.8615757905988,16.8585505138274,3.36733370281871,37.3898224441679,359.576586779,37797.0211029159,130657.424734351,92860.4036314348,38
"323","CANT","1977",6073203.47263812,498031.457031,184.174975620744,49.6559212780882,11.6794974604059,1.77623824679638,46.8229620993826,14.8751581574225,17.8042315419845,3.56625303689256,37.9947137997718,363.988823123,54729.711068459,140834.579165724,86104.868097265,47
"324","CANT","1978",6430876.00060087,502915.724343,181.981926242777,47.646243702422,11.574417693045,1.81022958128483,45.9184633439452,14.6278339505104,18.9660956587798,3.56766320727067,37.8709791055191,368.628598504,33121.773985871,111251.853494589,78130.0795087177,67
"325","CANT","1979",6926744.91750677,507173.230224,180.815320798821,45.9169239560166,11.5312460724937,1.85830863108884,45.2697467005835,14.4663970042577,20.2386907990117,3.58835624188672,37.9456513934825,373.402927153,55577.8460550979,133977.379997868,78399.5339427703,80
"326","CANT","1980",7166775.80368765,510845.237176,175.465174427085,40.4895431965577,11.6609330454695,2.04414954470529,44.8093857904785,13.8135975078462,21.118227503628,3.57009702163121,37.9592408167684,377.951344741,79006.7044782515,137810.452723427,58803.7482451757,92
"327","CANT","1981",7099219.36460735,514403.434345,169.36181807667,35.202867989325,11.6985616670828,2.22060831846666,44.0638168857032,13.1132427242755,21.8304467010438,3.52913211170768,37.7031416790655,382.241768948,89566.7446917678,150214.089665708,60647.3449739402,68
"328","CANT","1982",7124731.58018976,517854.74003,167.962092971989,34.0075714413589,11.7937538649987,2.55611943076058,42.1420900805303,13.1024980435096,22.6954585385573,3.55920300135505,38.1053985709189,387.187,97304.6498060897,189863.123960098,92558.4741540078,103
"329","CANT","1983",7203455.2921145,520506.215614,167.410758967066,32.9737275875067,11.9399263851564,2.92809227071116,40.4417227953181,13.1594810695708,23.6904092511379,3.60596521087758,38.6714343967878,391.561,87399.65287367,204119.485744608,116719.832870938,89
"330","CANT","1984",7267554.00766188,522629.854234,160.660859705423,29.7349499901672,11.5456086695402,2.8629010687002,38.1069889684894,12.3456850481551,24.6068284278471,3.50564773144596,37.9522498010773,395.589,52549.9450545487,156716.158704676,104166.213650128,113
"331","CANT","1985",7495977.35736272,524257.644598,156.071962120545,27.042674182481,11.292417498387,2.8391430270305,36.3171489521749,11.7155170559849,25.763346253354,3.44809280585863,37.6536223452738,399.392,85791.1068043749,209404.039504654,123612.93270028,235
"332","CANT","1986",7623914.82303099,525375.741522,159.552966098564,26.0363002724868,11.7424567866811,2.81197429011994,36.4378727411336,12.2690114849362,27.3670603364402,3.46732051923906,39.4209696675269,403.345,103047.951098223,200032.276925358,96984.3258271346,250
"333","CANT","1987",7969375.49820828,526694.304046,167.073091965213,25.5900468990147,12.4951540375666,2.8436237126033,37.4193362349035,13.1601136111667,29.7739833933624,3.56964532607564,42.2211887505198,407.613,119199.3805139,297196.351682011,177996.97116811,302
"334","CANT","1988",8335637.03838228,527324.414606,172.027984111635,24.5219857264904,12.7763466621403,2.98056172966422,37.2634267019165,15.3047224542217,32.750884861133,3.60480233011519,42.8252536459536,411.503,213143.939546911,346988.486622147,133844.547075235,401
"335","CANT","1989",8667693.03016824,527551.204673,177.344055522817,23.4176270372246,13.0646768856505,3.1340087973121,37.0872073920368,17.5949886623983,35.9649242156862,3.64096956313674,43.4396529693714,415.357,242712.294069941,430776.642744548,188064.348674607,399
"336","CANT","1990",8673348.26164696,527514.897565,180.16756334684,22.1855743602678,14.0775619159846,2.92043264651167,35.611977772926,17.107086891488,38.0192851878525,3.83290742342254,46.4127371483864,419.356,304728.943420535,499598.630781473,194869.687360938,430
"337","CANT","1991",8609537.12363525,527769.96875,177.338378418786,17.4009370434346,14.5494171517579,2.94128339814712,34.8420437747017,17.1633736304281,38.9455861749297,3.91276782198401,47.5829694234025,423.814,247400.539293564,392907.913098702,145507.373805138,344
"338","CANT","1992",8758958.11778974,529021.908898,175.023274888395,16.7897472474921,15.1832560866485,2.7296390866344,32.4278183924809,16.5918233650642,38.5675322784251,3.88974175814646,48.8437166735032,429.196,126148.934928483,229538.066284541,103389.131356058,334
"339","CANT","1993",8574198.64960814,530068.222568,171.802124181734,16.5402407912896,15.3858740959225,2.64511224136359,30.5779402883032,16.4962383001286,37.7392533782629,3.69444828404363,48.7230168024197,434.411,316305.774732514,438178.833942145,121873.059209632,360
"340","CANT","1994",8773991.92118223,530939.960967,167.78458874186,15.7894860978733,15.1585145271011,2.43771111980388,29.9714510274526,16.4558390033152,36.7201305289312,3.5051503178044,47.7463061195785,439.51,328809.996308621,405539.791191184,76729.7948825625,554
"341","CANT","1995",8868274.29591655,531336.272275,168.293966518795,14.8600772823663,15.6874270586147,2.49265684991329,29.4797596232029,17.1074149572024,35.9563715891923,3.5458902382364,49.1643689200667,444.181,235038.03366475,323552.190361226,88514.1566964762,643
"342","CANT","1996",8984925.58744511,531731.442818,174.334367440047,18.1286473787712,17.2915385029994,2.2931109935264,31.1607083931405,16.8650595348898,36.0168044176366,3.54476712572533,49.0337310933573,448.391,176859.431245958,292951.612208651,116092.180962693,556
"343","CANT","1997",9292957.29121281,532231.088239,178.368543732994,17.9496948153263,18.7702008735267,2.07215776356288,32.5022717364399,18.2605585175823,36.7572239698083,3.5328866296081,48.5235494271399,452.305,179041.597801267,378435.061507444,199393.463706177,689
"344","CANT","1998",9741643.47474774,532690.967541,185.791828572692,16.9045079724193,21.4224259368467,1.96549302444174,33.0407381019051,20.8472014017858,37.3389853656186,3.46487700869962,50.8075997609749,455.742,249168.742297666,479697.389572122,230528.647274456,625
"345","CANT","1999",10150145.3812773,533043.800809,193.353120418581,14.7672619700376,24.3107416956186,1.72910228563151,33.9359512721438,24.3706318218111,37.5713239679939,3.48282405922943,53.1852833461149,458.512,240460.781710912,506236.163220125,265775.381509212,616
"346","CANT","2000",10640880.5100078,533568.366695,204.909461111061,15.4813108957707,27.5542663827712,1.51118886203234,34.8712800318863,27.2077443990066,38.9285964031646,3.488172358847,55.8669017775823,460.912,248731.591105853,623437.550491227,374705.959385374,623
"347","CANT","2001",11127630.5784498,534572.241675,214.418301507887,15.9258232105703,30.1047920281515,1.51829291192731,35.4302115458734,29.3154908524402,39.9635528274062,3.60190331292781,58.55823481859,463.402,432930.49216779,504423.359508192,71492.867340402,632
"348","CANT","2002",11485443.9012466,538550.067316,222.740245113682,14.9079755486566,32.5232210589481,1.73173533863512,37.0220355656235,31.993636094621,40.8738819687545,3.72252998585213,59.9652295525908,467.73419088,259022.43061955,646943.448697647,387921.018078097,1085
"349","CANT","2003",11705696.6784777,544886.852436,227.866919377611,13.692971762792,34.4963553025931,1.94986381549122,37.970212372228,32.1015886817958,42.4658041603274,3.64560628562981,61.5445169967539,473.5194294,301085.273081907,798205.824949833,497120.551867926,NA
"350","CANT","2004",12012760.9903976,550972.260308,236.160443805042,12.6688774850605,37.4040710655573,2.27555481132831,38.5408990064759,32.1200832810474,43.5793844496036,3.5688981423386,66.0026755636302,479.057184692,300415.165643555,744654.593873431,444239.428229876,NA
"351","CANT","2005",12431046.2701468,557962.486668,244.632711777515,11.6853563171586,39.8359756670069,2.88266223433835,39.1088201583816,33.965431353306,44.678996691629,3.65001650363886,68.8254528520554,484.898854298,460069.612299669,848438.837550806,388369.225251137,NA
"352","CANT","2006",12873101.9050404,564188.073076,251.988562645887,10.3238956899105,42.7681512157351,2.89927887599581,39.6786370555244,35.447938565529,46.5692571963913,3.7688900198982,70.5325140269026,489.663866199,403194.328473462,829371.584402773,426177.255929311,NA
"353","CANT","2007",13298979.6112887,572556.761738,259.221448433264,9.28388616184138,45.9688588628702,3.51451331780782,39.648404451519,35.9549157937538,46.8633041082887,3.85956723209786,74.1279985050849,496.223702158,351584.224889411,827327.392222915,475743.167333504,NA
"354","CANT","2008",13413668.211391,581159.711015,259.752155323449,8.43154333919778,48.4347246615308,3.60397875437366,40.2945897745019,33.4474633906999,47.5860221535671,3.83989005693835,74.1139431926399,502.654423229,332317.052085885,680207.519166683,347890.467080798,NA
"355","CANT","2009",12886104.3537496,586777.969607,243.228732262419,7.37925443962711,46.5594465500724,3.48193583617033,36.7357049937928,26.1948753157463,47.1853818071644,3.81381326436153,71.8783200554837,506.403200132,301362.815791547,756576.97106291,455214.155271363,NA
"356","CANT","2010",12826271,589603.209233,232.977869681841,7.25220739210732,45.1923546033575,3.47821339102426,33.8547191638441,22.4248805325026,47.102679599307,3.70410973081516,69.9687052688833,507.609733208,212625.168566024,500024.164358007,287398.995791983,NA
"357","CANT","2011",12500478.6823608,591564.459366,227.021283652169,7.33801751795512,44.0327156635345,3.3807106594399,32.4940837630341,18.6181916387997,47.142299276626,3.60352096234833,70.4117441704314,508.043873281,171007.066273997,420924.348319855,249917.282045858,NA
"358","CANT","2012",12155709.808315,591082.548,217.281133609064,7.22633574896057,43.9348795517629,3.3854057438057,29.9042572685587,16.2113643493218,46.2378372536819,3.60252541096039,66.7785282820118,506.705474674,160955.937711271,354226.046639229,193270.108927958,NA
"359","CANT","2013",11705427.0438787,588538.410914,212.706434774927,7.01622869315774,44.7004712354824,3.28751910560458,27.8892940191386,14.5050582951487,46.2859773616042,3.60125585258863,65.420630212202,503.944868336,150200.947212459,299036.683953822,148835.736741363,NA
"360","CANT","2014",11826113.216632,586239.508241,212.19624177017,7.00085954121135,44.7800691592768,3.29278143113051,27.287057366904,13.4004907018846,47.090428855024,3.50012816840268,65.8444265463363,501.532846943,150813.826420799,450166.461264499,299352.6348437,NA
"361","CYL","1955",8946313.21764018,2902371.90726816,1125.21872238733,662.32262567725,62.6487645705443,33.1169480013732,105.022419279345,61.8823226228776,60.0239907910467,4.57470685856403,135.626944586328,1995.73966935048,NA,NA,NA,NA
"362","CYL","1956",9345584.18449598,2903792.83757707,1136.10028807148,658.46004791302,63.527759474995,35.3607832816364,108.281407239575,63.5448370910684,62.1508984966261,4.79395428497736,139.980600289585,1997.41241498774,NA,NA,NA,NA
"363","CYL","1957",9588162.49191672,2907155.97929761,1147.49352093932,654.67783371119,64.444218908066,37.6514526317369,111.625011464942,65.2600575481743,64.3465494167058,5.01988375091019,144.468513507594,2000.42228265401,NA,NA,NA,NA
"364","CYL","1958",10057386.02131,2909320.14881953,1161.44083501904,655.2612883186,65.115882287739,38.5278013963273,114.510739726336,66.4185351409716,66.5157017228642,5.23163764330085,149.859248782898,2002.60845836003,NA,NA,NA,NA
"365","CYL","1959",10935140.002823,2911229.35539489,1140.847884233,636.380196724342,63.8549407109881,38.2515248854666,113.973646324496,65.6024436823165,66.7102514875759,5.28811536345031,150.786765054364,2004.62010814045,NA,NA,NA,NA
"366","CYL","1960",10965867.3647549,2914510.98269018,1113.52580833636,610.017149522512,62.4734871146266,36.1733774026847,113.922304597009,66.9610749028924,67.8089224215096,5.35070293400852,150.818789441115,2007.57802571521,NA,NA,NA,29
"367","CYL","1961",11157548.3315988,2902169,1104.17959940646,593.844192816613,62.0987410833903,34.7165397536232,115.607393624838,69.3091560283798,69.9300525676517,5.49483540268718,153.178688129276,2003.6249873149,NA,NA,NA,18
"368","CYL","1962",12091027.0298464,2873850,1103.25294158867,576.637983597486,62.1232937824263,35.6461934186799,119.420802010373,72.4256189695746,74.2087047603554,5.77609129896718,157.014253750807,1992.39336584473,NA,NA,NA,24
"369","CYL","1963",13075326.4218212,2846520,1098.48489109975,557.491765230255,61.9338861642559,36.4379975117592,122.776580686639,75.2785426377408,78.231797323425,6.03777057973596,160.296550965942,1981.68630384486,NA,NA,NA,36
"370","CYL","1964",14277793.8379638,2822049,1084.25036504434,536.422225043526,61.6028378927141,34.6454884860453,124.520338554742,76.9562341504311,80.5580197291495,6.31097064853584,163.234250539199,1972.81965790996,276180.812939202,772600.202659369,496419.389720167,52
"371","CYL","1965",14795044.8364217,2799702,1069.72056590478,515.549036310619,61.2459202540041,32.8780286159439,126.116599745543,78.5467684391915,82.7976535226066,6.57572466032574,166.010834356547,1965.3023108016,341506.240723468,869643.738129117,528137.497405649,61
"372","CYL","1966",15762185.8689223,2778585,1061.5018986665,502.381339824418,60.949789595159,29.8843686964517,126.634928521314,80.2717168173017,85.5327675110317,6.89345341210989,168.953534288717,1958.52256102191,395497.139326388,1002917.20745773,607420.06813134,74
"373","CYL","1967",16581076.613107,2759207,1056.74069157303,490.925026175871,60.8530105983359,27.0290820702228,127.523484201774,82.2335653407096,88.5331310268817,7.23225035875857,172.41114180048,1952.85133965641,460498.754225644,1097781.54166383,637282.787438181,66
"374","CYL","1968",17566119.1855607,2738121,1053.92823759815,481.723852992479,60.6866510816623,25.3818876885601,129.42486971777,82.1390383105307,91.1886230583613,7.857905127906,175.525409620881,1945.85412820707,326977.899260589,1048175.21159752,721197.312336936,56
"375","CYL","1969",18958916.133817,2711124,1051.26047483976,472.591717877337,60.5322964237671,23.7494562062684,131.303643301478,82.0578077471658,93.8736555682433,8.48696884584027,178.664928869659,1934.51705106701,329030.665783695,957497.528294309,628466.862510614,77
"376","CYL","1970",20093776.9384645,2682192,1037.45792763296,453.473006468951,60.7300535256771,23.4515439613254,132.884580727322,79.8111477849541,96.1530725716277,9.01085352555203,181.943669067555,1921.63734990587,302139.028196547,734291.777209329,432152.749012782,55
"377","CYL","1971",20311533.1530277,2664412.990926,1022.44649017252,434.157313848862,60.8353650137959,23.1193102955458,134.177733503869,77.5035425313977,98.2615684508509,9.51290303775907,184.87875349044,1920.941800787,374283.325106568,846868.752172897,472585.427066329,47
"378","CYL","1972",21189784.5603891,2657613.522733,1008.4688905799,411.469328639227,60.7870649010448,22.3966154383411,139.258092581949,76.1532469495719,100.792008155385,10.0133170980622,187.599216816317,1928.340456368,408446.680351145,773761.689712102,365315.009360957,63
"379","CYL","1973",22207822.0231853,2650564.092075,1014.85110189709,397.205727838292,61.9655405591244,22.1248426724593,147.025927156359,76.3429106311234,105.375209169157,10.718478582154,194.092465288424,1934.841908068,412253.503900577,797326.831520537,385073.327619961,95
"380","CYL","1974",22599582.3854141,2643135.259445,1012.49944667238,382.446237626344,62.0521520577558,21.8168699422973,150.383331001925,77.8764359192421,110.113428413026,11.5483531171956,196.262638594591,1941.201839244,328116.455043564,628493.58322291,300377.128179345,86
"381","CYL","1975",23596342.9639506,2634812.858331,987.291721311192,359.411021288489,60.7348707873488,21.0172123128356,150.179123835229,77.607977256605,112.290910985075,12.1043097612308,193.946295084379,1945.427095388,431103.189128223,830712.685208296,399609.496080072,106
"382","CYL","1976",24136920.6914051,2626675.80543,973.168517344014,338.772235023851,60.8071647401704,20.6087206104987,150.85695760788,78.9302460535795,116.602801441821,12.9907543351764,193.599637531037,1949.622481376,413653.023106212,899152.533520849,485499.510414637,136
"383","CYL","1977",23955659.5456726,2618972.166572,961.841444813274,319.507732696617,61.0321271449236,20.2531203532312,151.814893240934,80.4150397173192,121.166564444622,13.8995530724053,193.752414143222,1953.407761209,411190.624780238,924745.668984641,513555.044204403,173
"384","CYL","1978",25211555.3243195,2610537.237434,935.46838434031,298.3156982305,60.5978406413179,19.9559901926349,149.447771566113,77.6149714893566,123.835698655095,14.6577991005949,191.042614464698,1956.047014946,242641.542553275,573184.589465875,330543.0469126,206
"385","CYL","1979",26989690.2181255,2601604.708103,914.879329773231,279.580102237775,60.4797752925306,19.7544752457009,147.834403370016,75.3207731339055,127.053174019539,15.4650734781906,189.391552995574,1958.899077587,286474.774000908,659273.161126532,372798.387125624,278
"386","CYL","1980",27920981.0632982,2591419.579315,892.649218640176,260.377080848612,60.0521904191268,19.7496286486108,146.986167803942,72.264108755893,130.201330078042,15.8218167174334,187.196895368516,1962.740170065,306308.706885155,723074.233698783,416765.526813628,312
"387","CYL","1981",27653849.9169367,2585183.509848,866.296209190408,240.648998166736,59.294466974996,19.6074778128122,145.208170541052,68.9355075143917,132.506537581224,16.078861479435,184.016189119761,1970.009,393321.706203682,863108.137267195,469786.431063512,306
"388","CYL","1982",27860873.8766909,2589199.537864,849.940451921742,225.459466249083,59.8380796027941,19.5276212312558,141.194581843737,67.7968119158016,134.807900868743,16.2309840265996,185.085006183728,1987.845,600489.957042579,968905.759965987,368415.802923408,481
"389","CYL","1983",28277975.4877468,2589991.881,838.082091239369,211.813637017087,60.6459082327408,19.5194900603081,137.897264994163,67.0037104108226,137.748381375879,16.4644783756118,186.989220772756,2002.22,599129.26616422,1061882.7018641,462753.435699882,449
