;Nombre;Código NIF;Localidad;País;Código consolidación;Ultimo año disponible;"Ingresos de explotación
mil EUR
Últ. año disp."
26.;FABRICAS AGRUPADAS DE MUNECAS DE ONIL SOCIEDAD ANONIMA (EXTINGUIDA);A03053832;ONIL;ESPANA;U2;30/04/2006;108.221
27.;AZOR AMBIENTAL SA;A30023238;MOLINA DE SEGURA;ESPANA;U2;31/12/2021;105.922
28.;ACTIVIDADES OLEICOLAS SA;A41055377;DOS HERMANAS;ESPANA;U2;31/12/2021;94.677
29.;CHAMPINTER SOCIEDAD COOPERATIVA DE CASTILLA-LA MANCHA.;F02009629;VILLAMALEA;ESPANA;U1;31/12/2021;92.990
30.;SERHS DISTRIBUCIO I LOGISTICA SL.;B08485005;PINEDA DE MAR;ESPANA;U1;31/12/2020;88.191
31.;MESENA SERVICIOS DE GESTION INMOBILIARIA SA (EXTINGUIDA);A28486751;MADRID;ESPANA;U1;31/12/2011;88.050
32.;QUIMIALMEL SA;A12021556;CASTELLO DE LA PLANA;ESPANA;U2;31/12/2021;87.450
33.;ELSAMEX SA (EN LIQUIDACION);A28504728;MADRID;ESPANA;U2;31/12/2018;87.423
34.;HASTINIK SA;A08457335;SANTA PERPETUA DE MOGODA;ESPANA;U1;31/12/2021;86.897
35.;GONZALEZ CABELLO SA  (EXTINGUIDA);A14023139;PUENTE GENIL;ESPANA;U1;31/12/2002;86.544
36.;OMRON ELECTRONICS IBERIA SAU;A28477271;MADRID;ESPANA;U1;31/03/2021;86.489
37.;SAICA NATUR NORESTE SL  (EXTINGUIDA);B28479533;BARCELONA;ESPANA;U1;31/12/2012;83.892
38.;SEMILLAS FITO SA;A08469215;BARCELONA;ESPANA;U1;31/12/2020;78.657
39.;INDUSTRIAS HOTELERAS DEL MEDITERRANEO SL;B03058542;BENIDORM;ESPANA;U1;31/12/2019;72.893
40.;CANTERAS INDUSTRIALES DEL BIERZO SA (EN LIQUIDACION);A28700383;MADRID;ESPANA;U2;31/12/2009;67.147
41.;PROTEINAS DEL OLIVO SA;A41050824;LA LUISIANA;ESPANA;U1;31/12/2020;64.349
42.;RDM PAPRINSA SAU;A08520629;MOLLERUSSA;ESPANA;U1;31/12/2020;59.557
43.;CATERING ARCASA SL;B08465601;ESPLUGUES DE LLOBREGAT;ESPANA;U1;31/12/2021;58.941
44.;CAJA PROVINCIAL DE AHORROS DE JAEN (EXTINGUIDA);G23019003;JAEN;ESPANA;U2;31/12/2008;58.870
45.;JUEGOMATIC SA;A29039799;MALAGA;ESPANA;U1;31/12/2021;58.806
46.;RIU HOTELS SA;A07054760;PALMA;ESPANA;U2;31/12/2020;57.031
47.;VERTEDEROS DE RESIDUOS SA;A28481018;MADRID;ESPANA;U1;31/12/2020;56.741
48.;TALLERES DAUMAR SL;B08463424;PUÇOL;ESPANA;U2;31/12/2021;56.071
49.;COMERCIAL MARTINEZ SANCHEZ SL;B36010031;PONTEVEDRA;ESPANA;U1;31/12/2021;56.031
50.;GABARRO HERMANOS SA;A08445983;POLINYA;ESPANA;U2;31/12/2021;55.281
51.;GRUPO CONSIST SA;A25020967;AGRAMUNT;ESPANA;U1;31/12/2021;54.115
52.;GINES HUERTAS INDUSTRIALES SL;B30025811;CARTAGENA;ESPANA;U1;31/12/2021;53.213
53.;JOCA INGENIERIA Y CONSTRUCCIONES SA;A06009104;BADAJOZ;ESPANA;U2;31/12/2020;51.882
54.;MYCSA MULDER Y CO IMPORTACIONES EXPORTACIONES SA (EXTINGUIDA);A28491637;SAN FERNANDO DE HENARES;ESPANA;U2;31/12/2014;51.623
55.;SUMINISTROS ELECTRICOS GABYL SA;A31069321;PAMPLONA/IRUÑA;ESPANA;U2;31/12/2021;50.987
56.;REPOSTERIA MARTINEZ SL (EXTINGUIDA);B09016874;BRIVIESCA;ESPANA;U1;28/02/2001;49.252
57.;INSIGHTS & CONSULTING KANTAR SLU;B79896965;SANT CUGAT DEL VALLES;ESPANA;U1;31/12/2020;47.893
58.;EUROFINSA SA;A28487007;MADRID;ESPANA;U2;31/12/2019;46.487
59.;INTERNACIONAL HISPACOLD SA;A08465197;SEVILLA;ESPANA;U1;31/12/2021;46.431
60.;ORBINOX SA;A20050712;ANOETA;ESPANA;U1;30/09/2020;43.938
61.;EQUIPOS AUTOMOVILES SA (EXTINGUIDA);A28456887;MADRID;ESPANA;U1;31/12/2004;41.920
62.;JOFEMAR SAU.;A31037468;PERALTA/AZKOIEN;ESPANA;U1;31/12/2021;41.310
63.;ROIG CERAMICA SA;A12023693;L'ALCORA;ESPANA;U2;31/12/2020;41.282
64.;FAMOSA COMERCIAL SA (EXTINGUIDA);A03058484;ONIL;ESPANA;U1;31/12/2001;40.899
65.;PESCADOS P C S SOCIEDAD LIMITADA (EXTINGUIDA);B46102364;PICASSENT;ESPANA;U1;31/12/2010;40.740
66.;KOVO SA;A28506384;MADRID;ESPANA;U1;31/12/2021;40.296
67.;BODEGAS MARQUES DEL PUERTO S.A. (EXTINGUIDA);A28367860;ZIZURKIL;ESPANA;U1;31/12/2004;40.163
68.;HIERROS SAIZ S.L.;B08441198;GAVA;ESPANA;U1;31/12/2007;40.157
69.;REFRATECHNIK IBERICA SA;A08352031;CASTELLET I LA GORNAL;ESPANA;U1;31/12/2021;39.520
70.;LLEDO ILUMINACION SA;A28469625;MOSTOLES;ESPANA;U2;31/12/2019;39.038
71.;ESPINA & DELFIN SL;B15026693;SANTIAGO DE COMPOSTELA;ESPANA;U1;31/12/2021;39.037
72.;ADESLAS SALUD SA;A18016543;MADRID;ESPANA;U1;31/12/2021;38.440
73.;INDUSTRIAS JUNO SA;A48081194;ERANDIO;ESPANA;U2;31/12/2021;38.332
74.;OPERACIONES PORTUARIAS CANARIAS, SA;A48084909;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;31/12/2020;37.981
75.;HOSPITAL DE SANT BOI SA (EXTINGUIDA);A08506891;SANT BOI DE LLOBREGAT;ESPANA;U1;31/12/2009;37.579
76.;GN ELECTRODOMESTICOS SL  (EXTINGUIDA);B31074107;MADRID;ESPANA;U1;31/12/2008;35.141
77.;HORTA-COSLADA CONSTRUCCIONES METALICAS SL;B15032485;CAMARMA DE ESTERUELAS;ESPANA;U2;31/12/2021;35.012
78.;HIERROS BARCELONA SA (EXTINGUIDA);A08521494;VILADECAVALLS;ESPANA;U1;31/12/2009;33.989
79.;PROSEAT FOAM MANUFACTURING SL;B08508178;SANTPEDOR;ESPANA;U1;31/12/2020;33.785
80.;PUENTES Y CALZADAS GRUPO DE EMPRESAS SA;A15027147;OROSO;ESPANA;U2;31/12/2021;33.099
81.;GD ENERGY SERVICES SAU;A46103594;PATERNA;ESPANA;U1;31/12/2021;33.031
82.;INDUSTRIAS HERGOM SL;B39015839;SOTO DE LA MARINA;ESPANA;U2;31/12/2021;32.856
83.;TECUNI SA;A48081780;ORTUELLA;ESPANA;U1;31/12/2021;32.829
84.;PROMOTORA DE SUPERMERCADOS SL (EXTINGUIDA);B31072564;PAMPLONA/IRUÑA;ESPANA;U1;31/12/2009;32.585
85.;VIUDA DE MARIANO TERRY SA (EXTINGUIDA);A41053927;SEVILLA;ESPANA;U1;31/12/2011;32.418
86.;INDUSTRIA GRAFICA CAYFOSA SA (EN LIQUIDACION);A08509564;SANTA PERPETUA DE MOGODA;ESPANA;U1;31/12/2017;31.843
87.;PLASTICOS Y DESARROLLOS SA;A36614022;SALCEDA DE CASELAS;ESPANA;U1;31/12/2021;31.234
88.;ALUMBRADOS VIARIOS SA;A08523094;CORNELLA DE LLOBREGAT;ESPANA;U1;31/12/2019;30.937
89.;JOSE ESTEVEZ, SA;A11602513;JEREZ DE LA FRONTERA;ESPANA;U1;31/12/2021;30.690
90.;SUPERMERCADOS ALONSO ALARCON SA (EXTINGUIDA);A28485969;VALDEMORO;ESPANA;U1;31/12/2001;30.630
91.;CORRUGADOS LASAO SL;B20051116;AZPEITIA;ESPANA;U1;31/12/2019;30.508
92.;HUEVOS LEON SL;B24012379;SAN ANDRES DEL RABANEDO;ESPANA;U1;31/12/2020;30.412
93.;HERMANOS BRUÑO SA;A12025672;ALCALA DE XIVERT;ESPANA;U1;30/04/2021;30.387
94.;PEROXFARMA SA.;A08477663;BARCELONA;ESPANA;U2;31/12/2020;30.257
95.;RULO PLUMA SA;A08447781;BARBERA DEL VALLES;ESPANA;U1;31/12/2020;30.019
96.;AUTOMOVILES AVILES SA;A33022963;AVILES;ESPANA;U1;31/12/2021;29.365
97.;SOCIEDAD MERCANTIL ESTATAL DE GESTION INMOBILIARIA DE PATRIMONIO M.P. SA.;A28464725;MADRID;ESPANA;U1;31/12/2021;29.165
98.;HIJOS DE DEMETRIO FERNANDEZ SA;A28484210;PINTO;ESPANA;U1;31/12/2021;28.559
99.;EXAGRES, SA;A12021390;BETXI;ESPANA;U2;31/12/2021;28.061
100.;FLEXNGATE ESPAÑA SL;B08473365;LES FRANQUESES DEL VALLES;ESPANA;U1;31/12/2020;27.860
101.;GUILLERMO FABIAN SL;B28492841;MADRID;ESPANA;U2;31/12/2021;27.722
102.;ANDREU-EST SOCIEDAD ANONIMA;A46117081;ALAQUAS;ESPANA;U1;31/12/2019;27.556
103.;INAEL ELECTRICAL SYSTEMS, SA;A45011103;TOLEDO;ESPANA;U2;31/12/2021;27.529
104.;ASTILLEROS M. CIES S.L.  (EXTINGUIDA);B36614816;VIGO;ESPANA;U1;31/12/2007;27.423
105.;VIVIENDAS SOCIALES E INFRAESTRUCTURAS DE CANARIAS SA;A38017851;SANTA CRUZ DE TENERIFE;ESPANA;U1;31/12/2021;27.413
106.;CONSTRUCCIONES OBRAS Y VIALES, SA;A36008886;PONTEVEDRA;ESPANA;U2;31/12/2021;27.063
107.;SAPA EXTRUSION PERFIALSA SL. (EXTINGUIDA);B15026818;ARTEIXO;ESPANA;U1;31/12/2015;26.700
108.;COOP GANADEROS REUNIDOS SEGOVIANOS;F40004830;PINILLOS DE POLENDOS;ESPANA;U1;31/12/2020;26.578
109.;TARRACO EMPRESA CONSTRUCTORA SA (EXTINGUIDA);A43024819;SANT CUGAT DEL VALLES;ESPANA;U2;31/12/2011;26.430
110.;PROMIC SA;A08479966;LES MASIES DE VOLTREGA;ESPANA;U2;31/12/2020;26.384
111.;ASK CHEMICALS ESPAÑA SOCIEDAD ANONIMA;A48085062;LEIOA;ESPANA;U2;31/12/2021;26.261
112.;INMUEBLES DEL ARCHIPIELAGO SA (EXTINGUIDA);A38017299;SANTA CRUZ DE TENERIFE;ESPANA;U1;31/12/2005;26.177
113.;TRADEHI SL (EXTINGUIDA);B33021098;LLANERA;ESPANA;U1;31/12/2009;26.048
114.;RAMIRO MARTINEZ SL;B36009207;VILANOVA DE AROUSA;ESPANA;U1;31/12/2021;25.579
115.;CARBURO DEL CINCA SA;A08466807;CORNELLA DE LLOBREGAT;ESPANA;U1;31/12/2021;25.532
116.;VALSAN CONSTRUCCIONES Y CONTRATAS S.L. (EN LIQUIDACION);B49005598;CORESES;ESPANA;U1;31/12/2007;25.408
117.;UNION PAPELERA SA (EXTINGUIDA);A08447120;SANT JOAN DESPI;ESPANA;U1;30/12/2001;25.011
118.;VENSO SA;A25016866;ALMACELLES;ESPANA;U1;31/03/2021;24.164
119.;GOTEX S.A.U.;A08484263;LLIÇA D'AMUNT;ESPANA;U1;31/12/2020;24.112
120.;SERVICIOS SEMAT SA;A39016464;MADRID;ESPANA;U1;31/12/2020;23.891
121.;ALZAMORA PACKAGING SA (EXTINGUIDA);A17037862;SANT JOAN LES FONTS;ESPANA;U1;31/12/2016;23.879
122.;RECICLAJES ARAGONESES SL (EXTINGUIDA);B50041177;ZARAGOZA;ESPANA;U1;31/12/2006;23.804
123.;COBRHI SA (EXTINGUIDA);A28481455;AJALVIR;ESPANA;U1;30/06/2001;23.479
124.;COMERCIAL E INDUSTRIAL GARCIA SANCHEZ SA;A46105508;QUART DE POBLET;ESPANA;U2;31/12/2021;23.418
125.;INTERFAT SA;A08461089;BARCELONA;ESPANA;U1;31/12/2020;23.402
126.;CITRICOS Y REFRESCANTES SA;A46106613;MADRID;ESPANA;U1;31/12/2021;23.326
127.;EDAUTO SA;A46096343;BENISSANO;ESPANA;U1;31/12/2021;23.189
128.;GRINO TRANS SA (EXTINGUIDA);A25016395;LLEIDA;ESPANA;U1;31/12/2010;22.867
129.;CALDERYS IBERICA REFRACTARIOS, SA;A33611732;GIJON;ESPANA;U1;31/12/2021;22.836
130.;PROFU SA;A30023857;MURCIA;ESPANA;U1;31/12/2021;22.644
131.;HAMILTON Y COMPAÑIA, SOCIEDAD ANONIMA.;A35036524;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;31/12/2020;22.595
132.;SMITHKLINE BEECHAM SA;A28490407;ALCALA DE HENARES;ESPANA;U1;31/12/2020;22.480
133.;PESCADOS Y MARISCOS RODOLFO SA;A20051298;PASAIA;ESPANA;U2;31/12/2021;22.441
134.;ALBA MAQUINARIA PARA LA CONSTRUCCION SA (EXTINGUIDA);A48086805;MADRID;ESPANA;U1;31/12/2005;22.391
135.;PRADES GRANOLLERS SL (EN LIQUIDACION);B08476145;LA ROCA DEL VALLES;ESPANA;U1;31/12/2010;22.107
136.;SEDICAL SA;A48082283;SONDIKA;ESPANA;U1;31/12/2021;22.064
137.;MATERIAS QUIMICAS SA;A08469231;MADRID;ESPANA;U1;31/12/2021;21.620
138.;HIDRO TARRACO SA;A43025618;TARRAGONA;ESPANA;U1;31/12/2020;21.484
139.;ACEROS MOLDEADOS DE LACUNZA SA;A31074008;LAKUNTZA;ESPANA;U1;31/12/2021;21.388
140.;HOTELES TURISTICOS UNIDOS, SA;A08452567;MADRID;ESPANA;U2;31/12/2021;21.318
141.;CARTOLOT SA;A17037870;LES PRESES;ESPANA;U1;31/12/2021;20.752
142.;CENTRO SUR S.C. ANDALUZA;F18019091;HUETOR TAJAR;ESPANA;U1;31/12/2019;20.404
143.;GRAFOPLAS DEL NOROESTE, SA;A15027139;CULLEREDO;ESPANA;U1;31/12/2021;20.375
144.;METALURGICAS PABUR SL;B31069339;VILLAFRANCA;ESPANA;U1;31/12/2020;20.341
145.;JOFRA SA;A33022286;AVILES;ESPANA;U1;31/12/2021;20.270
146.;ELECTROMECANICA SOLER SL (EN LIQUIDACION);B58779018;SALLENT;ESPANA;U1;31/12/2018;19.996
147.;VIAJES MENORCA TOURS SA (EXTINGUIDA);A07056096;PALMA;ESPANA;U1;31/10/2002;19.989
148.;TECNICAS PARA LA INDUSTRIA Y EL CONFORT SA (EXTINGUIDA);A28464386;MADRID;ESPANA;U1;31/12/2003;19.979
149.;PRODUCCIONES AGROPECUARIAS FABRA SA (EXTINGUIDA);A08473100;AMPOSTA;ESPANA;U1;31/12/2002;19.855
150.;INDUSTRIAS LACTEAS SAN VICENTE SL;B24013922;VILLAQUILAMBRE;ESPANA;U1;31/12/2020;19.815
151.;EDIFICACIONES CALPE SOCIEDAD ANONIMA (EN LIQUIDACION);A46106654;VALENCIA;ESPANA;U2;31/12/2011;19.735
152.;TRANSPORTES AICIONDO SL (EXTINGUIDA);B31085335;SANTANDER;ESPANA;U1;31/12/2000;19.497
153.;CEDERVALL ESPAÑA SA (EXTINGUIDA);A28516110;O PORRIÑO;ESPANA;U1;31/12/2012;19.308
154.;SYRTRANS LOGISTICA SA;A46106142;PATERNA;ESPANA;U1;31/12/2021;19.208
155.;TRANSPORTES CARRASCO SA;A28352045;MADRID;ESPANA;U2;31/12/2021;19.058
156.;TAPIZADOS FAMA SL (EXTINGUIDA);B30026116;YECLA;ESPANA;U1;31/12/2013;19.050
157.;CARROCERIAS EGA SL;B31071020;SAN ADRIAN;ESPANA;U1;31/12/2021;19.041
158.;FABRICACIONES METALICAS MORENO SA;A45010204;LOS YEBENES;ESPANA;U1;31/12/2021;18.908
159.;CONSERVAS IGLESIAS SL. (EN LIQUIDACION);B36009413;CANGAS;ESPANA;U1;31/12/2015;18.796
160.;SALINAS DE NAVARRA SA;A31071186;BERIAIN;ESPANA;U1;31/12/2020;18.782
161.;AICAR SA (EXTINGUIDA);A08805186;CERDANYOLA DEL VALLES;ESPANA;U1;31/12/2005;18.667
162.;ELECTROSISTEMAS BACH SA;A08513749;SANTA PERPETUA DE MOGODA;ESPANA;U1;31/12/2021;18.622
163.;PALETS J MARTORELL SA;A17033606;SANTA COLOMA DE FARNERS;ESPANA;U1;31/12/2021;18.534
164.;COARSA SA;A28467306;MADRID;ESPANA;U1;31/12/2021;18.474
165.;GERSA 2010 SA.;A08471054;SANT BOI DE LLOBREGAT;ESPANA;U1;31/12/2021;18.460
166.;DESARROLLO INFORMATICO SA;A28500916;MADRID;ESPANA;U2;31/12/2021;18.373
167.;ELECTROMECANICAS MC SA;A17034422;SILS;ESPANA;U1;31/12/2020;18.255
168.;FONTAGA, SA;A17014523;RIBES DE FRESER;ESPANA;U1;31/12/2021;18.165
169.;SAHUCA SA (EN LIQUIDACION);A11608999;JEREZ DE LA FRONTERA;ESPANA;U1;31/12/2011;18.017
170.;GILAUTO SA;A18017079;PULIANAS;ESPANA;U1;31/12/2020;17.964
171.;MIELSO SA;A12012472;ALMASSORA;ESPANA;U1;31/03/2021;17.956
172.;ALICAMBA SL;B03056660;L'ALFAS DEL PI;ESPANA;U1;31/12/2021;17.948
173.;DISTRIBUIDORA DE ARAGON SL;B50042456;VILLANUEVA DE GALLEGO;ESPANA;U1;31/12/2020;17.940
174.;AUTOS PELAYO SA;A33022708;MADRID;ESPANA;U1;31/12/2021;17.594
175.;LIZAGA SA;A50038959;ZARAGOZA;ESPANA;U1;31/12/2020;17.429
176.;GIMEX SA;A31069230;PAMPLONA/IRUÑA;ESPANA;U1;31/12/2020;16.755
177.;UNIVAR SOLUTIONS SPAIN SA.;A08473563;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2020;16.736
178.;CELLMARK IBERICA SLU;B28484806;BARCELONA;ESPANA;U1;31/12/2020;16.728
179.;IPSOS IBERIA SA.;A28485258;MADRID;ESPANA;U1;31/12/2020;16.438
180.;MOLTO REIG SL  (EXTINGUIDA);B03051554;COCENTAINA;ESPANA;U1;31/12/2013;16.330
181.;PROTECCIONES GALVANICAS SA  (EXTINGUIDA);A28472751;GUADALAJARA;ESPANA;U1;31/12/2007;16.320
182.;PLASTICOS FERRANDO SL;B46103297;L'OLLERIA;ESPANA;U1;31/12/2020;16.299
183.;CONSTRUCCIONES ITURRIOZ SA;A20053773;IDIAZABAL;ESPANA;U1;31/12/2021;16.211
184.;INDRA EMAC SA (EXTINGUIDA);A28474666;SAN FERNANDO DE HENARES;ESPANA;U1;31/12/2018;16.192
185.;DIEGO ZAMORA SA;A30602346;CARTAGENA;ESPANA;U2;31/12/2021;16.162
186.;GLOBAL OMNIUM INVERSIONES SL.;B28051993;VALENCIA;ESPANA;U1;31/12/2021;16.131
187.;ARTICULOS FERRETERIA SA  (EXTINGUIDA);A31070931;ALTSASU/ALSASUA;ESPANA;U1;31/12/2008;16.123
188.;NACIONAL HOTELERA S.L. (EXTINGUIDA);B28489839;MADRID;ESPANA;U2;31/05/2006;15.959
189.;DRIZORO SAU;A28498038;TORREJON DE ARDOZ;ESPANA;U1;31/12/2021;15.773
190.;CUBRANOR SA  (EXTINGUIDA);A28470730;MADRID;ESPANA;U1;31/12/2009;15.604
191.;ABANTIA ENERGIA & MEDIO AMBIENTE S.A. (EXTINGUIDA);A08439168;SANT BOI DE LLOBREGAT;ESPANA;U1;31/12/2007;15.442
192.;ESPECIALIDADES DENTALES KALMA SA;A28491777;MOSTOLES;ESPANA;U1;31/12/2020;15.312
193.;PRODUCTOS ADITIVOS SA;A08509788;MONTCADA I REIXAC;ESPANA;U1;31/12/2021;15.229
194.;TURISMOS Y MAQUINARIA SOCIEDAD ANONIMA;A22007504;HUESCA;ESPANA;U1;31/12/2020;15.139
195.;FRIGORIFICOS INDUSTRIALES DEL BIERZO SA;A24012692;PONFERRADA;ESPANA;U1;31/12/2020;15.104
196.;AUTOCARES ESTEBAN RIVAS SA (EXTINGUIDA);A28476539;GETAFE;ESPANA;U1;31/12/2015;15.096
197.;ALTRAD RODISOLA SOCIEDAD ANONIMA;A08477341;TARRAGONA;ESPANA;U1;31/08/2014;15.024
198.;JAUREGUI INGENIERIA Y SERVICIOS INDUSTRIALES SOCIEDAD ANONIMA.;A48086755;DERIO;ESPANA;U1;31/12/2021;14.921
199.;DESARROLLOS ALIMENTARIOS SA;A28469757;MADRID;ESPANA;U1;31/12/2021;14.873
200.;LUANVI SA;A46109054;PATERNA;ESPANA;U1;31/12/2021;14.786
201.;FLORIMOND DESPREZ IBERICA SA.;A28462356;VILLANUEVA DEL PARDILLO;ESPANA;U1;30/06/2021;14.785
202.;INDUSTRIAS RAYCO SA;A09017021;BRIVIESCA;ESPANA;U1;31/12/2021;14.691
203.;CUSOVIAME S.C. GALEGA;F15025810;CURTIS;ESPANA;U1;31/12/2020;14.634
204.;W DIAMANT HERRAMIENTAS SA;A08465064;USURBIL;ESPANA;U2;31/12/2021;14.561
205.;LA CARTONERA LUCENTINA SA;A14022883;LUCENA;ESPANA;U1;31/12/2021;14.552
206.;TRANS ROCAMAR SL;B46104196;XERESA;ESPANA;U1;31/12/2021;14.512
207.;LUMEN INTEGRAL DE SERVICIOS SA (EXTINGUIDA);A28497295;DONOSTIA-SAN SEBASTIAN;ESPANA;U1;31/12/2006;14.442
208.;NTL OPERADORES LOGISTICOS SL.;B46107694;PATERNA;ESPANA;U1;31/12/2021;14.421
209.;TOLE CATALANA SA;A48082481;MANLLEU;ESPANA;U1;31/12/2021;14.368
210.;REBICE SA;A45010501;ORGAZ;ESPANA;U1;31/12/2021;14.353
211.;GARCIMA SL;B46100087;ALAQUAS;ESPANA;U1;31/12/2021;14.346
212.;INDUSTRIAL DE ELEVACION SA;A50040013;ZARAGOZA;ESPANA;U1;31/12/2021;14.271
213.;CLEM SA;A28499481;SAN SEBASTIAN DE LOS REYES;ESPANA;U1;31/12/2021;14.248
214.;CENTRO DE LIMPIEZAS INDUSTRIALES SA (EXTINGUIDA);A28502847;MADRID;ESPANA;U1;31/12/2005;14.190
215.;ROBERTO VERINO DIFUSION SA;A32005746;SAN CIBRAO DAS VIÑAS;ESPANA;U1;28/02/2021;14.118
216.;JESMAR SA;A03021409;BIAR;ESPANA;U1;31/12/2003;14.071
217.;TENIAS SA;A50042738;EJEA DE LOS CABALLEROS;ESPANA;U1;31/12/2021;14.059
218.;GENERAL DE INMUEBLES Y CONSTRUCCIONES SA;A46100608;VALENCIA;ESPANA;U1;31/08/2020;13.941
219.;TORRES Y SAEZ DISTRIBUCION SA (EXTINGUIDA);A15027881;A CORUÑA;ESPANA;U1;31/12/2020;13.863
220.;GERMARK SA;A08461956;CORNELLA DE LLOBREGAT;ESPANA;U1;31/12/2020;13.731
221.;PERFILES LLANEZA SA;A33021924;LANGREO;ESPANA;U2;31/12/2014;13.702
222.;MOLDEADOS TECNICOS PLASTICOS SAU;A09018177;BURGOS;ESPANA;U1;31/12/2021;13.670
223.;EMAR MANUFACTURAS METALICAS SA;A26014233;LOGROÑO;ESPANA;U1;31/12/2021;13.640
224.;JALLUT PINTURAS SL;B08451536;POLINYA;ESPANA;U1;31/12/2021;13.611
225.;JUGUETES PICO SL;B03058757;IBI;ESPANA;U1;30/04/2021;13.600
226.;ALMACENES FEMENIAS SA;A07051253;LLUCMAJOR;ESPANA;U1;31/12/2021;13.563
227.;LANIK I SA;A20050365;DONOSTIA/SAN SEBASTIAN;ESPANA;U1;31/12/2021;13.560
228.;AGRIOS SELECTOS SL;B46098414;EL REAL DE GANDIA;ESPANA;U1;31/08/2021;13.442
229.;AIRMATIC SA;A08462988;SABADELL;ESPANA;U1;31/12/2021;13.397
230.;RUFINO GARCIA SANCHEZ SL;B47014170;ISCAR;ESPANA;U1;31/12/2021;13.308
231.;SUMINISTROS PARA FONTANERIA Y CALEFACCION SL;B32005258;OURENSE;ESPANA;U1;31/12/2021;13.267
232.;VALMONT SA;A28475580;RIVAS-VACIAMADRID;ESPANA;U1;31/12/2011;13.226
233.;MONTAJES METALICOS LA PUERTOLLANENSE, SL;B13008768;PUERTOLLANO;ESPANA;U1;31/12/2021;12.919
234.;PENALVA ALIMENTACION SOCIEDAD ANONIMA.;A18015792;CHURRIANA DE LA VEGA;ESPANA;U1;31/12/2021;12.894
235.;ESPECIALIDADES PUMA SA (EXTINGUIDA);A08466815;SANT ANDREU DE LA BARCA;ESPANA;U1;31/12/2008;12.887
236.;FUNDACIO PRIVADA SANT FRANCESC D'ASSIS;G08446577;ALELLA;ESPANA;U1;31/12/2012;12.885
237.;FERRIMAX SA;A08449399;SANT FOST DE CAMPSENTELLES;ESPANA;U1;31/12/2021;12.817
