;Nombre;Código NIF;Localidad;País;Código consolidación;Ultimo año disponible;"Ingresos de explotación
mil EUR
Últ. año disp."
1036.;HERADIO MOLINERO SL;B31073257;NOAIN (V ELORZ)/NOAIN (ELORTZIBAR);ESPANA;U1;31/12/2021;1.321
1037.;TRANSPORTES LA PALOMA SL;B46100988;CAUDETE;ESPANA;U1;31/12/2021;1.318
1038.;SANTA MARIA DE LOS PINOS SL;B28511285;MADRID;ESPANA;U1;31/12/2021;1.317
1039.;MANUFACTURAS JUPE SA;A20053732;ASTIGARRAGA;ESPANA;U1;31/12/2021;1.317
1040.;FEDERACION PROVINCIAL DE ASOCIACIONES DE EXPORTADORES DE P H DE LAS PALMAS;G35041185;LAS PALMAS DE GRAN CANARI;ESPANA;U1;30/06/2016;1.317
1041.;MATERIALES GANADEROS SA  (EXTINGUIDA);A30023097;MURCIA;ESPANA;U1;31/12/2008;1.315
1042.;PRODUCTOS METALICOS SCHOCK SA  (EXTINGUIDA);A28493088;MADRID;ESPANA;U1;31/12/2009;1.313
1043.;SIBUR SL (EXTINGUIDA);B07052491;FELANITX;ESPANA;U1;31/12/2013;1.310
1044.;EDICIONS DEL PAIS VALENCIA SA;A46186821;VALENCIA;ESPANA;U1;31/12/2017;1.310
1045.;VELASTE SLU;B08504847;BARCELONA;ESPANA;U1;31/12/2020;1.308
1046.;KENCHIC SL. (EXTINGUIDA);B08440281;POZUELO DE ALARCON;ESPANA;U1;30/11/2003;1.305
1047.;TRATAMIENTOS TERMICOS LLOYD INDUSTRIAL, SOCIEDAD ANONIMA;A08449035;BARCELONA;ESPANA;U1;31/12/2007;1.304
1048.;GONNELLA SL (EXTINGUIDA);B28482495;MADRID;ESPANA;U1;31/10/2006;1.294
1049.;ASOC GREMIAL PROVINCIAL DE TRABAJADORES AUTONOMOS DE AUTO TAXI Y SERVICIOS ESPECIALES DE GRANADA;G18017392;GRANADA;ESPANA;U1;31/12/2004;1.293
1050.;TRANSPORTES REIXACH SA;A17032137;SANT GREGORI;ESPANA;U1;31/12/2021;1.287
1051.;BAYER HERMANOS SA  (EXTINGUIDA);A08159717;BARCELONA;ESPANA;U1;31/12/2008;1.287
1052.;RESTAURANTE NAVARRO SA;A08458085;BARCELONA;ESPANA;U1;31/12/2021;1.286
1053.;SPECK ESPAÑOLA SL;B08443129;MARTORELLES;ESPANA;U1;31/12/2021;1.285
1054.;TALLERES BESAN SA;A47014691;VALLADOLID;ESPANA;U1;31/12/2021;1.283
1055.;HARINAS SUÑER SA;A17035353;LA BISBAL D'EMPORDA;ESPANA;U1;31/12/2021;1.282
1056.;TELENTI CENTRO TECNICO DE CALCULO SL;B33022385;OVIEDO;ESPANA;U1;31/12/2021;1.276
1057.;EXPOMUEBLES NAJERA SA  (EXTINGUIDA);A26014951;NAJERA;ESPANA;U1;31/12/2012;1.275
1058.;HOTEL LA BERZOSA SL;B28470615;HOYO DE MANZANARES;ESPANA;U1;31/12/2020;1.274
1059.;INDUSTRIAS URCELAY SL;B20053203;BERGARA;ESPANA;U1;31/12/2021;1.270
1060.;EDICIONS DE LA MAGRANA SA (EXTINGUIDA);A08456642;BARCELONA;ESPANA;U1;31/12/2003;1.269
1061.;FUNDICIONES SEIAK SL;B20050142;HERNANI;ESPANA;U1;31/12/2021;1.263
1062.;CONSTRUCCIONES F Y B SA;A19005792;AZUQUECA DE HENARES;ESPANA;U1;31/12/2021;1.261
1063.;IQUEM SL  (EXTINGUIDA);B41054586;CAMAS;ESPANA;U1;31/12/2013;1.261
1064.;ICOFRE DIAGONAL SL;B08407678;BARCELONA;ESPANA;U1;31/12/2021;1.257
1065.;ROEMI SA;A28527364;MADRID;ESPANA;U1;31/12/2021;1.255
1066.;IMPRENTA FARESO SA (EXTINGUIDA);A28470151;MADRID;ESPANA;U1;31/12/2012;1.253
1067.;COMERCIAL E INDUSTRIAL MARCO S.A.  (EXTINGUIDA);A08470353;BARCELONA;ESPANA;U1;30/09/2011;1.253
1068.;CONSIGNACIONES MARISCOS DE HUELVA SA;A28465110;MADRID;ESPANA;U1;31/12/2021;1.253
1069.;INMOBILIARIA BARUAL SL;B50042332;ZARAGOZA;ESPANA;U1;31/12/2020;1.251
1070.;JOYERIA SKANDIA SA;A08451676;BARCELONA;ESPANA;U1;31/12/2021;1.244
1071.;HERMANOS JORRO S.L. (EXTINGUIDA);B03072386;CALPE;ESPANA;U1;31/12/2001;1.242
1072.;IRIS S.C.;F15025455;CABANAS;ESPANA;U1;31/12/2000;1.241
1073.;GREMI PROVINCIAL DE PASTISSERIA DE BARCELONA;G08532830;BARCELONA;ESPANA;U1;31/12/2009;1.240
1074.;IMPRENTA GOFER SL;B33022542;SIERO;ESPANA;U1;31/12/2021;1.239
1075.;ASOC PROV DE EMPRESARIOS DE LA CONSTRUCCION DE LUGO;G27010081;LUGO;ESPANA;U1;31/12/2015;1.237
1076.;GRUPO COMPAÑIA DE LAS ISLAS OCCIDENTALES SA.;A38019725;SANTA CRUZ DE TENERIFE;ESPANA;U2;31/12/2021;1.234
1077.;JOSE MUTILOA SA  (EXTINGUIDA);A20053658;EIBAR;ESPANA;U1;31/12/2012;1.233
1078.;TALLERES GALICIA, S A;A06010144;MERIDA;ESPANA;U1;31/12/2020;1.232
1079.;EDIFICIOS GRACIA & BENITO SA (EXTINGUIDA);A50042241;ZARAGOZA;ESPANA;U1;31/12/2011;1.231
1080.;TRANSBULL VALENCIA S.L. (EXTINGUIDA);B46099388;VALENCIA;ESPANA;U1;31/12/2008;1.230
1081.;TALLERES MECANICOS DE GUERNICA SA;A48083810;MUXIKA;ESPANA;U1;31/12/2021;1.228
1082.;TRANSPORTS MASAGUE SL;B08470833;VALLBONA D'ANOIA;ESPANA;U1;31/12/2010;1.222
1083.;HERMANOS RUIGOMEZ SL;B39016654;NOJA;ESPANA;U1;31/12/2021;1.217
1084.;DUA SOCIEDAD ANONIMA (EXTINGUIDA);A17035056;SANT PERE PESCADOR;ESPANA;U1;31/12/2004;1.215
1085.;NESMA 1923 SL.;B25016783;LLEIDA;ESPANA;U2;31/12/2020;1.212
1086.;KIMBO SA;A28505337;MADRID;ESPANA;U1;31/12/2006;1.210
1087.;ALCENES SL;B29040474;MALAGA;ESPANA;U1;31/08/2021;1.209
1088.;COLEGIO INTERNACIONAL EUROVILLAS SL;B28477859;NUEVO BAZTAN;ESPANA;U1;31/12/2021;1.205
1089.;BANCAN SA;A28512465;MADRID;ESPANA;U1;31/12/2021;1.205
1090.;MANUFACTURAS ORIVE SA;A09018680;MIRANDA DE EBRO;ESPANA;U1;31/12/2008;1.204
1091.;PAPER SA (EN LIQUIDACION);A08475451;ESPARREGUERA;ESPANA;U1;30/04/2012;1.203
1092.;URBEM, SA;A46099776;VALENCIA;ESPANA;U1;31/12/2016;1.200
1093.;TALLUNION SL;B15036668;SANTIAGO DE COMPOSTELA;ESPANA;U1;31/12/2021;1.199
1094.;AURELIO AYALA SL (EXTINGUIDA);B30606537;CARTAGENA;ESPANA;U1;31/12/2004;1.198
1095.;UNION DE TRABAJADORES BERCIANOS SA;A24012494;PONFERRADA;ESPANA;U1;31/12/2006;1.198
1096.;INDUSTRIA ENCUADERNADORA Y TRANSFORMADORA DE PLASTICOS DE GALICIA IBERPLAS SL;B36613974;VIGO;ESPANA;U1;31/12/2007;1.197
1097.;FORJADOS BAUSTA-CATALUÑA SOCIEDAD ANONIMA;A25015777;LLEIDA;ESPANA;U1;31/12/2021;1.196
1098.;BALLESTAS COTEN SL  (EXTINGUIDA);B12018065;VILLARREAL;ESPANA;U1;31/12/2008;1.196
1099.;GONZALEZ Y MERA SL;B36009330;COVELO;ESPANA;U1;31/12/2021;1.196
1100.;DENTIMAIL SA (EXTINGUIDA);A28474880;BARCELONA;ESPANA;U1;31/12/2010;1.195
1101.;SEI INGENIERIA ELECTRICA DE CONSTRUCCIONES Y MONTAJES SOCIEDAD ANONIMA (EXTINGUIDA);A48080592;LOIU;ESPANA;U1;31/12/2017;1.194
1102.;GASLU S.L.;B24015398;HOSPITAL DE ORBIGO;ESPANA;U1;31/12/2014;1.192
1103.;AUTOBUSES RIO IRATI SA;A31071095;GALAR;ESPANA;U1;31/12/2021;1.191
1104.;AGRADE SA;A08467995;BARCELONA;ESPANA;U1;31/12/2021;1.191
1105.;SISTEMAS DE ALIMENTACION Y BOBINADOS ELECTRICOS ROS SL;B08488348;BARCELONA;ESPANA;U1;31/12/2021;1.190
1106.;AGRICOLA GANADERA SAN MARTIN SA;A41051236;SEVILLA;ESPANA;U1;31/12/2021;1.180
1107.;AUTOBUSES MAGALLON SL;B50041607;ZARAGOZA;ESPANA;U1;31/12/2020;1.179
1108.;TALLERES VICTOR FERRER SL;B46101101;VALENCIA;ESPANA;U1;31/12/2005;1.176
1109.;ROALBA SOCIEDAD LIMITADA;B08445124;GALDAKAO;ESPANA;U1;31/12/2021;1.173
1110.;LA REUNION DE SAN ANDRES SL;B41053976;MADRID;ESPANA;U1;31/12/2020;1.173
1111.;FALCON Y CIA SL (EXTINGUIDA);B35036466;AGUIMES;ESPANA;U1;31/12/2010;1.168
1112.;RAFAEL GRAU JUAN SL;B46112108;CANALS;ESPANA;U1;31/12/2008;1.166
1113.;TERMOLOGIA DEL CLIMA SL;B46105078;CATARROJA;ESPANA;U1;31/12/2021;1.165
1114.;HERMANOS VILA COMESAÑA SL  (EXTINGUIDA);B36613834;VIGO;ESPANA;U1;31/12/2011;1.163
1115.;DISVAL SA;A28490191;MADRID;ESPANA;U1;31/12/2021;1.161
1116.;IBERLECTRIC SA  (EXTINGUIDA);A28465896;MADRID;ESPANA;U1;31/12/2012;1.158
1117.;AINZUA SL.;B31074131;TAFALLA;ESPANA;U1;31/12/2017;1.151
1118.;MYFHE SA;A08456261;MONTMELO;ESPANA;U1;31/12/2021;1.150
1119.;INSELMA SA;A21011580;AZNALCOLLAR;ESPANA;U1;31/12/2018;1.148
1120.;DECOR BOOM SA;A28473353;MADRID;ESPANA;U1;31/12/2021;1.144
1121.;TRANSRUTAS SA (EXTINGUIDA);A08452500;BARCELONA;ESPANA;U1;31/12/2020;1.143
1122.;EJA INSTALACIONES SA;A28472710;MADRID;ESPANA;U1;31/12/2021;1.142
1123.;INDUSTRIAS JR SL (EXTINGUIDA);B24012320;VALDEFRESNO;ESPANA;U1;31/12/2003;1.139
1124.;GERONIMO CAROL SA;A08436677;IGUALADA;ESPANA;U1;31/12/2010;1.134
1125.;INSTALACION Y FABRICACION DE ROTULOS LUMINOSOS SA;A07054505;PALMA;ESPANA;U1;31/12/2019;1.132
1126.;AUTOBUSES DE VIVERO OTERO SL;B27009539;VIVEIRO;ESPANA;U1;31/12/2021;1.132
1127.;MAJUENJO SL;B08526261;BARBERA DEL VALLES;ESPANA;U1;31/12/2021;1.130
1128.;TUBOLENS SA;A27008812;RIBADEO;ESPANA;U1;31/12/2021;1.126
1129.;FILIBERTO INFANZON TRELLES SL;B33023078;COAÑA;ESPANA;U1;31/12/2021;1.125
1130.;TALLERES CASTELLET SA;A08481418;BARCELONA;ESPANA;U1;31/12/2002;1.110
1131.;TRANSPORTES VEGA SL;B11014164;SAN ROQUE;ESPANA;U1;31/12/2021;1.109
1132.;PAVIMENTOS ARRONDO SA (EXTINGUIDA);A20050720;GABIRIA;ESPANA;U1;31/12/2018;1.106
1133.;XASE, SA (EXTINGUIDA);A07033335;PALMA;ESPANA;U1;31/12/2014;1.106
1134.;EDBALNU SL;B08453102;BARCELONA;ESPANA;U2;31/12/2021;1.103
1135.;EUROHOLDING SA;A41051061;SEVILLA;ESPANA;U1;31/12/2021;1.103
1136.;GIMECO SL;B05005079;AVILA;ESPANA;U1;31/12/2017;1.100
1137.;EL ESPEJO SA (EN LIQUIDACION);A28492379;MADRID;ESPANA;U1;31/12/2015;1.099
1138.;PROMOTORA UNIDA SL (EXTINGUIDA);B46089587;VALENCIA;ESPANA;U1;31/12/2006;1.097
1139.;HERVEL ELECTROQUIMICA SL;B48086227;ERMUA;ESPANA;U1;31/12/2021;1.095
1140.;ARBEX & DIGITAPRINT SL (EN LIQUIDACION);B01013291;VITORIA-GASTEIZ;ESPANA;U1;31/12/2020;1.094
1141.;TALLERES CAR SL;B20051181;ANDOAIN;ESPANA;U1;31/12/2021;1.093
1142.;ESTEHYNE SL;B48113286;LOIU;ESPANA;U1;31/12/2021;1.089
1143.;MUEBLES JABSS SL;B08469959;MANRESA;ESPANA;U1;31/12/2021;1.089
1144.;DOMINGO HERNANDO SL (EN LIQUIDACION);B41049982;SEVILLA;ESPANA;U1;31/12/2018;1.088
1145.;DOLLFUS MIEG SA;A08140451;CORNELLA DE LLOBREGAT;ESPANA;U1;31/12/2021;1.086
1146.;CANALIZACIONES Y EXCAVACIONES SL (EXTINGUIDA);B08478182;SABADELL;ESPANA;U1;31/12/2017;1.086
1147.;POVESA SA;A40004822;SEGOVIA;ESPANA;U1;31/12/2020;1.085
1148.;LIMPIEZAS TORREJON SL;B28502409;SAN FERNANDO DE HENARES;ESPANA;U1;31/12/2020;1.085
1149.;TRANSPORTES PALAU SL;B08454522;TERRASSA;ESPANA;U1;31/12/2021;1.083
1150.;INMOBILIARIA HOTEL LOS ANGELES SA;A18003806;GRANADA;ESPANA;U1;31/12/2021;1.082
1151.;RESTAURANT HISPANIA SA;A08491508;ARENYS DE MAR;ESPANA;U1;31/12/2018;1.076
1152.;CAN POUS AGRICOLA Y GANADERA SL;B43028125;BARCELONA;ESPANA;U1;31/12/2021;1.075
1153.;VIVEROS DE CARDEDEU SA;A08299521;CARDEDEU;ESPANA;U1;31/12/2021;1.071
1154.;JOSE PEREZ MARTINEZ SL;B41048414;SEVILLA;ESPANA;U1;31/12/2021;1.071
1155.;MARSIO SL;B36010015;O PORRIÑO;ESPANA;U1;31/12/2021;1.069
1156.;PROMONAL SL  (EXTINGUIDA);B46121471;VALENCIA;ESPANA;U1;31/12/2008;1.069
1157.;CABLEMAT SA  (EXTINGUIDA);A08442261;BARCELONA;ESPANA;U1;31/12/2013;1.069
1158.;TRANSPORTES EGUILUZ ERCILLA SOCIEDAD LIMITADA (EXTINGUIDA);B48090757;GALDAKAO;ESPANA;U1;31/12/2014;1.066
1159.;MASTER ALIMENTACION SA;A18017244;VILAGARCIA DE AROUSA;ESPANA;U1;31/12/2004;1.063
1160.;ENERGIA Y AIRE SL;B28479400;POZUELO DE ALARCON;ESPANA;U1;31/12/2021;1.062
1161.;COOP DE TRANSPORTES DEL GUADIANA DE DON BENITO;F06013452;DON BENITO;ESPANA;U1;31/12/2021;1.062
1162.;MELASIN SA (EXTINGUIDA);A07052590;PALMA;ESPANA;U1;31/12/2010;1.060
1163.;FOMAN SL;B08448995;MANRESA;ESPANA;U1;31/12/2021;1.057
1164.;LIMPIEZA Y APLICACION DE PINTURA INDUSTRIAL Y NAVAL SL;B36616282;VIGO;ESPANA;U1;31/12/2021;1.055
1165.;HERMANOS MARTINEZ, SA;A50014240;CALATAYUD;ESPANA;U1;31/12/2021;1.054
1166.;MOL SA (EN LIQUIDACION);A08465536;BARCELONA;ESPANA;U1;31/12/2000;1.048
1167.;VASFORM SL  (EXTINGUIDA);B48082044;ARRIGORRIAGA;ESPANA;U1;31/12/2011;1.044
1168.;TALLERES MECANICOS DEL LITORAL SL;B18004457;MOTRIL;ESPANA;U1;31/12/2016;1.043
1169.;CONTIBAL SA (EXTINGUIDA);A08521999;TERRASSA;ESPANA;U1;31/12/2000;1.043
1170.;LURUEÑA SL;B28494797;MADRID;ESPANA;U1;31/12/2021;1.040
1171.;TRANSPORTES PUENTEVEA SL;B15028202;TEO;ESPANA;U1;31/12/2021;1.037
1172.;EXPLOTACIONES FERNANDO NEVADO SA;A28489821;ALCOBENDAS;ESPANA;U1;31/12/2005;1.036
1173.;PEDRO SORIANO SA (EN LIQUIDACION);A46015152;VALENCIA;ESPANA;U1;31/12/2008;1.033
1174.;ESTRUCTURAS METALICAS FRUTOS, SA;A01012962;VITORIA-GASTEIZ;ESPANA;U1;31/12/2021;1.031
1175.;SERAS MUTUALIDAD DE SEGUROS A PRIMA FIJA (EXTINGUIDA);V28378180;MADRID;ESPANA;U1;31/12/2017;1.031
1176.;COMERCIAL PEREGRIN SL;B04007811;PULPI;ESPANA;U1;30/04/2020;1.026
1177.;NIETO DE MAXIMO BOLADO SL;B39016183;SANTANDER;ESPANA;U1;31/12/2021;1.025
1178.;MOBRA SL (EXTINGUIDA);B17038134;SALT;ESPANA;U1;31/12/2014;1.024
1179.;MARTINEZ RECTIFICADORA LUCENSE SL;B27009851;LUGO;ESPANA;U1;31/12/2021;1.024
1180.;TRANSPORTES ARAMBURU S.L. (EXTINGUIDA);B20048526;ARRASATE/MONDRAGON;ESPANA;U1;31/12/2004;1.016
1181.;SA DE TAPON PLASTICO (EXTINGUIDA);A08447104;MARTORELL;ESPANA;U1;31/12/2001;1.015
1182.;GOLD INTERNACIONAL SL;B28467736;VALMOJADO;ESPANA;U1;31/12/2021;1.014
1183.;PROMOCIONES Y CONSTRUCCIONES ALVAREZ SL;B33611187;GIJON;ESPANA;U1;31/12/2021;1.013
1184.;HIJOS DE JOSE GROBA LAMAS SL;B36010486;PONTEAREAS;ESPANA;U1;31/12/2021;1.012
1185.;GOMAP SL (EN LIQUIDACION);B23014277;JAEN;ESPANA;U1;31/12/2013;1.012
1186.;MAXSOR HITA SRL;B28457190;MADRID;ESPANA;U1;31/12/2017;1.010
1187.;TRANSPORTES PELLICER E HIJOS SL;B46100947;VALENCIA;ESPANA;U1;31/12/2020;1.010
1188.;TRANSPORTES TECA SA;A41057100;ALCALA DE GUADAIRA;ESPANA;U1;31/12/2021;1.007
1189.;REPUESTOS DEL NALON SA (EXTINGUIDA);A33022658;LLANGREU;ESPANA;U1;31/12/2010;1.006
1190.;MATERIALES VALL D'ALBA SL;B12023032;VALL D'ALBA;ESPANA;U1;31/12/2021;1.006
1191.;ROGELIO FERNANDEZ ROMERO SL;B41052754;ALCALA DE GUADAIRA;ESPANA;U1;31/12/2019;1.004
1192.;PROMOTORA DE VIVIENDAS SOCIALES DE HUELVA SL;B21009303;SEVILLA;ESPANA;U2;31/12/2020;1.004
1193.;SERVICIOS INTEGRALES SERVIMARKET SL;B81613275;LEGANES;ESPANA;U1;31/12/2020;1.003
1194.;HOTEL LES ILLES SA;A17033275;TORROELLA DE MONTGRI;ESPANA;U1;31/12/2021;1.003
1195.;ARAGONESA DE CALIBRADOS SA  (EXTINGUIDA);A50042480;ZARAGOZA;ESPANA;U1;07/07/2014;1.000
1196.;EVEREST CORPORACIO S.A. (EXTINGUIDA);A08468753;SABADELL;ESPANA;U1;31/12/2000;999
1197.;AQUIVIRA SA  (EXTINGUIDA);A41050485;MAIRENA DEL ALJARAFE;ESPANA;U1;31/08/2012;998
1198.;RIBETMAY SL;B03052339;ELCHE/ELX;ESPANA;U1;31/12/2021;997
1199.;MARMOLES VISEMAR SL;B03060431;NOVELDA;ESPANA;U1;31/12/2021;996
1200.;TRAMAPUNT SL. (EN LIQUIDACION);B08502890;TERRASSA;ESPANA;U1;31/12/2001;996
1201.;TUBERIAS Y SOLDADURAS ESPECIALES SL;B08475220;GRANOLLERS;ESPANA;U1;31/12/2020;994
1202.;SELECCIONES KONEMA SL (EXTINGUIDA);B08265993;BARCELONA;ESPANA;U1;31/12/2018;988
1203.;AUTOLUC SA;A14023345;LUCENA;ESPANA;U1;31/12/2021;988
1204.;CAPARO ATLAS ESPAÑA SA  (EXTINGUIDA);A08479149;GAVA;ESPANA;U1;31/12/2010;987
1205.;TRANSPORTES TORINA SL;B39016878;BARCENA DE PIE DE CONCHA;ESPANA;U1;31/12/2002;986
1206.;ALONSO PEREZ SL;B41053513;SEVILLA;ESPANA;U1;31/12/2021;983
1207.;CENTRAL HORTOFRUTICOLA DE ALMACELLAS SA;A25016874;ALMACELLES;ESPANA;U1;30/04/2021;983
1208.;S.C. DE PRODUCTORES DEL CAMPO SAN ESTEBAN DE LAMAS;F15025851;SAN SADURNIÑO;ESPANA;U1;31/12/2002;983
1209.;GRUPO JURADO NIGORRA SL.;B28469195;MADRID;ESPANA;U2;31/12/2021;979
1210.;FLORENCI COS SL;B17034307;OLOT;ESPANA;U1;31/12/2021;976
1211.;PROVIVE SL;B27010404;AMES;ESPANA;U2;31/12/2021;975
1212.;URTEX MANTENIMIENTO INDUSTRIAL S.L.;B08480022;PREMIA DE DALT;ESPANA;U1;31/12/2017;972
1213.;FUNDICION MONTGATINA SL  (EXTINGUIDA);B08226821;MONTGAT;ESPANA;U1;31/12/2013;968
1214.;TRANSVIMAR SA;A38019303;GÜIMAR;ESPANA;U1;31/12/2021;967
1215.;MUEBLES TORRELAVEGA SOCIEDAD ANONIMA (EXTINGUIDA);A39016787;SANTANDER;ESPANA;U1;31/12/2009;965
1216.;DY ZUANY SL  (EXTINGUIDA);B46104212;CAMPILLO DE ALTOBUEY;ESPANA;U1;31/12/2011;964
1217.;CONSUR SA;A28483733;MADRID;ESPANA;U1;31/12/2021;961
1218.;ESTACION DE SERVICIOS SOMOSAGUAS SA;A28368983;POZUELO DE ALARCON;ESPANA;U1;31/12/2020;958
1219.;MERCAMOTOR SA;A08455834;RIPOLLET;ESPANA;U1;31/12/2020;958
1220.;APARTAMENTOS DEYA SL;B07049190;CALVIA;ESPANA;U1;31/12/2021;957
1221.;HIERROS DEL SUR SAU (EXTINGUIDA);A41050394;ALCALA DE GUADAIRA;ESPANA;U1;31/12/2015;956
1222.;GRAE SA  (EXTINGUIDA);A06011381;ZAFRA;ESPANA;U1;31/12/2004;955
1223.;SA ANTONIO MUÑOZ IMPERMEABILIZANTES VITASFALT  (EXTINGUIDA);A28466092;MADRID;ESPANA;U1;31/12/2011;954
1224.;A CHECA TEXTIL SL (EXTINGUIDA);B08466781;OLESA DE MONTSERRAT;ESPANA;U1;31/12/2005;953
1225.;AUTOTALLERES GIL SA (EN LIQUIDACION);A48086912;BILBAO;ESPANA;U1;31/12/2019;949
1226.;DIVER SA  (EXTINGUIDA);A08458812;RUBI;ESPANA;U1;31/12/2013;949
1227.;VIVIENDAS MIRAFLORES SA;A48083356;BILBAO;ESPANA;U1;31/12/2021;947
1228.;GENEROS DE PUNTO PERA SL;B08476178;MATARO;ESPANA;U1;31/12/2021;945
1229.;INCO SA (EXTINGUIDA);A08473522;BARCELONA;ESPANA;U1;31/12/2006;945
1230.;TALLERES CALIFORNIA SL;B28501203;HUMANES DE MADRID;ESPANA;U1;31/12/2021;938
1231.;MANUFACTURAS FRIGORIFICAS SA (EXTINGUIDA);A18017152;PELIGROS;ESPANA;U1;31/12/2013;937
1232.;SANDOY SL;B36612802;VIGO;ESPANA;U1;31/12/2021;934
1233.;AIXA SL;B28490225;MADRID;ESPANA;U1;31/12/2021;932
1234.;LOYGAR SA  (EXTINGUIDA);A28487627;RIVAS-VACIAMADRID;ESPANA;U1;31/12/2013;930
1235.;MOBELYDE S.C.;F42002030;DURUELO DE LA SIERRA;ESPANA;U1;31/12/2000;928
1236.;ENGOMADOS FABRA SA;A08440877;TORRELAVIT;ESPANA;U1;31/12/2004;928
1237.;CASALS INTERNACIONAL SA;A08505851;MANRESA;ESPANA;U1;31/12/2021;926
1238.;AGROPECUARIA LAGAR GRANDE SL;B41052044;PALMA DEL RIO;ESPANA;U1;31/12/2019;926
1239.;SA MANIPULADOS GRAFICOS (EXTINGUIDA);A08439499;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2018;925
1240.;DISTRIBUCIONES DE ALIMENTACION BERNA SL;B13008966;VALDEPEÑAS;ESPANA;U1;31/12/2021;925
1241.;AGUAS BARA SL;B43026400;RODA DE BERA;ESPANA;U1;31/12/2021;924
1242.;GRAFISHERRY SA (EN LIQUIDACION);A11005865;EL PUERTO DE SANTA MARIA;ESPANA;U1;31/12/2013;924
1243.;MELENDEZ ALBA SA  (EXTINGUIDA);A08600991;SANT JOAN DESPI;ESPANA;U1;31/12/2009;923
1244.;IZAR-ONDO SL;B31072259;ARBIZU;ESPANA;U1;31/12/2021;922
1245.;PAPELES NAVARRO SA;A48024335;BILBAO;ESPANA;U1;31/12/2020;918
1246.;TALLERES GIS VER SOCIEDAD LIMITADA;B03056835;ALMORADI;ESPANA;U1;31/12/2021;916
1247.;BOLSOS DOMINGO SL  (EXTINGUIDA);B28499986;MADRID;ESPANA;U1;31/12/2007;915
1248.;TECNO MEDIC SL (EXTINGUIDA);B14030548;CORDOBA;ESPANA;U1;31/12/2019;910
1249.;INDUSTRIAL FORFUSTA SL  (EXTINGUIDA);B17032194;GIRONA;ESPANA;U1;31/12/2007;910
1250.;NORCATECNIA SOCIEDAD LIMITADA.;B50047562;ZARAGOZA;ESPANA;U1;31/12/2021;905
1251.;FELIPE DE MARCO SA;A28487866;TORREJON DE ARDOZ;ESPANA;U1;31/12/2021;904
1252.;VACACIONES AL MAR SL. (EXTINGUIDA);B28460376;MADRID;ESPANA;U1;31/12/2001;903
1253.;ANODIZADOS DE VALENCIA SL  (EXTINGUIDA);B46099354;ALAQUAS;ESPANA;U1;31/12/2019;901
1254.;COMERCIAL BB SA;A08523540;RUBI;ESPANA;U1;31/07/2021;899
1255.;LA MARINA CONSTRUCCIONES, SA;A03057221;LA NUCIA;ESPANA;U1;31/12/2020;898
1256.;PAVIMENTOS Y CONSTRUCCIONES DE HORMIGON SL;B46126686;VALENCIA;ESPANA;U2;31/12/2020;898
1257.;NOVIGRAN SOCIEDAD LIMITADA;B18016683;GRANADA;ESPANA;U1;31/12/2020;889
1258.;TEXTILES ATHENEA, SOCIEDAD ANONIMA;A03051976;VILLENA;ESPANA;U2;31/12/2021;888
1259.;KIRANS SA;A28492247;SANTA CRUZ DE TENERIFE;ESPANA;U1;31/12/2021;885
1260.;EXPLOTACIONES AGRICOLAS CUEVAS DE ALMANZORA SOCIEDAD ANONIMA (EXTINGUIDA);A03054061;SANT JOAN D'ALACANT;ESPANA;U1;30/06/2017;884
1261.;FARO 76 SA;A11015799;CHIPIONA;ESPANA;U1;31/12/2021;883
1262.;EGARTORRE SL  (EXTINGUIDA);B28478493;ARGANDA;ESPANA;U1;31/12/2012;882
1263.;PLAYA Y PINOS SA;A28491033;MADRID;ESPANA;U1;31/12/2020;881
1264.;CRIFISA SL;B08502791;GRANOLLERS;ESPANA;U1;31/12/2018;879
1265.;TRANSMISIONES Y ACCIONAMIENTOS SL;B08472185;BARCELONA;ESPANA;U1;31/12/2021;875
1266.;XAMAR SA (EXTINGUIDA);A08453730;BARCELONA;ESPANA;U1;31/12/2009;873
1267.;EXPLOTACIONES AGRICOLAS CARRASCOY S L (EXTINGUIDA);B30026322;MURCIA;ESPANA;U1;31/08/2002;872
1268.;COMERCIAL DE SUMINISTROS PARA LA INFORMATICA SL;B28475002;MADRID;ESPANA;U1;31/12/2021;861
1269.;COOP NTRA SEÑORA DE BELEN S.C. DE CABEZA DE BUEY BADAJOZ;F06015366;CABEZA DEL BUEY;ESPANA;U1;31/12/2003;860
1270.;TRANSPORTES SALINAS SL (EXTINGUIDA);B46098257;RIBA-ROJA DE TURIA;ESPANA;U1;31/12/2018;857
1271.;CONSTRUCCIONES PANADES SA;A08471534;IGUALADA;ESPANA;U1;31/12/2021;856
1272.;FERRETERIA SIVAL SL;B08449407;BARCELONA;ESPANA;U1;31/12/2021;855
1273.;TECNICOS AUTOMOTRICES ASOCIADOS SA;A50038652;LA PUEBLA DE ALFINDEN;ESPANA;U1;31/12/2021;844
1274.;ELECTRO TECNOS SL (EN LIQUIDACION);B11013182;CADIZ;ESPANA;U1;31/12/2013;842
1275.;LO NAVARRO DE MURCIA SA;A30024772;MURCIA;ESPANA;U1;31/12/2021;842
1276.;FRUTAS SANCHEZ SA;A30007553;MURCIA;ESPANA;U1;31/12/2021;836
