;Nombre;Código NIF;Localidad;País;Código consolidación;Ultimo año disponible;"Ingresos de explotación
mil EUR
Últ. año disp."
80.;S.C. AGRICOLA NUESTRA SEÑORA DE LAS VIRTUDES;F11016474;CONIL DE LA FRONTERA;ESPANA;U1;31/12/2020;31.860
81.;PIENSOS COMPUESTOS VICTORIA, SA;A08143588;VIC;ESPANA;U2;31/12/2020;28.723
82.;CATERPILLAR FINANCIAL CORPORACION FINANCIERA SA ESTABLECIMIENTO FINANCIERO DE CREDITO;A28125805;POZUELO DE ALARCON;ESPANA;U1;31/12/2020;28.671
83.;COMPLEMENTOS SANITARIOS SA;A08183816;GAVA;ESPANA;U2;31/12/2021;28.665
84.;AEPO SOCIEDAD ANONIMA (EXTINGUIDA);A28117992;MADRID;ESPANA;U1;31/12/2009;27.774
85.;TUBACEX, SA;A01003946;LAUDIO/LLODIO;ESPANA;U2;31/12/2021;27.496
86.;MATEU CROMO ARTES GRAFICAS SA (EXTINGUIDA);A28117604;PINTO;ESPANA;U2;31/12/2007;27.492
87.;SOREA SOCIEDAD REGIONAL DE ABASTECIMIENTO DE AGUAS SA;A08146367;BARCELONA;ESPANA;U1;31/12/2021;27.412
88.;EREDU SCI;F20025334;LEGORRETA;ESPANA;U1;31/12/2018;26.798
89.;ADARSA NORTE SA.;A39001888;SANTANDER;ESPANA;U1;31/12/2020;26.283
90.;CIUDALCAMPO SA;A28124824;COLMENAR VIEJO;ESPANA;U1;31/12/2010;25.894
91.;DAMAS SA;A28120368;HUELVA;ESPANA;U1;31/12/2014;25.830
92.;COMERCIAL DECORATIVA S.A.(EXTINGUIDA);A29005105;MADRID;ESPANA;U1;31/12/2004;25.696
93.;COMERCIO INDUSTRIA MATERIAS AGRICOLAS SA;A02002947;ALBACETE;ESPANA;U1;31/12/2021;25.465
94.;TORCIDOS IBERICOS SA;A08149478;CASTELLBELL I EL VILAR;ESPANA;U1;31/12/2004;25.314
95.;MILANO DIFUSION SA (EXTINGUIDA);A37003381;MADRID;ESPANA;U1;28/02/2005;25.129
96.;JUMBERCA SA;A08139354;BADALONA;ESPANA;U1;31/12/2000;24.959
97.;FERNANDO BUIL SAU.;A19001353;COSLADA;ESPANA;U1;31/12/2021;24.277
98.;ANGELINI BEAUTY SA.;A08144172;BARCELONA;ESPANA;U1;31/12/2021;23.871
99.;INMOBILIARIA GUADALMEDINA SA;A29005782;VALENCIA;ESPANA;U2;31/12/2020;23.780
100.;OLIVER Y BATLLE SA;A08149759;BADALONA;ESPANA;U1;31/12/2021;23.283
101.;ASTAR SA;A48039457;SONDIKA;ESPANA;U1;31/12/2021;23.186
102.;BILFINGER INDUSTRIAL SERVICES SPAIN SA (EXTINGUIDA);A28115319;ALCALA DE HENARES;ESPANA;U2;31/12/2017;23.117
103.;COOP CITRICOLA SAN ALFONSO DE BECHI COOP V;F12011524;BETXI;ESPANA;U1;31/08/2001;22.994
104.;SRG GLOBAL IBI SL.;B03006350;IBI;ESPANA;U1;31/12/2020;22.805
105.;COVIDES S.C.C.L.;F08174963;VILAFRANCA DEL PENEDES;ESPANA;U1;31/07/2017;22.381
106.;INSTRUMENTOS WIKA SA;A08143497;SABADELL;ESPANA;U1;31/12/2020;22.016
107.;VIBELBA SLU;B08143919;PALMA;ESPANA;U1;31/12/2020;21.820
108.;ESTACION DE SERVICIO ARALAR SL;B31008238;BERRIOPLANO/BERRIOBEITI;ESPANA;U1;31/12/2021;21.787
109.;MOTOR BALEAR SA;A07009988;PALMA;ESPANA;U1;31/12/2000;21.774
110.;ALCOHOLERA DE LA MANCHA, SOCIEDAD LIMITADA (EXTINGUIDA);B28126498;TOMELLOSO;ESPANA;U1;31/08/2013;21.756
111.;TERMINALES PORTUARIAS S.L. (EXTINGUIDA);B28122208;BARCELONA;ESPANA;U1;31/12/2000;21.628
112.;COMPAÑIA INTERNACIONAL DE SUMINISTROS AEREO MARITIMOS SL (EXTINGUIDA);B08140717;BARCELONA;ESPANA;U1;31/12/2011;21.565
113.;PROMOCIONES URBANAS SL (EXTINGUIDA);B28126126;MADRID;ESPANA;U1;31/12/2019;21.207
114.;OBRAS Y ESTRUCTURAS SA (EXTINGUIDA);A28124246;MADRID;ESPANA;U1;31/12/2010;19.905
115.;CEGELEC SA;A28123552;SAN FERNANDO DE HENARES;ESPANA;U1;31/12/2021;19.744
116.;TOP, PROYECTOS Y CONTRATAS SL.;B08156572;BARCELONA;ESPANA;U2;31/12/2016;19.147
117.;KLOCKNER IBERICA S.L. (EXTINGUIDA);B28128726;ALCOBENDAS;ESPANA;U1;31/12/2006;18.500
118.;EKON CLOUD COMPUTING SOLUTIONS SAU;A08147811;MADRID;ESPANA;U2;31/12/2020;18.498
119.;DONUT CORPORATION MALAGA SA (EXTINGUIDA);A29005758;MALAGA;ESPANA;U1;30/12/2001;18.154
120.;CUPIRE PADESA SL;B32001588;CARBALLEDA DE VALDEORRAS;ESPANA;U2;31/12/2021;17.538
121.;SANTIAGO JUANDO SA;A17007063;FORNELLS DE LA SELVA;ESPANA;U1;31/12/2020;17.286
122.;ELDU, SA;A48035141;BILBAO;ESPANA;U1;31/12/2021;17.246
123.;HARINERA CANARIA SA;A35004399;AGÜIMES;ESPANA;U1;31/12/2020;17.227
124.;INDUSTRIAS PROA SA;A36603967;VIGO;ESPANA;U1;31/12/2021;17.135
125.;INDUSTRIAS PONSA SA;A08148058;MADRID;ESPANA;U1;31/12/2021;16.926
126.;MIKY SL;B08150435;TERRASSA;ESPANA;U2;31/12/2021;16.637
127.;CASALS CARDONA INDUSTRIAL SA;A08149668;MANRESA;ESPANA;U1;31/12/2020;16.361
128.;EXPORTADORA D AGRIS D'ALCANAR S.C. CL;F12011052;ALCANAR;ESPANA;U1;30/09/2018;15.775
129.;COOP COMARCAL DE TRANSPORTES;F22002836;MONZON;ESPANA;U1;31/12/2014;15.756
130.;ESSENTRA PACKAGING SA.;A08147233;MONTCADA I REIXAC;ESPANA;U1;31/12/2020;15.698
131.;INDUSTRIAS TAJO S.C.L.;F20025391;OIARTZUN;ESPANA;U2;31/12/2020;15.231
132.;RECEPTORA DE LIQUIDOS SA;A08145385;BARCELONA;ESPANA;U1;31/12/2021;15.146
133.;SBI CONNECTORS ESPAÑA SA;A28124501;SANT ESTEVE SESROVIRES;ESPANA;U1;31/12/2017;15.046
134.;SUSAETA EDICIONES SA;A28120087;MADRID;ESPANA;U1;31/12/2021;14.778
135.;SUCESORES DE JOSE ESCUDER SL;B08152423;RUBI;ESPANA;U1;31/12/2021;14.644
136.;COOP CORUÑESA TRANSPORTES PESCADO TRANSPECO;F15032576;A CORUÑA;ESPANA;U1;31/12/2015;14.394
137.;ROCHINA SOCIEDAD ANONIMA UNIPERSONAL (EXTINGUIDA);A46020327;VALENCIA;ESPANA;U1;31/12/2012;14.356
138.;VIAJES INSULAR, SA;A35004670;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;31/12/2021;14.141
139.;LERIDA UNION QUIMICA SA;A25005901;SUDANELL;ESPANA;U1;31/12/2021;13.966
140.;LABORATORIOS FOURNIER SA (EXTINGUIDA);A08147928;BARCELONA;ESPANA;U1;31/12/2007;13.843
141.;BIL-BU SOCIEDAD LIMITADA MATERIALES DE CONSTRUCCION. (EXTINGUIDA);B48036487;AMOREBIETA-ETXANO;ESPANA;U1;31/12/2005;13.761
142.;EBROACERO, SA;A50009844;ZARAGOZA;ESPANA;U1;31/12/2021;13.756
143.;DESHIDRATACIONES Y CONSERVAS AGRICOLAS, SA;A50010149;ZARAGOZA;ESPANA;U1;31/12/2021;13.728
144.;HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO, SOCIEDAD ANONIMA;A30602965;CARTAGENA;ESPANA;U1;31/12/2020;13.366
145.;COMERCIAL SETABENSE SA;A46020558;XATIVA;ESPANA;U2;31/12/2020;13.346
146.;MIBA SCL;F48039507;MARKINA-XEMEIN;ESPANA;U1;31/12/2015;13.251
147.;KELVION THERMAL SOLUTIONS SOCIEDAD ANONIMA.;A48037550;IGORRE;ESPANA;U1;31/12/2021;13.169
148.;COOP AGRICOLA VINICOLA EXTREMEÑA SAN JOSE;F06003446;VILLAFRANCA DE LOS BARROS;ESPANA;U1;31/08/2020;12.963
149.;CAJA RURAL DE GUISSONA SOCIEDAD COOPERATIVA DE CREDITO;F25014754;GUISSONA;ESPANA;U1;31/12/2021;12.797
150.;SPX FLOW TECHNOLOGY IBERICA SA (EXTINGUIDA);A28121127;MADRID;ESPANA;U1;31/12/2017;12.698
151.;CENTRAL DE FRADES SOCIEDADE COOP GALEGA;F15018534;FRADES;ESPANA;U1;31/12/2020;12.472
152.;TECNITOYS JUGUETES SA  (EXTINGUIDA);A08140543;BARCELONA;ESPANA;U1;31/03/2011;12.318
153.;AGRICOLA LEONESA SA;A24004053;LEON;ESPANA;U1;31/12/2013;12.105
154.;TRIUMPH INTERNACIONAL SA;A28118255;MADRID;ESPANA;U1;31/12/2021;12.034
155.;COCALNI COOP V;F12010450;ALQUERIES/ALQUERIAS NIÑO PERDIDO;ESPANA;U1;30/09/2016;11.837
156.;MASIA SA DE VIDRIOS Y CRISTALES;A08139529;SABADELL;ESPANA;U1;31/12/2021;11.777
157.;FILLATTICE IBERICA S.L. (EXTINGUIDA);B08142192;MONTORNES DEL VALLES;ESPANA;U1;31/12/2001;11.635
158.;PRODUCTOS CARNICOS PIRENE SOCIEDAD ANONIMA (EXTINGUIDA);A17007311;LES PLANES D'HOSTOLES;ESPANA;U1;31/12/2009;11.550
159.;CROUZET SA (EXTINGUIDA);A08142085;BARCELONA;ESPANA;U1;31/12/2001;11.254
160.;TEXIDO SA;A08143422;LLIÇA DE VALL;ESPANA;U1;31/12/2021;11.088
161.;S.C. AGRICOLA SANTA MARTA VIRGEN;F06003404;SANTA MARTA;ESPANA;U1;31/07/2018;10.861
162.;EDICIONS 62, SA;A08148991;BARCELONA;ESPANA;U2;31/12/2021;10.842
163.;ARATUR SL;B50010859;ZARAGOZA;ESPANA;U1;31/12/2021;10.492
164.;S.C. ANDALUZA SOR ANGELA DE LA CRUZ LTDA;F41021494;ESTEPA;ESPANA;U1;31/12/2019;10.451
165.;COUTH INDUSTRIAL MARKING SYSTEMS SL.;B20024956;HERNANI;ESPANA;U1;31/12/2021;10.399
166.;COMERCIAL AUTOMOVILISTICA IRUNESA S.A. (EXTINGUIDA);A20023628;IRUN;ESPANA;U1;31/12/2000;10.362
167.;TALLERES DE COSLADA SA (EXTINGUIDA);A28123453;CAMARMA DE ESTERUELAS;ESPANA;U1;31/12/2002;10.362
168.;ABANTIA FLUID & GAS S.A. (EXTINGUIDA);A08140303;SANT BOI DE LLOBREGAT;ESPANA;U1;31/12/2007;10.005
169.;GAEZ SL (EXTINGUIDA);B28132058;ARGANDA DEL REY;ESPANA;U1;31/12/2020;9.597
170.;INDUSTRIA DEL FRIO AUXILIAR CONSERVERA SA;A48034482;BERMEO;ESPANA;U1;31/12/2021;9.462
171.;COMERCIAL BOIZ SA;A28122711;MADRID;ESPANA;U1;31/12/2021;9.322
172.;AYORA GEA TRANSPORTES PETROLIFEROS SA. (EN LIQUIDACION);A46020491;ALBUIXECH;ESPANA;U1;31/12/2020;9.157
173.;PONDEX AVICOLA SL (EXTINGUIDA);B50010339;JUNEDA;ESPANA;U1;31/12/2009;9.114
174.;VYC INDUSTRIAL SA;A08147357;TERRASSA;ESPANA;U1;31/12/2021;9.045
175.;SA DE MANUFACTURAS OPTICAS (EXTINGUIDA);A43017565;VILOBI DEL PENEDES;ESPANA;U1;31/12/2006;9.040
176.;TINTAS ARZUBIALDE SA (EXTINGUIDA);A26004325;LOGROÑO;ESPANA;U1;31/12/2008;9.002
177.;COOP VINICOLA DE CENICERO;F26005983;CENICERO;ESPANA;U1;30/09/2018;8.845
178.;EUROMAQUINA SL ASOCIACION DE FABRICANTES EUROPEOS DE MAQUINAS HERRAMIENTAS;B28121036;MADRID;ESPANA;U1;31/12/2021;8.810
179.;CEPSA LEMA SL. (EXTINGUIDA);B28124980;MADRID;ESPANA;U1;31/12/2016;8.728
180.;SETA SOCIEDAD ESPAÑOLA DE TRATAMIENTO DE AGUA SL (EN LIQUIDACION);B28142842;RIVAS-VACIAMADRID;ESPANA;U1;31/12/2018;8.538
181.;CEPSA DISCO SL. (EXTINGUIDA);B28137594;MADRID;ESPANA;U1;31/12/2018;8.499
182.;FRANCISCO BUFORT ALEMANY SL (EXTINGUIDA);B03010782;ALICANTE/ALACANT;ESPANA;U1;31/12/2005;8.480
183.;GRABISA TINTES Y ACABADOS SL (EXTINGUIDA);B28127652;VILADECAVALLS;ESPANA;U1;31/12/2017;8.399
184.;LABORATORIOS ESPINOS Y BOFILL SA;A08150450;CORNELLA DE LLOBREGAT;ESPANA;U1;31/12/2021;8.361
185.;RPK METAL FORMING SOCIEDAD ANONIMA.;A43007038;TARRAGONA;ESPANA;U1;31/12/2021;8.292
186.;CASBAR TECNOLOGIA INDUSTRIAL SL (EN LIQUIDACION);B28126019;LEGANES;ESPANA;U1;31/12/2010;7.991
187.;EL BATAN ESTACION DE SERVICIO SA;A28123875;MADRID;ESPANA;U1;31/12/2015;7.884
188.;LUCERO DE LEVANTE SL;B03010634;ALACANT/ALICANTE;ESPANA;U1;31/12/2021;7.809
189.;PREFABRICADOS RESISTENTES SA (EXTINGUIDA);A28118719;GETAFE;ESPANA;U1;31/12/2003;7.771
190.;ISPHORDING HISPANIA SA  (EXTINGUIDA);A31008055;ALTSASU/ALSASUA;ESPANA;U1;31/12/2006;7.740
191.;FRUTOS Y ZUMOS SA;A46021069;ALBAL;ESPANA;U1;31/12/2021;7.544
192.;PROTECCIONES ELECTRICAS DE ALTA PRECISION SA  (EXTINGUIDA);A48035174;BILBAO;ESPANA;U1;31/12/2006;7.317
193.;ARCHEL SA (EN LIQUIDACION);A28126746;ALCORCON;ESPANA;U1;31/12/2007;7.204
194.;CENTRE CULTURAL I ESPORTIU XALOC, SOCIEDAD ANONIMA;A08147555;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/08/2021;7.187
195.;UNION HARINERA SL;B18004036;PELIGROS;ESPANA;U1;31/12/2021;6.820
196.;ANDRES Y PLASA SA;A43007442;SANTA OLIVA;ESPANA;U1;31/12/2021;6.724
197.;SA DE TINTES Y ACABADOS (EXTINGUIDA);A08140527;CASTELLAR DEL VALLES;ESPANA;U1;31/12/2004;6.608
198.;ABRASIVOS MANHATTAN SA;A01003953;VITORIA-GASTEIZ;ESPANA;U1;31/12/2021;6.491
199.;SOLARES Y EDIFICIOS NORTEÑOS SOCIEDAD LIMITADA;B48035919;GALDAKAO;ESPANA;U1;31/12/2021;6.446
200.;CERAMICA ELITE PLUS S.L. (EXTINGUIDA);B12008611;ALCORA;ESPANA;U1;31/12/2004;6.380
201.;VILLALBA REOLID SL;B02002848;ALBACETE;ESPANA;U1;31/12/2021;6.321
202.;PLASTICOS GALICIA SA (EXTINGUIDA);A36603991;VIGO;ESPANA;U1;31/12/2003;6.273
203.;MANUFACTURAS HEPYC SA;A20011482;HERNANI;ESPANA;U1;31/12/2021;6.199
204.;ASOC DE INVESTIGACION INDUSTRIAL ICEA INVESTIGACION COOP ENTRE ENTIDADES ASEGURADORAS;G28646313;MADRID;ESPANA;U1;31/12/2017;6.174
205.;GARATGE HUGUET SA (EN LIQUIDACION);A08146474;VILAFRANCA DEL PENEDES;ESPANA;U2;31/12/2016;6.159
206.;COOP DEL CAMPO SAN MARCOS BIACETENSE LIMITADA;F22002851;BINACED;ESPANA;U1;31/12/2010;6.145
207.;BOWE SYSTEC SA;A28128247;MADRID;ESPANA;U1;31/12/2020;6.099
208.;LOS MOLINOS DE IBIZA, SA;A07010176;SANTA MARGALIDA;ESPANA;U1;31/12/2021;6.095
209.;CEPSA CIUBAR SA. (EXTINGUIDA);A28125276;MADRID;ESPANA;U1;31/12/2016;6.077
210.;METALCOLOR, SA;A26004457;CALAHORRA;ESPANA;U1;31/12/2021;6.044
211.;NOVOMONTAJE SL (EN LIQUIDACION);B28116283;MADRID;ESPANA;U1;31/12/2010;5.999
212.;INDUSTRIAS REGARD SA (EXTINGUIDA);A08150559;BARBERA DEL VALLES;ESPANA;U1;31/12/2004;5.769
213.;LURGI, SA UNIPERSONAL (EXTINGUIDA);A48036115;MADRID;ESPANA;U1;31/12/2010;5.644
214.;GIRONA OLIVA COLL CASASNOVAS INGENIEROS SA;A07010531;PALMA;ESPANA;U1;31/12/2019;5.610
215.;HELIOPAL SA;A07010390;CALVIA;ESPANA;U1;31/12/2021;5.589
216.;AUTOBUSES DE BUÑOL SL;B46001855;VALENCIA;ESPANA;U1;31/12/2021;5.541
217.;MANUFACTURA DE CAUCHO Y FIBRA SA (EXTINGUIDA);A07010762;CORNELLA DE LLOBREGAT;ESPANA;U1;31/12/2009;5.358
218.;QUIMILOCK SA;A28115988;GETAFE;ESPANA;U1;31/12/2020;5.354
219.;INJAR SOCIEDAD ANONIMA;A35004357;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;31/12/2021;5.353
220.;LEONARDO AZPIRI SA;A20024832;EIBAR;ESPANA;U1;31/12/2021;5.234
221.;COMERCIAL QUIMICA DEL CAUCHO SL;B03007077;ELCHE/ELX;ESPANA;U1;31/12/2020;5.157
222.;KYMEY SL;B30008619;MURCIA;ESPANA;U1;31/12/2021;5.148
223.;SEPARATOR SA  (EXTINGUIDA);A28124311;PINTO;ESPANA;U1;31/12/2009;4.846
224.;DOBERT TEXTILE GROUP SA.;A08141269;SANT QUIRZE DEL VALLES;ESPANA;U1;31/12/2021;4.801
225.;MANUEL LORENZO E HIJOS SL;B37003407;SALAMANCA;ESPANA;U1;31/12/2021;4.771
226.;FRIGORIFICOS PUERTA PRADO SA (EXTINGUIDA);A36609923;VIGO;ESPANA;U1;31/12/2000;4.647
227.;ARILFRUT SA;A25005877;LLEIDA;ESPANA;U1;31/12/2020;4.641
228.;COMERCIAL MIRASIERRA SA;A28121663;MADRID;ESPANA;U2;31/12/2020;4.619
229.;CARBURANTES SETABENSES SL;B46035044;XATIVA;ESPANA;U1;31/12/2019;4.570
230.;OILGEAR TOWLER SA;A20025987;HERNANI;ESPANA;U1;31/12/2020;4.565
231.;PIENSOS ARB SA;A25006107;LLEIDA;ESPANA;U1;31/12/2020;4.490
232.;ACCESORIOS PARA ELEVACION Y TRANSPORTE SA;A20034930;LEZO;ESPANA;U1;31/12/2021;4.427
233.;HOTEL PLAYA VICTORIA SA;A11004017;CADIZ;ESPANA;U1;31/12/2021;4.278
234.;TALLERES DE CONFECCION SA (EN LIQUIDACION);A46023347;VALENCIA;ESPANA;U1;31/12/2000;4.271
