;Nombre;Código NIF;Localidad;País;Código consolidación;Ultimo año disponible;"Ingresos de explotación
mil EUR
Últ. año disp."
755.;HERMANOS GALLEGO SL;B28338911;LOECHES;ESPANA;U1;31/12/2021;1.751
756.;BBVA ASSET MANAGEMENT S.A. SGIIC. (EXTINGUIDA);A28326965;MADRID;ESPANA;U1;31/12/2002;1.731
757.;RESTAURANTES Y BARES JOSE LUIS SL;B28379303;ALCOBENDAS;ESPANA;U1;31/12/2019;1.725
758.;YESOS TORRIQUE SA;A45006269;NOBLEJAS;ESPANA;U1;31/12/2016;1.725
759.;CONSULTUR CONSULTORES TURISTICOS SA (EXTINGUIDA);A08315566;BARCELONA;ESPANA;U1;31/12/2002;1.719
760.;ESTACION DE SERVICIO EL PAULAR SL;B28345015;RASCAFRIA;ESPANA;U1;31/12/2021;1.712
761.;SA LARK (EXTINGUIDA);A08346322;SANT FELIU DE BUIXALLEU;ESPANA;U1;31/12/2005;1.705
762.;CONSTRUCCIONES Y PROYECTOS SIENA SA  (EXTINGUIDA);A46070959;VALENCIA;ESPANA;U1;31/12/2007;1.691
763.;RODAMIENTOS GALICIA SA;A36609121;VIGO;ESPANA;U1;31/12/2021;1.682
764.;COOP VALENCIANA DE VITICULTORES LIMITADA;F46027058;REQUENA;ESPANA;U1;31/03/2017;1.658
765.;TERRAZOS ATLANTICO SL;B35019561;TELDE;ESPANA;U1;31/12/2021;1.655
766.;MADERAS LA GOBERNADORA SA;A46065009;MOGENTE/MOIXENT;ESPANA;U1;31/12/2020;1.643
767.;BOBIFIL SL;B46063566;XIRIVELLA;ESPANA;U1;31/12/2000;1.643
768.;CA S'HEREU SA. (EXTINGUIDA);A07008931;SON SERVERA;ESPANA;U1;31/12/2016;1.642
769.;TEJIDOS VINOLAS SA (EXTINGUIDA);A08321234;LES FRANQUESES DEL VALLES;ESPANA;U1;31/12/2006;1.638
770.;MIRACLE SL  (EXTINGUIDA);B08330433;MATARO;ESPANA;U1;31/12/2011;1.630
771.;RINGSPANN IBERICA SA;A28333441;VITORIA-GASTEIZ;ESPANA;U1;31/12/2021;1.621
772.;AUTO FRENO OLIVER SA;A07033889;PALMA;ESPANA;U1;31/12/2021;1.612
773.;BARANDIARAN LIZEOA KOOPERATIVA ELKARTEA;F20040150;DONOSTIA/SAN SEBASTIAN;ESPANA;U1;31/08/2003;1.610
774.;RAVIORNA SL (EXTINGUIDA);B09013699;BURGOS;ESPANA;U1;31/12/2003;1.610
775.;HORMIGONES PIRENAICOS SA;A17021585;OLOT;ESPANA;U1;31/12/2021;1.602
776.;ALIMENTACION Y DULCES SA ESPANOLA;A26012161;LOGROÑO;ESPANA;U1;31/12/2002;1.599
777.;INDUSTRIAS QUIMICAS RAISA SL;B46076691;SUECA;ESPANA;U1;31/12/2021;1.590
778.;PRODUCTOS QUIMICOS ILLA SL;B08303554;TERRASSA;ESPANA;U1;31/12/2021;1.586
779.;RIVIERA INTERNATIONAL SA;A29024296;MIJAS;ESPANA;U1;31/12/2020;1.584
780.;PESQUERA ECHALAR SA;A20037859;DONOSTIA/SAN SEBASTIAN;ESPANA;U2;31/12/2021;1.584
781.;SIRVEPI SA  (EXTINGUIDA);A28361764;MADRID;ESPANA;U1;31/12/2013;1.583
782.;VENTIKLAR SA (EN LIQUIDACION);A08336802;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2010;1.583
783.;CONSERVAS CRUZ MAR SA;A36008191;MOAÑA;ESPANA;U1;31/12/2021;1.578
784.;BRUMA SA;A47009907;VALLADOLID;ESPANA;U1;31/12/2021;1.578
785.;FLAMISELL PIRENAICA, SOCIEDAD LIMITADA (EN LIQUIDACION);B25013038;BARCELONA;ESPANA;U1;31/12/2012;1.572
786.;NALER ESTUDIOS Y PROYECTOS SL;B28322154;LAS ROZAS DE MADRID;ESPANA;U1;31/12/2020;1.567
787.;HORMIGONES TORRIJOS SA (EN LIQUIDACION);A45005964;ALBARREAL DE TAJO;ESPANA;U1;31/12/2018;1.562
788.;MONTAJES ELECTRICOS GARROTE SL;B28336451;MADRID;ESPANA;U1;31/12/2021;1.559
789.;GANADERIA Y HACIENDA SOCIEDAD ANONIMA;A43019082;MEMBRIO;ESPANA;U1;31/12/2021;1.557
790.;TRANSPORTES MUDANZAS Y MUEBLES LOS OCHANDO SL;B46067369;BENETUSSER;ESPANA;U1;31/12/2007;1.554
791.;CUMAZA SL (EXTINGUIDA);B28311819;MADRID;ESPANA;U1;31/12/2003;1.553
792.;ESPECIALIDADES DEL FILM INDUSTRIAL SA (EXTINGUIDA);A46069035;ALDAIA;ESPANA;U1;31/12/2004;1.541
793.;DIEGO REVERT SA;A46069332;LA LLOSA DE RANES;ESPANA;U1;31/12/2021;1.539
794.;MIRAMANCHA I, SA;A45006764;MADRIDEJOS;ESPANA;U1;31/12/2015;1.533
795.;TECNOLOGIA AGRARIA SA;A28359354;MAJADAHONDA;ESPANA;U1;31/12/2021;1.528
796.;TECNOCABLE SA  (EXTINGUIDA);A08318875;SABADELL;ESPANA;U1;31/12/2011;1.521
797.;POST VENTA CARRERAS SA;A08319667;LA POBLA DE CLARAMUNT;ESPANA;U1;31/12/2021;1.521
798.;PRODUCTOS KOALA SL  (EXTINGUIDA);B36608792;MONZON;ESPANA;U1;31/12/2016;1.519
799.;DAGANZO SA (EXTINGUIDA);A28311751;MADRID;ESPANA;U1;30/09/2002;1.518
800.;CONFECCIONES TUDREN SL;B20039236;DONOSTIA-SAN SEBASTIAN;ESPANA;U1;31/12/2000;1.510
801.;ROMOL S.L. (EXTINGUIDA);B08311490;BARCELONA;ESPANA;U1;30/11/2000;1.506
802.;AUTOLIV KLE SA;A08305211;LA POBLA DE VALLBONA;ESPANA;U1;31/12/2021;1.502
803.;HEREDEROS DE SALVADOR SEGURA SA  (EXTINGUIDA);A08305773;TERRASSA;ESPANA;U1;31/12/2012;1.501
804.;S.T. DUPONT IBERIA SA.;A28337756;MADRID;ESPANA;U1;31/03/2015;1.498
805.;S.C. DE ENSEÑANZA ALCAZAR DE SEGOVIA;F40052581;SEGOVIA;ESPANA;U1;31/12/2020;1.488
806.;MECANICA CIENTIFICA SA;A28327625;GETAFE;ESPANA;U1;31/12/2021;1.487
807.;DENNIS NAKAKITA SA;A28340123;POZUELO DE ALARCON;ESPANA;U1;31/12/2021;1.484
808.;ANTONIO J MICHEL SA;A08308744;BARCELONA;ESPANA;U1;31/12/2021;1.476
809.;SPEH, SA;A08315681;BARCELONA;ESPANA;U1;31/08/2013;1.464
810.;CONESA Y SOLER SL;B17021387;FIGUERES;ESPANA;U1;31/12/2018;1.459
811.;RADIO PONTEVEDRA SA;A36005346;PONTEVEDRA;ESPANA;U1;31/12/2021;1.454
812.;BITMER SA;A08348336;TARRAGONA;ESPANA;U1;31/12/2000;1.452
813.;PARQUE SAFARI COSTABLANCA SOCIEDAD LIMITADA  (EXTINGUIDA);B46077590;ONTINYENT;ESPANA;U1;31/12/2008;1.451
814.;MITSUBISHI ESPAÑA SAU;A28320273;MADRID;ESPANA;U1;31/03/2021;1.446
815.;GECOVI SA  (EXTINGUIDA);A41035130;SEVILLA;ESPANA;U1;31/12/2011;1.445
816.;ETIQUETADORAS MECATRONIC SA;A46066163;ALZIRA;ESPANA;U1;31/12/2021;1.441
817.;CONSTRUCTORA LAZARO ANASAGASTI SL (EXTINGUIDA);B48065874;BILBAO;ESPANA;U1;31/08/2013;1.438
818.;CARTONAJES GREGORIO MOLINA ALBERO SL;B46069183;ONTINYENT;ESPANA;U1;31/12/2020;1.435
819.;CONSTRUCCIONES MANCEBO GONZALEZ SL;B46067583;ONTINYENT;ESPANA;U1;31/12/2020;1.432
820.;OFIBURO SL;B29023413;MALAGA;ESPANA;U1;31/12/2021;1.432
821.;RUSTICAS HENARES SA (EXTINGUIDA);A28337434;MADRID;ESPANA;U1;31/12/2000;1.426
822.;EDIFICIOS Y CONSTRUCCIONES ROCAFORT SA (EXTINGUIDA);A08346413;BARCELONA;ESPANA;U1;31/12/2003;1.423
823.;PROMOTORA SOCIAL DE CENTROS DE EDUCACION SA (EXTINGUIDA);A41034315;SEVILLA;ESPANA;U1;31/08/2009;1.421
824.;HILATURAS FRANCISCO SALINAS SL (EN LIQUIDACION);B03042488;COX;ESPANA;U1;31/12/2015;1.418
825.;ARAGONESA DE ACEITES SA (EXTINGUIDA);A50026640;ZARAGOZA;ESPANA;U1;31/12/2004;1.415
826.;AUXILIAR AGRICOLA MENORQUINA, SA;A07040512;MAO-MAHON;ESPANA;U1;31/12/2021;1.405
827.;SA ESPAÑOLA PARA LA COMERCIALIZACION DE PRODUCTOS DERIVADOS DEL CLORO Y OTROS SA;A28331668;FUENLABRADA;ESPANA;U1;31/12/2020;1.402
828.;INDUSTRIA ACEITERA DE MONTORO, SA;A28308518;MONTORO;ESPANA;U1;31/10/2020;1.398
829.;INGENIERIA ELECTRICA NAVAL ESPAÑOLA SL  (EXTINGUIDA);B36609188;VIGO;ESPANA;U1;31/12/2010;1.396
830.;INMUEBLES DE BALEARES SL;B07043615;PALMA;ESPANA;U1;31/12/2020;1.391
831.;HERMANN OTTO SUDEROW SL;B48064513;GETXO;ESPANA;U1;31/12/2021;1.383
832.;SAN JOSE ARTESANO SL (EXTINGUIDA);B26011338;EZCARAY;ESPANA;U1;31/12/2000;1.382
833.;ORGANIZACION LOZANO SL;B29021565;NERJA;ESPANA;U1;31/12/2021;1.379
834.;LA ESPONJA DE ORO SL (EXTINGUIDA);B14019301;SANT CUGAT DEL VALLES;ESPANA;U1;31/12/2004;1.371
835.;LAUSIN Y VICENTE SL;B50029396;CADRETE;ESPANA;U1;31/12/2021;1.370
836.;FINQUES POUS SL;B08441339;MATARO;ESPANA;U1;31/12/2021;1.363
837.;CONMOVIL VITORIA SA;A01008341;VITORIA-GASTEIZ;ESPANA;U1;31/12/2021;1.357
838.;EMPRESA INMOBILIARIA Y CONSTRUCTORA SA;A28323210;MADRID;ESPANA;U1;31/12/2006;1.353
839.;GILMA TECHNOLOGY SA;A03033909;PETRER;ESPANA;U1;31/12/2021;1.351
840.;LAITER SA;A28315166;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;31/12/2021;1.344
841.;BRUNA SL;B28311538;MARBELLA;ESPANA;U1;31/12/2021;1.333
842.;MECANICA DE CASTRILLON S.A. (EN LIQUIDACION);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2019;1.332
843.;MANUEL CANDAMIO GARCIA Y HERMANO SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;1.328
844.;DELHOM SA  (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2012;1.325
845.;UNION PANADERA SAN ANDRES SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;1.322
846.;L.E.S. S.L.;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;1.317
847.;COMPANIA IBERICA DE ENCUADERNACIONES SA (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2000;1.307
848.;EDAM SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;1.305
849.;CATALUÑA Y RIOJA SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;1.302
850.;OGI EDER SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;1.302
851.;MECANIZACIONES DEL SUR SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;1.299
852.;PEDDINGHAUS ESPAÑOLA SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/03/2021;1.294
853.;INDUSTRIAS MOLDES SHOES INTERNACIONAL SL.(EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2003;1.290
854.;CONSTRUCCIONES PAZ SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;1.283
855.;CRISTALLERIES GIRONA SL (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2006;1.277
856.;ROSAS DE SEVILLA SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;1.277
857.;DONSOL SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;1.277
858.;DELEGACIONES REUNIDAS NOVOFRI SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;1.246
859.;JORPESA SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;1.244
860.;FRANCISCO DE LA PARTE SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;1.243
861.;EXPLOTACIONES AGRICOLAS GUADIAMAR SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;1.242
862.;TRANSPORTES RUBIO S.L. (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2007;1.242
863.;FIBRA RECUBIERTA SA (EN LIQUIDACION);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2003;1.237
864.;TER MONTANA SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;1.236
865.;ACONDICIONAMIENTO DE AIRE BEMI SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2016;1.234
866.;GRAVAS Y DERIVADOS, SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;1.234
867.;CENTRO RESIDENCIAL CALA MORELL SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;1.228
868.;LAGOTEL, SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;1.222
869.;EUROCONTROL, SA (EN LIQUIDACION);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2007;1.213
870.;SA CALFRI;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;1.205
871.;S.C. DE COLONIZACION DE SANTA ENGRACIA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2012;1.204
872.;EL LANCHAR SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/10/2021;1.201
873.;CAMARA OFICIAL DE COMERCIO INDUSTRIA Y NAVEGACION DE CADIZ;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;1.199
874.;GESFINCA SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
875.;E CONTI SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
876.;COLEGIOS MIRASIERRA SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2016;Financial Export limit reached
877.;FORMIMETAL SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
878.;FABRICACION DE SERIES AUTOMOCION SA  (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2009;Financial Export limit reached
879.;CURSONA SA (EN LIQUIDACION);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2012;Financial Export limit reached
880.;MARIANO GOMEZ SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
881.;COMERCIOS INSULARES CANARIOS SA (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2012;Financial Export limit reached
882.;PLASTICOS MANUFACTURADOS GUIPUZCOANOS SA  (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2007;Financial Export limit reached
883.;HOSPITALIZACION Y SERVICIOS, SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2019;Financial Export limit reached
884.;COLEGIO LAS COLINAS SOCIEDAD LIMITADA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
885.;APARCAMIENTOS IBERMOTOR BALMES 200 SA (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2017;Financial Export limit reached
886.;TRANSPORTES GRUPOTIR SOCIEDAD LIMITADA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
887.;COMPAÑIA GENERAL DE EDIFICACIONES VALENCIA SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
888.;COOP LA INMACULADA CONCEPCION DE TORREMEGIA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/08/2018;Financial Export limit reached
889.;TEXTILES PASTOR SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
890.;TRANSPORTES TORRECILLAS Y GARCIA SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/10/2020;Financial Export limit reached
891.;ROVIRALTA Y CIA SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
892.;ALAVESA DE BARNICES SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
893.;PAREM SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
894.;URGAZE SA  (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2011;Financial Export limit reached
895.;MECANOGUMBA SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
896.;PARQUETRES SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
897.;MOYVEN SL  (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2012;Financial Export limit reached
898.;MANUFACTURAS ARRIETA SL (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2015;Financial Export limit reached
899.;LIZOMAR SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
900.;ANTONIO VILA GONZALEZ SL (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2010;Financial Export limit reached
901.;PESQUERAS BOGAVANTE SA (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2003;Financial Export limit reached
902.;MEDITERRANEA DE SERVICIOS DOMESTICOS E INDUSTRIALES SA (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/03/2011;Financial Export limit reached
903.;GARAGE EN EXPLOTACION SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
904.;PRODUCTOS ESPECIFICOS NUTRICION Y TECNICAS ALIMENTARIAS SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2019;Financial Export limit reached
905.;RECUBRIMIENTOS ESPECIALES SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
906.;COMPANIA ESPANOLA DE RESINAS SL (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2010;Financial Export limit reached
907.;CORTINOVA, SA (EN LIQUIDACION);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2012;Financial Export limit reached
908.;MAQUINARIA HIDRAULICA EN GENERAL SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
909.;HORMIGONES VILLAFRIA SA (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2011;Financial Export limit reached
910.;ESLA COMPAÑIA DE INVERSIONES SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
911.;FRUICARN, SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
912.;SOCIEDAD ANONIMA DE FOTO COMPOSICION. (EN LIQUIDACION);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2011;Financial Export limit reached
913.;COMPAÑIA DE INVERSIONES PALOMAREJOS SA. (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2018;Financial Export limit reached
914.;SIDOR SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
915.;DESARROLLO INDUSTRIA AUXILIAR SL (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2016;Financial Export limit reached
916.;GRAFICAS ANCORA SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2014;Financial Export limit reached
917.;INDUSTRIAS PLASTICAS ARAGONESAS SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
918.;J RICO SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
919.;FLOR Y NATA SL (EN LIQUIDACION);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2013;Financial Export limit reached
920.;COMPAÑIA INTERNACIONAL DE CAFES SOCIEDAD ANONIMA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
921.;SUSANMAR SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
922.;FANTASIA GODIE SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
923.;TALLERES GRUYMA SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
924.;AUTOCARES MALLORCA S.L.;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
925.;RENTIVEL SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
926.;ALBERVIMA SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
927.;SERVYAL SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2015;Financial Export limit reached
928.;INDUSTRIAS HERSA SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
929.;DUNA, S.L. COMPAÑIA DE CONSTRUCCIONES INMUEBLES.;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
930.;PANIFICADORA LA PAZ SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
931.;ANTONIO GARCIA JUAN SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
932.;ELECTRO MONTAJES PECHMAN SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2019;Financial Export limit reached
933.;HOSECO SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
934.;CENTRO DE INVESTIGACION TERAPEUTICA SA (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2014;Financial Export limit reached
935.;SUPER MARESME SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
936.;PERIS GORRIZ SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
937.;AURISE SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2015;Financial Export limit reached
938.;RAFAEL CASTAÑER SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
939.;ROYAL DIFFUSION EFESA S.A. (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2006;Financial Export limit reached
940.;MAQUINARIA ATOMIZADORA SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
941.;INEXCO HOTEL MADRID SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
942.;ELISEO AVEDILLO SA  (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2010;Financial Export limit reached
943.;EDELMIRO S.A. (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2007;Financial Export limit reached
944.;ACOSTA BOUTIQUES SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2009;Financial Export limit reached
945.;METALES DE APORTACION SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
946.;ABONOS ORGANICOS IBERICOS SA (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2009;Financial Export limit reached
947.;LIBRERIAS HIJOS DE SANTIAGO RODRIGUEZ SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
948.;OLAZAR SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
949.;ASTILLEROS Y CONSTRUCCIONES LAGOA S.A.;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
950.;ITALCAR CEUTA SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
951.;SHIPPING SA (EN LIQUIDACION);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2000;Financial Export limit reached
952.;B G SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
953.;COOP DEL CAMPO LAS VILLUERCAS;No financial export limit reached;No financial export limit reached;ESPANA;U1;30/04/2018;Financial Export limit reached
954.;TODESA SL (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2004;Financial Export limit reached
955.;JIMSER SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
956.;CROMADOS GARCIA SL (EN LIQUIDACION);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2008;Financial Export limit reached
957.;ARECES Y PEREZ SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2014;Financial Export limit reached
958.;LEYRE MOBILIARIO DE COCINA SA  (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2010;Financial Export limit reached
959.;TRANS TORRES SOCIEDAD ANONIMA;No financial export limit reached;No financial export limit reached;ESPANA;U1;30/09/2021;Financial Export limit reached
960.;TERRACOTA PAVIMENTOS DE GRES SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
961.;HB FULLER ESPAÑA SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;30/11/2021;Financial Export limit reached
962.;VIAJES MANJON, SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2009;Financial Export limit reached
963.;CARMEN PLAYA SA (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2007;Financial Export limit reached
964.;FERRE INMOBILIARIA SL (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2005;Financial Export limit reached
965.;TRANSFORMACIONES Y DESGUACES S. L. (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2007;Financial Export limit reached
966.;SUMMA SERVICIOS DE INGENIERIA Y CONSULTORES SA (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2018;Financial Export limit reached
967.;PARQUELUX SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
968.;MALLORCA TOURS SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2010;Financial Export limit reached
969.;CEVAL SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
970.;MUEBLES ALFER SA  (EXTINGUIDA);No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2009;Financial Export limit reached
971.;MONGOMAR SL;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
972.;TALLERES ROS SA;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2020;Financial Export limit reached
973.;MANRESA INDUSTRIAL PROPERTY S.L.;No financial export limit reached;No financial export limit reached;ESPANA;U1;31/12/2021;Financial Export limit reached
