;Nombre;Código NIF;Localidad;País;Código consolidación;Ultimo año disponible;"Ingresos de explotación
mil EUR
Últ. año disp."
23.;AGROPECUARIA CATALANA S.C.L.;F08751190;SANT FRUITOS DE BAGES;ESPANA;U1;31/12/2020;144.444
24.;EXTRUSIONADOS GALICIA SA;A15041916;VALGA;ESPANA;U2;31/12/2021;140.645
25.;SOTRAFA SA;A28705846;EL EJIDO;ESPANA;U1;31/12/2021;138.273
26.;TECNOLOGIA DE LA CONSTRUCCION SA (EN LIQUIDACION);A28709053;MADRID;ESPANA;U1;31/12/2009;136.939
27.;GRUPO UPPER S.C.;F30612907;CARTAGENA;ESPANA;U1;31/12/2020;135.395
28.;SALVAT LOGISTICA SA;A08711558;BARCELONA;ESPANA;U1;31/12/2021;129.711
29.;API MOVILIDAD SA;A78015880;MADRID;ESPANA;U1;31/12/2021;129.392
30.;INVERSORA DE INFRAESTRUCTURAS SL;B41109828;MADRID;ESPANA;U1;31/12/2021;128.985
31.;COMERCIAL HISPANOFIL, SA (EXTINGUIDA);A48116404;VALLE DE TRAPAGA-TRAPAGARAN;ESPANA;U1;31/12/2019;123.445
32.;SERVICIO E INFORMACION URGENTE DE TRANSPORTES SA (EXTINGUIDA);A28733582;MADRID;ESPANA;U2;31/12/2004;122.389
33.;JUAN ALBERTO RECIO SA (EXTINGUIDA);A37023496;CARBAJOSA DE LA SAGRADA;ESPANA;U1;31/12/2019;122.095
34.;WERFEN S.A.;A08754111;L'HOSPITALET DE LLOBREGAT;ESPANA;U2;31/12/2021;121.669
35.;JOYERIA FINA SL;B08688301;SANT JOAN DESPI;ESPANA;U1;31/12/2021;119.812
36.;ABBOTT CIENTIFICA SA (EXTINGUIDA);A28716660;MADRID;ESPANA;U1;30/11/2008;109.781
37.;ISOFOTON SA (EN LIQUIDACION);A29072931;MALAGA;ESPANA;U1;31/12/2011;108.673
38.;SISTEMAS ELECTRONICOS DE POTENCIA SA (EXTINGUIDA);A28719896;PINTO;ESPANA;U1;31/12/2007;100.605
39.;LA ARDOSA SL;B45018827;TOLEDO;ESPANA;U1;31/12/2020;99.172
40.;GIROA SOCIEDAD ANONIMA;A20071429;DONOSTIA/SAN SEBASTIAN;ESPANA;U1;31/12/2020;88.800
41.;TOJEIRO ALIMENTACION SA (EXTINGUIDA);A15027832;AS PONTES DE GARCIA RODRIGUEZ;ESPANA;U1;31/12/2009;87.538
42.;FRUTAS TONO SL;B46166013;BENIFAIRO DE LA VALLDIGNA;ESPANA;U1;31/08/2020;86.017
43.;MAGNA SEATING VIGO, S.A.;A36614352;O PORRIÑO;ESPANA;U1;31/12/2021;85.852
44.;LINDT Y SPRUNGLI ESPAÑA SA;A01020353;BARCELONA;ESPANA;U1;31/12/2020;85.154
45.;COMPAÑIA ESPAÑOLA DE AISLAMIENTOS SA;A43039288;ALCOBENDAS;ESPANA;U1;31/12/2020;84.134
46.;SMC ESPAÑA SA;A01019751;VITORIA-GASTEIZ;ESPANA;U1;31/03/2021;83.824
47.;LEAR CORPORATION MARTORELL, SOCIEDAD LIMITADA;B08699787;VALLS;ESPANA;U1;31/12/2021;82.236
48.;AGRUPAPULPI SA;A04017497;PULPI;ESPANA;U1;31/12/2020;81.891
49.;LANTIK SOCIEDAD ANONIMA MEDIO PROPIO;A48119820;BILBAO;ESPANA;U1;31/12/2021;79.066
50.;UNION DERIVAN SA;A08713737;BARCELONA;ESPANA;U2;31/12/2021;77.411
51.;PANASFALTO SA (EXTINGUIDA);A28698892;MADRID;ESPANA;U2;31/12/2006;76.986
52.;SONIFER SA;A30041719;MURCIA;ESPANA;U1;31/12/2021;74.681
53.;ARAMBEL SA (EXTINGUIDA);A08220063;BARCELONA;ESPANA;U1;31/12/2008;73.714
54.;CAMPEZO OBRAS Y SERVICIOS SOCIEDAD ANONIMA.;A48119036;BILBAO;ESPANA;U1;31/12/2021;71.392
55.;CYCASA CANTERAS Y CONSTRUCCIONES SA;A40008195;BILBAO;ESPANA;U1;31/12/2021;68.639
56.;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID SA;A28740314;MADRID;ESPANA;U1;31/12/2021;67.341
57.;UTECO TOLEDO S.C. DE C LM;F45003332;TOLEDO;ESPANA;U1;31/12/2017;67.114
58.;PLASTICOS FERRO SL;B27013853;MURAS;ESPANA;U1;31/12/2021;67.013
59.;GRUPO NORTE FACILITY SA. (EXTINGUIDA);A47022850;VALLADOLID;ESPANA;U1;31/12/2014;66.083
60.;SMURFIT KAPPA ALMERIA SA;A04017588;VICAR;ESPANA;U1;31/12/2020;64.828
61.;SAICA EMBALAJE CENTRO SL (EXTINGUIDA);B28682029;MECO;ESPANA;U1;31/12/2008;64.512
62.;ALUMAN SISTEMAS, S.L.;B15042286;ARTEIXO;ESPANA;U1;31/12/2021;63.575
63.;AUTOMATICOS ORENES SLU;B30045850;MURCIA;ESPANA;U1;31/12/2021;61.751
64.;ALUMINIO CATALAN S.A. (EXTINGUIDA);A08678484;LES FRANQUESES DEL VALLES;ESPANA;U1;31/12/2002;61.394
65.;URO VEHICULOS ESPECIALES SA;A15047863;SANTIAGO DE COMPOSTELA;ESPANA;U1;31/12/2021;61.081
66.;COMERCIALIZADORA ELECTRODOMESTICOS, SA;A46156394;PICANYA;ESPANA;U1;31/01/2021;60.984
67.;OPERIBERICA SAU;A28721066;ALCOBENDAS;ESPANA;U1;31/12/2021;60.591
68.;ATLAS SERVICIOS EMPRESARIALES SAU;A08673261;POZUELO DE ALARCON;ESPANA;U1;31/12/2021;60.209
69.;HOCHLAND ESPAÑOLA SA;A08745648;VILADECANS;ESPANA;U1;31/12/2020;59.737
70.;UNIQUE INTERIM EMPRESA DE TRABAJO TEMPORAL SA (EXTINGUIDA);A08718736;MADRID;ESPANA;U1;31/12/2006;59.651
71.;EMUCA SAU;A46154704;RIBA-ROJA DE TURIA;ESPANA;U1;31/12/2021;59.645
72.;NH HOTEL GROUP SA.;A28027944;MADRID;ESPANA;U2;31/12/2021;59.488
73.;ISLEÑA DE MOTORES SA (EXTINGUIDA);A07086671;PALMA;ESPANA;U1;31/12/2001;59.452
74.;BARNA STEEL SA;A08685471;CASTELLBISBAL;ESPANA;U2;31/12/2020;56.989
75.;GEDEON RICHTER IBERICA SA;A28679868;BARCELONA;ESPANA;U1;31/12/2021;56.490
76.;HERMANOS VILA SA;A08691388;LES FRANQUESES DEL VALLES;ESPANA;U1;31/12/2021;56.441
77.;COPROCAFE IBERICA SA;A28687994;MADRID;ESPANA;U1;31/12/2020;55.557
78.;EXTRUIDOS DE ALUMINIO SOCIEDAD ANONIMA;A02013985;ALBACETE;ESPANA;U1;31/12/2020;54.853
79.;BERIOSKA SL;B46164463;CHESTE;ESPANA;U2;31/12/2020;54.509
80.;MACARIO LLORENTE SA;A28684512;SAN SEBASTIAN DE LOS REYES;ESPANA;U1;31/12/2020;54.419
81.;EMBUTIDOS GOIKOA SA;A31096571;SANGÜESA/ZANGOZA;ESPANA;U1;31/12/2021;53.132
82.;WARNER MUSIC SPAIN SL;B08694523;MADRID;ESPANA;U2;30/09/2020;52.464
83.;INDUXTRA DE SUMINISTROS LLORELLA, SA;A17055153;BANYOLES;ESPANA;U2;31/12/2020;52.353
84.;CAFES LAS CANDELAS SL;B27013713;LUGO;ESPANA;U1;31/12/2021;51.408
85.;ALBIS IBERIA S.A.U.;A08701401;SANT JUST DESVERN;ESPANA;U1;31/12/2021;51.204
86.;JUMARI SOCIEDAD ANONIMA;A07084940;SANT LLORENÇ DES CARDASSAR;ESPANA;U2;31/12/2019;50.746
87.;IMC TOYS SA;A08667370;TERRASSA;ESPANA;U2;31/03/2021;50.119
88.;FROIZ SA (EXTINGUIDA);A36017598;POIO;ESPANA;U2;31/12/2014;50.105
89.;OVIARAGON S.C.L.;F44014918;ZARAGOZA;ESPANA;U2;31/10/2021;49.125
90.;LABORATORIS FELTOR SA;A08681264;SANT CELONI;ESPANA;U1;31/12/2021;48.997
91.;SOCIEDAD HORTAMIRA S.C.L.;F30046411;SAN JAVIER;ESPANA;U1;30/09/2020;48.246
92.;UNION NACIONAL DE GRANDES SUPERFICIES, SA;A28695724;MADRID;ESPANA;U1;31/12/2020;48.065
93.;MACASA MADRILENA DE CAMIONES SA (EXTINGUIDA);A28719128;GETAFE;ESPANA;U1;31/12/2008;47.501
94.;HERMANOS MORANCHO ESPAÑOL SA;A22012223;ALTORRICON;ESPANA;U1;31/12/2021;47.011
95.;A CARDOSO SA;A41097205;DOS HERMANAS;ESPANA;U1;31/12/2020;46.069
96.;TEBYCON SA (EXTINGUIDA);A09026824;BURGOS;ESPANA;U1;31/12/2009;45.887
97.;EMPRESA MUNICIPAL DE ABASTECIMIENTO Y SANEAMIENTO DE GRANADA SA;A18027722;GRANADA;ESPANA;U1;31/12/2021;45.705
98.;BIOSYSTEMS SA;A08678823;BARCELONA;ESPANA;U1;31/12/2020;44.837
99.;FAGOR AUTOMATION S. COOP.;F20071114;ARRASATE/MONDRAGON;ESPANA;U2;31/12/2020;44.618
100.;FARMING AGRICOLA SA;A34010272;VILLAMARTIN DE CAMPOS;ESPANA;U1;31/12/2021;42.861
101.;AVIZOR SA;A28725455;TORREJON DE ARDOZ;ESPANA;U1;31/12/2021;42.119
102.;CASA BOTAS VIUDA DE J MARTINEZ BLASCO SLU;B36623387;VIGO;ESPANA;U1;31/12/2021;42.024
103.;CARRIER REFRIGERACION IBERICA SA;A08718348;MADRID;ESPANA;U1;31/12/2020;40.780
104.;HERMANOS RODRIGUEZ PONCE SOCIEDAD ANONIMA CONFECCIONES EL 99;A35055045;LAS PALMAS DE GRAN CANARIA;ESPANA;U2;31/12/2020;40.771
105.;AVICOLA MORALEJA SA;A28733350;MORALEJA DE ENMEDIO;ESPANA;U1;31/12/2021;40.763
106.;STACHYS SA (EN LIQUIDACION);A28720423;SANTA OLIVA;ESPANA;U1;31/12/2007;40.334
107.;JOHNSON CONTROLS REFRIGERATION SL (EXTINGUIDA);B08714792;MADRID;ESPANA;U1;30/09/2010;39.935
108.;CHUPA CHUPS DIVERSIFICACION SA (EXTINGUIDA);A33033085;CORNELLA DE LLOBREGAT;ESPANA;U1;31/12/2006;39.340
109.;TRANSCOMA GLOBAL LOGISTICS SA;A08702623;BARCELONA;ESPANA;U1;31/12/2019;38.485
110.;KENOGARD SA;A08717027;BARCELONA;ESPANA;U1;31/03/2021;38.037
111.;FERRER FARMA SA;A08707234;BARCELONA;ESPANA;U1;31/12/2020;37.859
112.;INDUSTRIA FRANCO ESPAÑOLA DE MODA SA;A08709479;MADRID;ESPANA;U1;31/12/2021;37.537
113.;PPG IBERICA SA;A08700973;RUBI;ESPANA;U2;31/12/2020;37.056
114.;INDUSTRIAL GANADERA PREMIER SA.;A08730616;PEÑALBA;ESPANA;U1;31/12/2019;36.963
115.;SOCIEDAD PARA LA TRANSFORMACION COMPETITIVA-ERALDAKETA LEHIAKORRERAKO SOZIETATEA, SA (EXTINGUIDA);A01021237;VITORIA-GASTEIZ;ESPANA;U2;31/12/2017;36.717
116.;XYLEM WATER SOLUTIONS ESPAÑA SL;B28672764;MADRID;ESPANA;U1;31/12/2021;36.603
117.;EMPRESA MIXTA DE AGUAS DE SANTA CRUZ DE TENERIFE SA;A38002929;SANTA CRUZ DE TENERIFE;ESPANA;U1;31/12/2021;36.414
118.;SPECIALIST COMPUTER CENTRES SA (EXTINGUIDA);A28734127;TRES CANTOS;ESPANA;U1;31/03/2003;36.183
119.;SANJO FINEBLANKING BARCELONA SA.;A08683864;SANT ANDREU DE LA BARCA;ESPANA;U1;31/12/2020;36.097
120.;BOBOLI S.A.;A08697898;LLINARS DEL VALLES;ESPANA;U2;30/09/2021;36.079
121.;REPUESTOS Y NEUMATICOS ACCESORIOS SA;A28695930;ALCALA DE HENARES;ESPANA;U1;31/12/2021;35.892
122.;BIZAK SA;A48116388;BILBAO;ESPANA;U1;31/12/2021;35.199
123.;TRISKO SA;A15058324;ARTEIXO;ESPANA;U1;31/01/2021;35.072
124.;SACMI IBERICA SA;A28683498;CASTELLO DE LA PLANA;ESPANA;U1;31/12/2020;35.070
125.;PIENSOS VIGORAN SL;B12032512;CATI;ESPANA;U1;31/12/2020;34.864
126.;CIGURRIA O CAMPO SOCIEDAD LIMITADA.;B32011066;A RUA;ESPANA;U1;31/12/2021;34.756
127.;VITHAS DIAGNOSTICO SL.;B36624831;VIGO;ESPANA;U1;31/12/2021;34.303
128.;SEÑALIZACIONES VILLAR SA;A42004598;SORIA;ESPANA;U2;31/12/2021;33.952
129.;VALID SOLUCIONES TECNOLOGICAS SA;A28712446;MADRID;ESPANA;U2;31/12/2019;33.877
130.;AGRUMEXPORT, SA (EXTINGUIDA);A30041834;MURCIA;ESPANA;U1;31/12/2010;33.748
131.;MATADERO DEL SUR, SA;A41084740;SALTERAS;ESPANA;U1;31/12/2020;33.658
132.;FUNDICIONES SAN ELOY SOCIEDAD ANONIMA  (EXTINGUIDA);A48120836;ELORRIO;ESPANA;U1;31/12/2011;33.621
133.;INTERNACIONAL OLIVARERA SA;A41097858;DOS HERMANAS;ESPANA;U1;31/12/2021;33.562
134.;COPSA EMPRESA CONSTRUCTORA SA;A09028184;BURGOS;ESPANA;U2;31/12/2021;32.881
135.;TAYRE AUTOMOCION SA.;A28708667;MADRID;ESPANA;U1;31/12/2021;32.615
136.;CONSTRUCCIONES SARVISE SA (EN LIQUIDACION);A22013072;HUESCA;ESPANA;U2;31/12/2010;32.497
137.;ISOVOLTA SA;A08703928;BARBERA DEL VALLES;ESPANA;U2;31/12/2021;31.998
138.;ARIAN CONSTRUCCION Y GESTION DE INFRAESTRUCTURAS SA (EN LIQUIDACION);A31101306;AIZOAIN;ESPANA;U2;31/12/2014;31.911
139.;GAMBRO SA (EXTINGUIDA);A28687085;COSLADA;ESPANA;U1;31/12/2006;31.902
140.;REMOLCADORES BOLUDA SAU.;A46160792;VALENCIA;ESPANA;U2;31/12/2020;31.852
141.;CONSTRUCCIONS ARIDS I FORMIGONS SA;A08680761;NAVAS;ESPANA;U1;31/12/2021;31.841
142.;RELATS SA;A08277451;CALDES DE MONTBUI;ESPANA;U2;31/12/2021;31.803
143.;LIMPIEZAS DEL NOROESTE SA (EN LIQUIDACION);A36621464;VIGO;ESPANA;U1;31/12/2014;31.656
144.;PEREZ CANEDO SA (EXTINGUIDA);A24020562;PONFERRADA;ESPANA;U2;31/12/2009;31.111
145.;REJILLAS ELECTROSOLDADAS SAU;A30611883;FUENTE ALAMO DE MURCIA;ESPANA;U1;31/12/2021;31.107
146.;INDUSTRIAS LOSAN SA;A15038474;CURTIS;ESPANA;U1;31/12/2021;30.998
147.;MARTINEZ Y CANTO SL;B03100831;NOVELDA;ESPANA;U1;31/12/2021;30.732
148.;NOVOFERM ALSAL SOCIEDAD ANONIMA;A39030200;EL ASTILLERO;ESPANA;U1;31/12/2021;30.723
149.;AUTOMOBILS BERTRAN SA (EXTINGUIDA);A08717100;GRANOLLERS;ESPANA;U1;31/12/2005;30.087
150.;EMPRESA MANCOMUNADA DEL ALJARAFE SA;A41092032;TOMARES;ESPANA;U1;31/12/2018;30.032
151.;DOS SANTOS SA;A35065218;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;31/12/2020;29.938
152.;VELAZQUEZ INTERNACIONAL SA;A28744910;MADRID;ESPANA;U1;31/12/2003;29.918
153.;TUBOS PERFILADOS SA;A50068923;EL BURGO DE EBRO;ESPANA;U2;31/12/2020;29.899
154.;MONDI IBERSAC SOCIEDAD LIMITADA;B28732972;GÜEÑES;ESPANA;U1;31/12/2020;29.316
155.;OGILVY & MATHER PUBLICIDAD MADRID SA.;A28681724;MADRID;ESPANA;U1;31/12/2020;29.188
156.;OCA INSPECCION CONTROL Y PREVENCION SA.;A40007460;POZUELO DE ALARCON;ESPANA;U2;31/12/2021;29.089
157.;AUTOMOVILES OVIEDO SA;A33034422;OVIEDO;ESPANA;U1;31/12/2021;28.481
158.;INDUSTRIAL MARIN TEXTIL SL;B12032827;CASTELLO DE LA PLANA;ESPANA;U1;31/12/2020;28.061
159.;ABANTIA MANTENIMIENTO SA (EN LIQUIDACION);A08710261;SANT BOI DE LLOBREGAT;ESPANA;U1;31/12/2014;27.655
160.;SORIVEL SL (EXTINGUIDA);B28733905;MADRID;ESPANA;U1;31/12/2007;27.646
161.;PAPELCO SA (EXTINGUIDA);A08707416;SANT BOI DE LLOBREGAT;ESPANA;U1;31/12/2001;27.621
162.;KRONES IBERICA SA;A08711251;MADRID;ESPANA;U1;31/12/2020;27.608
163.;ALMACENES CARMONA SA;A29076759;ANTEQUERA;ESPANA;U1;31/01/2021;27.197
164.;TRANSITAINER SA;A08702607;VALENCIA;ESPANA;U1;31/12/2021;27.141
165.;TRASUR SA;A41091612;SEVILLA;ESPANA;U1;31/12/2019;27.075
166.;CAFES MORA SL;B45017613;MORA;ESPANA;U1;31/12/2020;27.068
167.;MORADIÑA SL;B36018604;CANGAS;ESPANA;U2;31/12/2021;27.063
168.;LA VENECIANA CRISA-NORTE SOCIEDAD ANONIMA (EXTINGUIDA);A24020661;MADRID;ESPANA;U1;31/12/2009;26.776
169.;GRUPO R QUERALTO SA;A41088493;SEVILLA;ESPANA;U1;31/12/2021;26.659
170.;RUGAUTO SA;A09030537;BURGOS;ESPANA;U1;31/12/2021;26.529
171.;ACEITES MILLAS SA;A08710055;SANT POL DE MAR;ESPANA;U1;31/12/2021;26.377
172.;INTHER H&S SL.;B29071123;MALAGA;ESPANA;U1;31/12/2021;26.279
173.;NAVARRA DE SERVICIOS Y TECNOLOGIAS SA.;A31098064;PAMPLONA/IRUÑA;ESPANA;U1;31/12/2019;26.181
174.;S.C.L. COMARCAL AGRICOLA GANADERA DE CASTUERA;F06020887;CASTUERA;ESPANA;U1;31/12/2021;26.086
175.;ALVARGONZALEZ SA;A33778739;GIJON;ESPANA;U1;31/12/2020;25.948
176.;SANIHOGAR SA (EN LIQUIDACION);A46159935;VALENCIA;ESPANA;U1;31/12/2007;25.918
177.;FORMATGES DE VALENCIA SA;A46161998;RIBA-ROJA DE TURIA;ESPANA;U1;31/12/2021;25.823
178.;VALLECANA DE AUTOMOCION SA;A28688083;MADRID;ESPANA;U1;31/12/2008;25.772
179.;BUTRANSA SA;A08707887;BARCELONA;ESPANA;U1;31/12/2021;25.742
180.;EUROPEAN SUPPLY CHAIN SERVICES S.L.;B08674384;CASTELLBISBAL;ESPANA;U1;31/12/2020;25.736
181.;DONUT CORPORATION DE VITORIA SA (EXTINGUIDA);A20053237;VITORIA-GASTEIZ;ESPANA;U1;31/12/2005;25.434
182.;SANMARTIN Y MARTINEZ S.L. (EXTINGUIDA);B03095106;MADRID;ESPANA;U1;31/12/2008;25.254
183.;EDHINOR SA;A28695021;MADRID;ESPANA;U1;31/12/2021;25.158
184.;PRODUCTOS RECONDO SA (EXTINGUIDA);A20071023;IRUN;ESPANA;U1;31/12/2000;25.085
185.;EMBALAJES Y CAJAS SA (EXTINGUIDA);A08716730;EL PRAT DE LLOBREGAT;ESPANA;U1;31/12/2007;25.020
186.;IBERGEL SA (EXTINGUIDA);A49007933;ROALES;ESPANA;U1;31/12/2004;24.873
187.;MARCOS MARTINEZ MINGUELA SA;A47022165;ISCAR;ESPANA;U1;31/12/2021;24.714
188.;AUTOVICAN SA (EXTINGUIDA);A09011743;BURGOS;ESPANA;U1;31/12/2008;24.564
189.;SCHUNK IBERICA SA;A28732121;PINTO;ESPANA;U1;31/12/2021;24.549
190.;MANTENIMIENTOS ESPECIALES RUBENS SA (EXTINGUIDA);A08710543;SANT CUGAT DEL VALLES;ESPANA;U1;31/12/2004;24.434
191.;ALMACENES RUBIO SA;A26021527;SANTO DOMINGO DE LA CALZADA;ESPANA;U1;31/12/2020;24.388
192.;E BACHILLER B SA;A08700197;PARETS DEL VALLES;ESPANA;U1;31/12/2020;24.260
193.;MOVIEDO SA (EXTINGUIDA);A33113200;PALENCIA;ESPANA;U1;31/12/2007;24.033
194.;HIERROS Y FERRALLAS INDUSTRIALES SA;A28720795;MADRID;ESPANA;U1;31/12/2021;23.921
195.;SAT N 1821 COSTA CALETA;V35064377;STA MARIA DE GUIA DE GRAN CANARIA;ESPANA;U1;31/12/2020;23.881
196.;INDUSTRIA TECNICA VALENCIANA SA (EXTINGUIDA);A46152336;RIBA-ROJA DE TURIA;ESPANA;U1;31/12/2018;23.618
197.;CORREA JALDA SA (EN LIQUIDACION);A15041429;A CORUÑA;ESPANA;U1;31/12/2007;23.229
198.;GADAUTO SA (EXTINGUIDA);A15044530;OLEIROS;ESPANA;U1;31/12/2015;23.091
199.;YELMO FILMS SA (EXTINGUIDA);A28729580;MADRID;ESPANA;U1;31/12/2000;23.024
200.;ROMAN Y MARTOS SL (EXTINGUIDA);B29080751;MALAGA;ESPANA;U1;31/12/2019;22.824
201.;REPSOL EXPLORACION ALGA S.A. (EXTINGUIDA);A28740306;MADRID;ESPANA;U1;31/12/2001;22.781
202.;TOKYOYA SA;A28692994;MADRID;ESPANA;U1;31/12/2020;22.460
203.;COMERCIAL CAUS SL;B25026139;ALCARRAS;ESPANA;U1;31/12/2021;22.355
204.;HIJOS DE GAROFANO SL;B14037493;PRIEGO DE CORDOBA;ESPANA;U1;31/12/2021;22.295
205.;SOBRINOS DE MANUEL CAMARA SA;A20008579;ERRENTERIA;ESPANA;U1;31/12/2021;22.252
206.;HIDA ALIMENTACION SA;A30047120;MURCIA;ESPANA;U1;31/12/2021;22.169
207.;ELECTRICIDAD GUERRA SA;A26021972;LOGROÑO;ESPANA;U1;31/12/2021;21.930
208.;TRANSMOL-BO SL;B46150975;PUÇOL;ESPANA;U1;31/12/2021;21.927
209.;VIAGRO SA;A04016952;ALMERIA;ESPANA;U1;31/12/2021;21.840
210.;ARENTO GRUPO COOPERATIVO AGROALIMENTARIO DE ARAGON S.C. (EN LIQUIDACION);F50011519;ZARAGOZA;ESPANA;U2;31/12/2020;21.674
211.;TRANSPORTES UNIDOS DE ASTURIAS SL;B33034778;OVIEDO;ESPANA;U1;31/12/2021;21.592
212.;ELECTROTECNICA DEL URUMEA SL;B20073508;ANDOAIN;ESPANA;U1;31/12/2021;21.435
213.;AUTO SWEDEN SA;A46155347;VALENCIA;ESPANA;U1;31/12/2021;21.326
214.;SANTIAGO SUR SL;B38029971;ARONA;ESPANA;U2;31/12/2021;21.203
215.;AIGUES DE MANRESA SA;A08294282;MANRESA;ESPANA;U1;31/12/2019;20.700
216.;NULEXPORT COOP V;F12032736;NULES;ESPANA;U1;31/08/2016;20.660
217.;ENRIQUE DE FRUTOS E HIJOS SA;A41093949;ALCALA DE GUADAIRA;ESPANA;U1;31/12/2021;20.584
218.;INOXIDABLES DE GALICIA SL (EXTINGUIDA);B36622504;O PORRIÑO;ESPANA;U1;31/12/2009;20.328
219.;OVELAR SA;A28712479;ARGANDA DEL REY;ESPANA;U2;31/12/2021;20.253
220.;HOSPITAL MIGUEL DOMINGUEZ SL (EXTINGUIDA);B36018497;PONTEVEDRA;ESPANA;U1;31/12/2016;20.178
221.;CRISTHER SL (EXTINGUIDA);B08670986;BARCELONA;ESPANA;U1;31/12/2005;20.119
222.;IBERICA DE GRASAS Y PROTEINAS SA (EXTINGUIDA);A28679744;HUMANES DE MADRID;ESPANA;U1;31/12/2010;19.934
223.;SAUNISA SA (EXTINGUIDA);A28682615;MADRID;ESPANA;U1;31/12/2000;19.747
224.;TALLERES HERMANOS ATIENZA SA  (EXTINGUIDA);A28672921;ALCALA DE HENARES;ESPANA;U1;31/12/2007;19.697
225.;DISACA SA;A08710220;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2020;19.493
226.;FERRUSES SL  (EXTINGUIDA);B46160842;SAGUNTO/SAGUNT;ESPANA;U1;31/12/2008;19.451
227.;SILVER SANZ SA;A08697740;SANT JUST DESVERN;ESPANA;U1;31/12/2020;19.427
228.;GERPLEX SA (EN LIQUIDACION);A08670929;SANT BOI DE LLOBREGAT;ESPANA;U1;28/02/2019;19.174
229.;AWP ASSISTANCE SERVICE ESPAÑA SAU;A28674414;MADRID;ESPANA;U1;31/12/2021;18.815
230.;PESCADOS BARANDICA SA;A39030812;SANTANDER;ESPANA;U1;31/12/2021;18.530
231.;GERRESHEIMER ZARAGOZA SOCIEDAD ANONIMA (EXTINGUIDA);A50205459;EPILA;ESPANA;U2;30/11/2020;18.474
232.;MARQUES DE MURRIETA SA;A28681393;MADRID;ESPANA;U1;31/12/2021;18.439
233.;FAROLIVA SL;B30044440;MURCIA;ESPANA;U1;31/12/2021;18.401
234.;BENIMAR-OCARSA SOCIEDAD ANONIMA. (EXTINGUIDA);A08671380;PEÑISCOLA;ESPANA;U1;31/08/2003;18.305
235.;PRICEWATERHOUSECOOPERS CORPORATE FINANCE SL (EXTINGUIDA);B28727907;MADRID;ESPANA;U1;30/06/2015;18.246
236.;PREFABRICATS M PLANAS SA;A17048646;SANTA COLOMA DE FARNERS;ESPANA;U1;31/12/2021;18.229
