;Nombre;Código NIF;Localidad;País;Código consolidación;Ultimo año disponible;"Ingresos de explotación
mil EUR
Últ. año disp."
112.;STIEFEL FARMA SA (EXTINGUIDA);A28180602;TRES CANTOS;ESPANA;U1;31/12/2021;17.918
113.;EXCAVACIONES IRU BAT SA (EN LIQUIDACION);A48052195;URDULIZ;ESPANA;U1;31/12/2007;17.857
114.;INVERSIONES PLASTICAS TPM INDUSTRIAL SL (EXTINGUIDA);B46039855;TORRENT;ESPANA;U1;31/12/2010;17.823
115.;PIMURSA SL;B30010797;MURCIA;ESPANA;U1;31/12/2018;17.695
116.;PIENSOS EQUILIBRADOS MALLORCA SL;B07016991;PALMA;ESPANA;U1;31/12/2021;17.455
117.;DONOSTIGAS S.A. (EXTINGUIDA);A20015301;DONOSTIA-SAN SEBASTIAN;ESPANA;U1;31/12/2002;17.317
118.;HARINAS DEL ATLANTICO SA;A15016900;POBRA DO CARAMIÑAL;ESPANA;U1;31/12/2001;17.227
119.;ROBERTET ESPAÑA SA;A43010446;BARCELONA;ESPANA;U1;31/12/2021;17.107
120.;BENITO SA (EXTINGUIDA);A28186328;LEGANES;ESPANA;U1;31/12/2005;17.021
121.;TRANSPORTES CAUDETE SOCIEDAD ANONIMA;A02003630;CAUDETE;ESPANA;U1;31/12/2020;17.004
122.;MERCADOS CENTRALES DE ABASTECIMIENTO DE VALENCIA, SA;A46038964;VALENCIA;ESPANA;U1;31/12/2021;16.614
123.;COMERCIO DE PRIMERAS MATERIAS SLU.;B08213605;POLINYA;ESPANA;U1;31/12/2020;16.506
124.;CONFORDES SOCIEDAD LIMITADA;B08209496;ZARAGOZA;ESPANA;U1;31/12/2021;16.273
125.;EUROGERM IBERIA SL.;B08217499;ABRERA;ESPANA;U1;31/12/2021;15.380
126.;OBRES I CANALITZACIONS LLORET SA (EXTINGUIDA);A17012469;GIRONA;ESPANA;U1;31/12/2012;15.051
127.;INDUSTRIAS DEL CAFE DEL NORTE SA;A01005313;VITORIA-GASTEIZ;ESPANA;U1;31/12/2020;14.964
128.;CONSTRUCCIONES ELECTROMECANICAS DEL TER SA;A17012949;SALT;ESPANA;U1;31/12/2021;14.822
129.;SAVOY SA;A23003254;JAEN;ESPANA;U1;31/12/2021;14.789
130.;COHERSA INDUSTRIAS SA;A08214058;CASTELLBISBAL;ESPANA;U1;31/12/2019;14.691
131.;COOPERATIVA AGRICOLA NUESTRA SENORA DEL CARMEN;F38004685;GRANADILLA DE ABONA;ESPANA;U1;30/06/2000;14.674
132.;SCF MARPETROL SA;A28184430;MADRID;ESPANA;U2;31/12/2009;14.333
133.;ESTACIONAMIENTOS GUIPUZCOANOS SA (EXTINGUIDA);A28186005;DONOSTIA-SAN SEBASTIAN;ESPANA;U1;31/12/2006;14.313
134.;VAESSEN SCHOEMAKER INDUSTRIAL SA;A08220162;CASTELLDEFELS;ESPANA;U1;31/12/2021;14.150
135.;AUTIBERIA SL;B18006668;GRANADA;ESPANA;U1;31/12/2020;13.971
136.;FATA AUTOMATION SA (EN LIQUIDACION);A28185775;SANT JUST DESVERN;ESPANA;U1;31/12/2002;13.892
137.;CONTRATAS Y MAQUINARIA SA  (EXTINGUIDA);A09004342;BURGOS;ESPANA;U1;31/12/2011;13.839
138.;AVIGAN GRANJEROS PONTEVEDRESES S.A.  (EXTINGUIDA);A36003218;PONTEAREAS;ESPANA;U1;31/12/2002;13.626
139.;IBERICAR MOTORS JEREZ SL (EXTINGUIDA);B11604188;JEREZ DE LA FRONTERA;ESPANA;U1;31/12/2010;13.290
140.;HARINAS DE MALLORCA, SA (EXTINGUIDA);A07016892;PALMA;ESPANA;U1;31/12/2017;13.126
141.;COSMHOGAR SA (EXTINGUIDA);A08211864;RUBI;ESPANA;U1;31/12/2004;13.006
142.;ZIV COMMUNICATIONS SA (EXTINGUIDA);A08212730;VILADECANS;ESPANA;U1;31/03/2017;12.883
143.;BLOQUE GIRALDA SL (EXTINGUIDA);B41017732;SEVILLA;ESPANA;U1;31/12/2006;12.460
144.;HME IBERTUBOS S.A.;A08210692;SANTA PERPETUA DE MOGODA;ESPANA;U1;31/12/2021;12.236
145.;AQUAPLAN SA (EXTINGUIDA);A08217572;BARCELONA;ESPANA;U1;31/12/2009;11.942
146.;AGENMAR SL (EXTINGUIDA);B28194926;VALENCIA;ESPANA;U1;31/12/2009;11.845
147.;GRAVENT Y LOUVERDRAPE SA  (EXTINGUIDA);A08119752;BARBERA DEL VALLES;ESPANA;U1;31/12/2010;11.774
148.;WORMALD MATHER PLATT ESPAÑA SA  (EXTINGUIDA);A08212862;EL PRAT DE LLOBREGAT;ESPANA;U1;30/09/2010;11.641
149.;REFRESCANTES DEL NORTE SL;B39007026;LOS CORRALES DE BUELNA;ESPANA;U1;31/12/2021;11.611
150.;COBRA INFRAESTRUCTURAS HIDRAULICAS SA;A28203321;MADRID;ESPANA;U1;31/12/2020;11.528
151.;GOTTAK SL;B08211146;BARCELONA;ESPANA;U1;31/12/2021;11.340
152.;VIUDA Y HERMANOS DE NICOLAS RODRIGUEZ SOCIEDAD ANONIMA;A48047245;BASAURI;ESPANA;U1;31/12/2021;11.332
153.;KL CATALANA DE PERFILES DE ALUMINIO SL (EXTINGUIDA);B08216301;LA LLAGOSTA;ESPANA;U1;31/12/2005;11.292
154.;SEGUROS CAPISA S. A. (EXTINGUIDA);A20032363;DONOSTIA-SAN SEBASTIAN;ESPANA;U1;31/12/2005;11.271
155.;PAVER SL;B08238263;GRANOLLERS;ESPANA;U1;31/12/2021;11.251
156.;PANDO METALES SA (EXTINGUIDA);A48047021;ZAMUDIO;ESPANA;U1;31/12/2014;11.008
157.;CORDEVI S.COOP. DE DETALLISTAS RESPONS;F48056915;DERIO;ESPANA;U1;31/12/2020;10.979
158.;MEGAPLAS SA;A28176832;ARGANDA DEL REY;ESPANA;U1;31/12/2021;10.748
159.;PUJOL ELEMENTS SAU;A43013309;MOLLERUSSA;ESPANA;U1;31/12/2021;10.659
160.;HIPPOS BABY CARE SL.;B03019726;ALICANTE/ALACANT;ESPANA;U1;31/12/2021;10.652
161.;TRANSVIA SL;B46036398;VALENCIA;ESPANA;U1;31/12/2021;10.626
162.;ALMACENES CAMARA, SA;A47005657;VALLADOLID;ESPANA;U1;31/12/2021;10.607
163.;CORENSO TOLOSANA, SOCIEDAD ANONIMA;A20030151;ELDUAIN;ESPANA;U1;31/12/2021;10.548
164.;MARTINEZ SOLE Y COMPAÑIA SA (EN LIQUIDACION);A02003754;VILLARROBLEDO;ESPANA;U1;31/12/2011;10.512
165.;NAVIERA MURUETA SA;A48051056;BILBAO;ESPANA;U1;31/12/2021;10.298
166.;CALES DE PACHS SA;A08213936;PACS DEL PENEDES;ESPANA;U1;31/12/2020;10.266
167.;CEFRUSA SERVICIOS FRIGORIFICOS, SA;A08206799;ELS HOSTALETS DE PIEROLA;ESPANA;U1;31/12/2021;10.211
168.;YERSE SA;A08224958;SABADELL;ESPANA;U1;31/12/2020;10.196
169.;VILAPLANA SA  (EXTINGUIDA);A03021276;IBI;ESPANA;U1;31/12/2010;10.115
170.;A GRATACOS SA;A08203259;MADRID;ESPANA;U1;31/12/2021;9.925
171.;MADERAS JOSE MARIA FERRERO VIDAL S.L. (EXTINGUIDA);B46035754;VALENCIA;ESPANA;U1;27/06/2003;9.745
172.;FOMENTO DE OBRAS URBANAS EUROPEAS SA (EXTINGUIDA);A78059078;MADRID;ESPANA;U1;31/12/2000;9.739
173.;ARTES GRAFICAS ELKAR SDAD COOP (EXTINGUIDA);F48048623;LOIU;ESPANA;U1;31/12/2007;9.655
174.;JIP MOTOR SA  (EXTINGUIDA);A08211047;SANTA PERPETUA DE MOGODA;ESPANA;U1;31/12/2009;9.646
175.;TEXTIL CADENA SA;A50017052;ZARAGOZA;ESPANA;U1;31/12/2021;9.590
176.;INDUSTRIAS PLA DE MIGUEL SA;A08212110;SANT ADRIA DE BESOS;ESPANA;U1;31/12/2020;9.530
177.;MUNS AGROINDUSTRIAL SL;B25007337;LLEIDA;ESPANA;U1;31/12/2021;9.379
178.;STEF TRANSPORTES FRIGORIFICOS S.A.U.;A17012212;TORREJON DE ARDOZ;ESPANA;U1;31/12/2021;9.370
179.;ESTACION DE SERVICIO NUESTRA SEÑORA DE SANTA ANA SL;B28187433;MADRID;ESPANA;U1;31/12/2014;9.280
180.;STANHOME SAU;A28186252;SAN FERNANDO DE HENARES;ESPANA;U1;31/12/2020;9.248
181.;INMOBILIARIA ALHAMBRA SL;B08222507;MADRID;ESPANA;U1;31/12/2021;9.120
182.;BIURRARENA S.C.L.;F20030185;ASTIGARRAGA;ESPANA;U1;31/12/2011;9.087
183.;VOITH PAPER FABRICS SA;A25007683;GUISSONA;ESPANA;U1;30/09/2021;9.046
184.;EL PROGRESO DE LUGO SL;B27000637;LUGO;ESPANA;U2;31/12/2021;9.041
185.;SERVICIOS Y TALLERES DE AUTOMOVILES SA;A29012044;MALAGA;ESPANA;U1;31/12/2021;8.838
186.;CORPORACION UNILAND SA (EXTINGUIDA);A28001733;MADRID;ESPANA;U2;31/12/2013;8.827
187.;ITACA SL;B41018292;TRES CANTOS;ESPANA;U1;31/12/2021;8.618
188.;BELL-LLOC DEL PLA SA.;A17015215;GIRONA;ESPANA;U1;31/08/2018;8.375
189.;HISPANO ITALIANA DE REVESTIMIENTOS SA;A39006911;SANTA CRUZ DE BEZANA;ESPANA;U1;31/12/2021;8.358
190.;CONSTRUCCIONES BRILLAS AGUSTI SA;A28193209;MADRID;ESPANA;U1;31/12/2021;8.185
191.;RENAULT RETAIL GROUP CASTELLON SA (EXTINGUIDA);A12012092;CASTELLON;ESPANA;U1;31/12/2010;7.900
192.;PUERTO RICO, SA;A35007947;MOGAN;ESPANA;U1;31/12/2020;7.802
193.;SA TURVISA (EN LIQUIDACION);A28187615;MADRID;ESPANA;U1;31/12/2004;7.786
194.;AGENCIA MARITIMA DE CONSIGNACIONES SOCIEDAD ANONIMA (EXTINGUIDA);A48046908;SANTURTZI;ESPANA;U1;31/12/2013;7.784
195.;CANTABRIASIL SA;A20030029;SANTANDER;ESPANA;U1;31/12/2021;7.783
196.;IBEROTOURS SA;A20029963;PALMA;ESPANA;U1;31/12/2021;7.720
197.;BORCHERS SOCIEDAD ANONIMA;A48049415;GERNIKA-LUMO;ESPANA;U1;31/12/2021;7.716
198.;PARXET SA;A08205940;SANT SADURNI D'ANOIA;ESPANA;U1;30/06/2021;7.700
199.;VDA DE GABRIEL MARI MONTAÑANA SA;A46036562;MELIANA;ESPANA;U1;31/12/2021;7.594
200.;COMERCIAL TROVADOR SL (EXTINGUIDA);B46038840;VALENCIA;ESPANA;U1;31/12/2002;7.494
201.;HABITATGES MUNICIPALS DE SABADELL SA;A08233991;SABADELL;ESPANA;U1;31/12/2021;7.469
202.;PUERTO JOSE BANUS SA;A28183036;MARBELLA;ESPANA;U1;31/12/2021;7.402
203.;CONSTRUCCIONES EGARALUR SL;B20029708;OÑATI;ESPANA;U1;31/12/2021;7.395
204.;GASOLINERA EL PILAR SL;B28193704;MADRID;ESPANA;U1;31/12/2017;7.302
205.;TEKNIA ESTAMPACION DEJ, SLU (EXTINGUIDA);B20029609;EIBAR;ESPANA;U1;31/12/2009;7.239
206.;EZCURRA ESKO SA;A20018610;ESKORIATZA;ESPANA;U1;31/12/2021;7.179
207.;SIDERNAVAL EQUIPOS SIDERURGICOS SA;A48050157;BILBAO;ESPANA;U1;31/12/2020;7.154
208.;AGRARIA DE MONTOLIU DE LLEIDA I SECCIO DE CREDIT S.C.C.L.;F25011636;MONTOLIU DE LLEIDA;ESPANA;U1;31/05/2017;7.121
209.;ROMAN GARCIA ROMO SA;A19001809;GUADALAJARA;ESPANA;U1;31/12/2021;7.070
210.;THOMSON TURISMO Y VIAJES SOCIEDAD ANONIMA.(EXTINGUIDA);A17013277;PALMA;ESPANA;U1;30/04/2002;6.893
211.;STANLEY ENGINEERED FASTENING SPAIN SL.;B28174282;ALCALA DE HENARES;ESPANA;U1;31/12/2021;6.814
212.;VEGASKI SA (EN LIQUIDACION);A28176683;MADRID;ESPANA;U1;31/12/2010;6.809
213.;GRALICIA PEDRAS ELABORADAS SL  (EXTINGUIDA);B36002913;RIBADUMIA;ESPANA;U1;31/12/2011;6.718
214.;INSTITUTO TECNICO DE MATERIALES Y CONSTRUCCIONES, SA;A28184661;TORREJON DE ARDOZ;ESPANA;U2;31/12/2020;6.710
215.;HERSAN SL;B29015963;MALAGA;ESPANA;U1;31/12/2021;6.510
216.;PRODUCTOS AUXILIARES DEL EMBOTELLADO SA (EXTINGUIDA);A11600681;JEREZ DE LA FRONTERA;ESPANA;U1;31/12/2003;6.442
217.;CENTRO DE INICIATIVAS PARA LA FORMACION AGRARIA SA;A41021957;MADRID;ESPANA;U1;31/08/2021;6.346
218.;HORMIGONES VASCOS SA;A48049928;BILBAO;ESPANA;U1;31/12/2021;6.289
219.;DHL PARCEL BIZKAIA SPAIN SOCIEDAD LIMITADA. (EXTINGUIDA);B48049605;DERIO;ESPANA;U1;31/12/2020;6.279
220.;RESIDENCIAS CANARIAS SOCIEDAD ANONIMA;A28191401;SAN BARTOLOME DE TIRAJANA;ESPANA;U1;31/12/2019;6.208
221.;CONSTRUCTORA ALAMIN SA;A28181485;GUADALAJARA;ESPANA;U1;31/12/2021;6.148
222.;TRAFICO DE MERCANCIAS SA;A08211138;BARCELONA;ESPANA;U1;31/12/2020;6.040
223.;MERCADOS CENTRALES DE ABASTECIMIENTO DE SEVILLA, SA;A41018623;SEVILLA;ESPANA;U1;31/12/2021;5.932
224.;COMERCIAL PERSAN SA;A30010888;MURCIA;ESPANA;U1;31/12/2021;5.910
225.;CONVASA CONSTRUCCION E INTERIORISMO SA;A33009960;OVIEDO;ESPANA;U1;31/12/2021;5.856
226.;RENE BARBIER SA (EXTINGUIDA);A43010438;TORRELAVIT;ESPANA;U1;31/12/2019;5.845
