;Nombre;Código NIF;Localidad;País;Código consolidación;Ultimo año disponible;"Ingresos de explotación
mil EUR
Últ. año disp."
17.;SA DE SUPERMERCADOS Y AUTOSERVICIOS (EXTINGUIDA);A28232320;MADRID;ESPANA;U1;31/01/2009;184.511
18.;SANDOZ FARMACEUTICA SA;A08233801;MADRID;ESPANA;U1;31/12/2021;175.696
19.;SILVALAC SA;A08241689;SANTA MARGARIDA I ELS MONJOS;ESPANA;U1;31/12/2021;173.791
20.;AQUAGEST PROMOCION TECNICA Y FINANCIERA DE ABASTECIMIENTOS DE AGUA SA (EXTINGUIDA);A28220606;VALLADOLID;ESPANA;U1;31/12/2012;165.452
21.;PPG IBERICA SALES & SERVICES SLU;B08255234;RUBI;ESPANA;U1;31/12/2021;161.939
22.;COOPERATIVA FARMACEUTICA XEREZANA XEFAR SOC COOP ANDALUZA;F11604790;JEREZ DE LA FRONTERA;ESPANA;U1;31/12/2015;160.790
23.;BECSA SOCIEDAD ANONIMA;A46041711;CASTELLO DE LA PLANA;ESPANA;U1;31/12/2021;141.886
24.;CONTENEMAR SA (EXTINGUIDA);A28226470;MADRID;ESPANA;U2;31/12/2008;135.134
25.;ABB TRANSMISSION AND DISTRIBUTION SYSTEMS SA (EXTINGUIDA);A28220143;MADRID;ESPANA;U1;31/12/2002;133.625
26.;GONVARRI VALENCIA SA.;A48054241;SAGUNT/SAGUNTO;ESPANA;U1;31/12/2020;133.263
27.;VEOLIA SERVICIOS LECAM SA.;A28233922;MADRID;ESPANA;U1;31/12/2021;129.782
28.;OMYA CLARIANA SLU;B08243693;BELCHITE;ESPANA;U2;31/12/2021;120.518
29.;GERMANS BOADA SA;A08244915;RUBI;ESPANA;U2;31/12/2021;112.912
30.;HILTI ESPAÑOLA SA;A28226090;MADRID;ESPANA;U1;31/12/2021;112.482
31.;HOSPITAL POVISA, SA;A36606788;VIGO;ESPANA;U2;31/12/2021;107.806
32.;MAKIBER SA;A28232825;MADRID;ESPANA;U1;31/12/2021;107.682
33.;INDUSTRIAS DEL UBIERNA SA;A09006891;BURGOS;ESPANA;U1;31/12/2021;106.818
34.;NAVEGACION Y SERVICIOS AEREOS CANARIOS SOCIEDAD ANONIMA (EXTINGUIDA);A14015101;TELDE;ESPANA;U1;31/12/2016;98.159
35.;MUTUA MONTAÑESA MUTUA COLABORADORA CON LA SEGURIDAD SOCIAL NUMERO 7;G39008321;SANTANDER;ESPANA;U1;31/12/2002;98.007
36.;USP INSTITUTO DEXEUS, SA;A08241572;MADRID;ESPANA;U1;31/12/2021;97.847
37.;BANCO CAIXA GERAL SA;A28226157;BETANZOS;ESPANA;U2;31/12/2019;97.141
38.;QUALITY FERRETERIA PLUS S.C.C.L.;F08234684;PARETS DEL VALLES;ESPANA;U1;31/12/2020;95.791
39.;FYDSA S.A. (EXTINGUIDA);A08262925;BARCELONA;ESPANA;U2;31/12/2005;91.405
40.;COOPERATIVA FARMACEUTICA DEL CAMPO DE GIBRALTAR (EN LIQUIDACION);F11005717;ALGECIRAS;ESPANA;U1;31/12/2011;85.459
41.;ALDESA CONSTRUCCIONES SA;A28233534;MADRID;ESPANA;U2;31/12/2021;84.922
42.;AUZO LAGUN S.C.;F20032553;ARRASATE/MONDRAGON;ESPANA;U2;31/12/2020;78.930
43.;PROMOTORA MEDITERRANEA 2 SA;A28220192;SANT VICENÇ DELS HORTS;ESPANA;U1;31/12/2021;78.855
44.;BITRON INDUSTRIE ESPAÑA SA;A08229023;MADRID;ESPANA;U1;31/12/2021;71.165
45.;KAEFER SERVICIOS INDUSTRIALES SOCIEDAD ANONIMA UNIPERSONAL;A48055560;ERANDIO;ESPANA;U1;31/12/2021;70.110
46.;ANTONIO MATACHANA, SOCIEDAD ANONIMA;A08238578;CASTELLDEFELS;ESPANA;U2;31/12/2021;68.232
47.;TRANSPORTES GARCIA DE LA FUENTE SA (EXTINGUIDA);A28227742;PINTO;ESPANA;U1;31/12/2016;66.537
48.;BAXTER SL;B46012696;RIBA-ROJA DE TURIA;ESPANA;U1;31/12/2021;65.953
49.;APERAM STAINLESS SERVICES & SOLUTIONS IBERICA SL;B28227304;VILADECANS;ESPANA;U1;31/12/2016;65.083
50.;ELMYA SA;A41022609;SEVILLA;ESPANA;U2;31/12/2021;64.082
51.;ECOLAB HISPANO PORTUGUESA SL;B28218758;SANT JOAN DESPI;ESPANA;U2;30/11/2021;63.684
52.;ALCAN PACKAGING ALZIRA SA. (EXTINGUIDA);A46003075;ALZIRA;ESPANA;U1;31/12/2004;63.665
53.;AGRAZ SAU;A06005250;BADAJOZ;ESPANA;U2;30/06/2020;60.971
54.;EXTRACO, CONSTRUCCIONS E PROXECTOS, SA;A32002644;OURENSE;ESPANA;U2;31/12/2021;59.212
55.;CENTRO DE TRATAMIENTO DE INFORMACION SA (EXTINGUIDA);A08242315;BARCELONA;ESPANA;U1;31/12/2000;59.022
56.;AGRUPAEJIDO, SA;A04012258;LA MOJONERA;ESPANA;U2;31/08/2018;57.900
57.;COMPAÑIA CANARIENSE DE TABACOS SA;A35012111;TELDE;ESPANA;U1;31/12/2021;55.274
58.;EUROSEMILLAS, SA;A14016059;CORDOBA;ESPANA;U2;31/12/2019;51.634
59.;INDUSTRIAS VIDECA SA;A46044996;VILLANUEVA DE CASTELLON;ESPANA;U1;31/12/2021;49.406
60.;FIRST STOP SOUTHWEST SAU;A28213387;SAN SEBASTIAN DE LOS REYES;ESPANA;U1;31/12/2020;48.821
61.;CLINSA, SA;A28235224;MADRID;ESPANA;U1;31/12/2021;48.560
62.;METTLER TOLEDO SA ESPAÑOLA;A08244568;CORNELLA DE LLOBREGAT;ESPANA;U1;31/12/2020;46.168
63.;IMPRESS DISEÑO IBERIA SA;A08243867;SANT PERE DE VILAMAJOR;ESPANA;U2;31/12/2021;45.645
64.;ASFALTOS CHOVA SA;A46046629;TAVERNES DE LA VALLDIGNA;ESPANA;U1;31/12/2021;45.514
65.;METALAST SA (EXTINGUIDA);A08246274;POLINYA;ESPANA;U1;31/12/2019;44.415
66.;ALMIBERIA SA (EXTINGUIDA);A46044988;SAN ANTONIO DE BENAGEBER;ESPANA;U1;31/03/2005;44.145
67.;INSTITUCION FAMILIAR DE EDUCACION, SA;A08177933;SANT CUGAT DEL VALLES;ESPANA;U2;31/12/2021;44.065
68.;INDUSTRIAS QUIMICAS KUPSA SL;B01006766;OYON-OION;ESPANA;U1;31/12/2021;43.270
69.;CONSERVAS Y FRUTAS SA  (EXTINGUIDA);A30012371;MURCIA;ESPANA;U1;31/12/2016;42.978
70.;SIEGWERK SPAIN SAU;A08246787;LOECHES;ESPANA;U1;31/12/2020;42.905
71.;POMPADOUR IBERICA SA;A03024809;ALICANTE/ALACANT;ESPANA;U1;31/12/2021;42.890
72.;LOS MESEJO SA;A28245355;MADRID;ESPANA;U1;31/12/2021;42.139
73.;HIJOS DE ENRIQUE MARTIN SA;A41022989;SEVILLA;ESPANA;U2;31/12/2021;39.164
74.;MULLOR, SA;A08440323;BARCELONA;ESPANA;U2;31/12/2021;39.156
75.;VIAJES IBERMAR S.L. (EXTINGUIDA);B28216901;MADRID;ESPANA;U1;31/12/2001;38.835
76.;NAUTICAL LUIS ARBULU SOCIEDAD LIMITADA;B35012004;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;31/12/2021;38.792
77.;DIKAR S.C.L.;F20033817;BERGARA;ESPANA;U2;31/12/2020;38.704
78.;EMPRESA MUNICIPAL DE AGUAS DE CORDOBA SA;A14020200;CORDOBA;ESPANA;U1;31/12/2021;38.514
79.;PEMSA CABLE MANAGEMENT SA.;A28212181;ALCALA DE HENARES;ESPANA;U1;31/12/2021;38.139
80.;COOPERATIVA INDUSTRIAL DE FERRETERS CATALONIA SCCL (EXTINGUIDA);F08234031;SANT ESTEVE SESROVIRES;ESPANA;U1;31/12/2012;38.002
81.;FEDERAL SIGNAL VAMA SA;A07231954;VILASSAR DE DALT;ESPANA;U1;31/12/2019;37.079
82.;L'AGUDANA SA;A25008418;CERVERA;ESPANA;U2;31/12/2000;36.766
83.;TOURON SA;A28237428;ALCOBENDAS;ESPANA;U1;30/09/2021;35.596
84.;SYNERGAS S.COOP.;F20030912;OIARTZUN;ESPANA;U1;31/12/2018;34.966
85.;SOCIEDAD REGIONAL CANTABRA DE PROMOCION TURISTICA SA;A39008073;SANTANDER;ESPANA;U1;31/12/2021;34.900
86.;INDUSTRIAS DE OPTICA PRATS SL;B08233108;MADRID;ESPANA;U2;31/12/2021;34.837
87.;INDUSTRIAS MONTAÑESAS ELECTRICAS MECANICAS SL;B39008404;SANTANDER;ESPANA;U2;31/12/2021;34.649
88.;MEJIAS Y RODRIGUEZ SL;B38005377;SAN CRISTOBAL DE LA LAGUNA;ESPANA;U1;31/12/2007;34.412
89.;PRODUCTOS KOL SL;B31035397;SANGÜESA/ZANGOZA;ESPANA;U1;31/12/2021;32.307
90.;INMOBILIARIA ZABALBURU SA (EXTINGUIDA);A48055420;BILBAO;ESPANA;U2;31/12/2000;32.011
91.;INSTITUTO POLICLINICO ROSALEDA, SA;A15016777;SANTIAGO DE COMPOSTELA;ESPANA;U1;31/12/2021;31.758
92.;UNNOX IBERICA S.L.;B08235160;VACARISSES;ESPANA;U1;31/12/2021;30.634
93.;SERESCO, SA;A33011826;OVIEDO;ESPANA;U2;31/12/2021;30.308
94.;SYMRISE IBERICA SL (EXTINGUIDA);B08243289;PARETS DEL VALLES;ESPANA;U1;31/12/2005;29.854
95.;VALENCIANA DE AUTOMOCION SA;A46044814;QUART DE POBLET;ESPANA;U1;31/12/2021;29.811
96.;JUAN JOSE GIMENEZ IZQUIERDO SL;B09006818;BURGOS;ESPANA;U1;31/12/2021;29.755
97.;COBB ESPAÑOLA SA;A28229409;POZUELO DE ALARCON;ESPANA;U1;31/12/2021;29.718
98.;CO SOCIEDAD DE GESTION Y PARTICIPACION SA;A08252355;MADRID;ESPANA;U1;31/12/2021;29.420
99.;INDUSTRIAS CARNICAS NAVARRAS SA;A31026826;LUMBIER;ESPANA;U1;31/12/2020;29.125
100.;INDUSTRIAL BLANSOL SA;A08244402;BARCENA DE CICERO;ESPANA;U1;31/12/2021;27.999
101.;VOLLRATH PUJADAS S.A.U.;A08242851;SANTA COLOMA DE FARNERS;ESPANA;U1;31/12/2021;27.803
102.;FLO SA (EXTINGUIDA);A08233728;RUBI;ESPANA;U1;31/12/2001;27.698
103.;REGICO SL;B08239469;MADRID;ESPANA;U1;31/12/2019;27.362
104.;CANALIZACIONES CIVILES SA.;A12013561;CASTELLO DE LA PLANA;ESPANA;U1;31/12/2021;27.042
105.;IBERICA DE APARELLAJES SL;B46046124;MASSAMAGRELL;ESPANA;U1;31/12/2021;27.012
106.;HEIMBACH IBERICA, SOCIEDAD ANONIMA;A09006123;BURGOS;ESPANA;U1;31/12/2021;26.768
107.;COOPERATIVA AGRICOLA Y GANADERA DEL PIRINEO SC (EN LIQUIDACION);F25009861;LA POBLA DE SEGUR;ESPANA;U1;31/12/2005;26.718
108.;CAHORS ESPAÑOLA SA;A17015561;VILAMALLA;ESPANA;U1;31/12/2021;26.665
109.;VALGI SA;A33606682;GIJON;ESPANA;U1;31/12/2021;26.486
110.;VERNIS, SA;A12013090;ONDA;ESPANA;U1;31/12/2021;26.154
111.;INSTITUTO MEDICO QUIRURGICO SAN RAFAEL, SA;A15016702;A CORUÑA;ESPANA;U1;31/12/2021;25.498
112.;AUTOMOTOR SOVI SA (EXTINGUIDA);A30012728;ORIHUELA;ESPANA;U1;31/12/2015;23.536
113.;CLASS MANUFACTURING SL;B28223691;MOSTOLES;ESPANA;U1;31/12/2021;23.371
114.;TODAGRES, SA;A12012514;VILA-REAL;ESPANA;U1;31/12/2021;23.194
115.;MARCO Y SANCHEZ TRANSPORTES URBANOS SOCIEDAD ANONIMA;A03024973;ALICANTE/ALACANT;ESPANA;U1;31/12/2020;22.139
116.;PRODUCTOS NOREÑENSES SL;B33011792;NOREÑA;ESPANA;U1;31/12/2021;21.234
117.;MELISANTO S.C. GALEGA;F15033798;AMES;ESPANA;U1;31/12/2014;21.138
118.;UNIVERSAL MUSIC PUBLISHING SL;B28235083;MADRID;ESPANA;U1;31/12/2020;20.725
119.;COMPAÑIA AGROPECUARIA ARAGONESA SA (EN LIQUIDACION);A22004303;BINEFAR;ESPANA;U1;31/12/2010;20.553
120.;IBERCISA DECK MACHINERY S.A.;A36606507;VIGO;ESPANA;U1;31/12/2021;20.355
121.;INDUSTRIAL DE ACABADOS SA;A33606534;GIJON;ESPANA;U1;31/12/2021;20.340
122.;CAL INDUSTRIAL SL;B31027097;PAMPLONA/IRUÑA;ESPANA;U1;31/12/2021;19.934
123.;DEPISA COATING SOLUTIONS SL.;B28216992;COSLADA;ESPANA;U1;31/12/2021;19.867
124.;CALES DE LLIERCA SA;A17014606;ARGELAGUER;ESPANA;U1;31/12/2021;19.749
125.;TALLERES PRIZAN SA (EXTINGUIDA);A28225621;ALCORCON;ESPANA;U1;31/12/2021;19.716
126.;URVINA SL;B50021658;PINSEQUE;ESPANA;U2;31/12/2021;19.406
127.;COMPAÑIA IBERICA DE REMOLCADORES DEL ESTRECHO SA;A41020579;ALGECIRAS;ESPANA;U1;31/12/2020;18.516
128.;JULIANO BONNY GOMEZ SL;B35010727;LAS PALMAS DE GRAN CANARIA;ESPANA;U2;30/06/2021;17.760
129.;SERVIMATIC SL;B08244212;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/12/2021;17.730
130.;LABORATORIOS ROBERT SA (EXTINGUIDA);A08244154;BARCELONA;ESPANA;U1;31/12/2011;17.415
131.;EXCLUSIVAS ESCOLARES SA (EN LIQUIDACION);A08241267;BARCELONA;ESPANA;U1;31/01/2000;17.040
132.;NEOFLEX SL;B03029253;ELCHE/ELX;ESPANA;U1;31/12/2021;16.524
133.;CAVAS CATALANAS SL;B35011675;LAS PALMAS DE GRAN CANARIA;ESPANA;U1;31/12/2021;15.998
134.;ROSTOY SA  (EXTINGUIDA);A30012959;MURCIA;ESPANA;U1;31/12/2006;15.920
135.;FABRICACION EQUIPOS DENTALES ESPAÑOLA SA (EXTINGUIDA);A28230027;ARGANDA;ESPANA;U1;31/12/2006;15.703
136.;FRUCTICOLA EMPORDA SL;B17015769;SANT PERE PESCADOR;ESPANA;U1;30/06/2020;15.703
137.;COMPAÑIA EUROPEA DE TRANSPORTES SA (EXTINGUIDA);A31025943;BURLADA/BURLATA;ESPANA;U1;31/12/2000;15.530
138.;AGUAS DEL NORTE SA (EXTINGUIDA);A20032298;BILBAO;ESPANA;U1;31/12/2009;15.293
139.;ANGEL TOMAS SA;A30012645;SANTOMERA;ESPANA;U1;31/12/2021;15.246
140.;NEINVER SAU;A31038136;MADRID;ESPANA;U2;31/12/2021;15.182
141.;CONSTRUCTORA DE PINTO SA;A28225282;PINTO;ESPANA;U1;31/12/2021;15.073
142.;ESPECIALIDADES FARMACEUTICAS CENTRUM SA;A03023447;ALICANTE/ALACANT;ESPANA;U1;31/12/2021;14.965
143.;S.C. ANDALUZA DEL CAMPO LA CARRERA;F23010143;UBEDA;ESPANA;U1;31/12/2020;14.941
144.;CAIXA RURAL TORRENT COOP CREDIT VALENCIANA;F46047809;TORRENT;ESPANA;U1;31/12/2021;14.822
145.;ATIL COBRA SOCIEDAD ANONIMA;A28224038;MADRID;ESPANA;U1;31/12/2021;14.636
146.;MAXIMINO MORENO SA;A30013627;MOLINA DE SEGURA;ESPANA;U1;28/02/2001;14.224
147.;INTERNACIONAL QUIMICA AROMATICA SA;A08238289;EL PAPIOL;ESPANA;U1;31/12/2021;14.185
148.;HISPANO EUROPEA DE COMERCIO INTERNACIONAL SL;B08249138;CORNELLA DE LLOBREGAT;ESPANA;U1;31/12/2021;14.185
149.;PIGNONE ESPAÑOLA GLOBAL SERVICES SA (EXTINGUIDA);A08243446;CASTELLBISBAL;ESPANA;U1;31/12/2011;14.111
150.;AGRICOLA DEL HIDALGO SA;A08265407;MOLINS DE REI;ESPANA;U1;31/12/2007;14.088
151.;ONA PRES SCOOP;F48054282;ZAMUDIO;ESPANA;U1;31/12/2011;13.938
152.;CANTERAS DE SANTULLAN SA;A39007729;BILBAO;ESPANA;U1;31/12/2021;13.873
153.;SOCIEDAD ESPAÑOLA INSTALACIONES REDES TELEFONICAS, SA U (EXTINGUIDA);A28221497;LEGANES;ESPANA;U1;31/12/2017;13.260
154.;ESCAYESCOS SL;B23009335;MADRID;ESPANA;U1;31/12/2021;13.079
155.;INFRAESTRUCTURAS Y URBANISMO SA;A08238016;BARCELONA;ESPANA;U1;31/12/2021;12.765
156.;INMUEBLES EN RENTA, SA;A28217990;BARCELONA;ESPANA;U1;31/12/2021;12.540
157.;AGROPECUARIA SAN FRANCISCO DE BORJA S.C. ANDALUZA;F14015622;FUENTE PALMERA;ESPANA;U1;31/12/2020;12.536
158.;MANTYLIM SA (EN LIQUIDACION);A08232597;BARCELONA;ESPANA;U1;31/12/2014;12.531
159.;R. BELDA LLORENS SA;A03024700;BANYERES DE MARIOLA;ESPANA;U1;31/12/2020;12.242
160.;OVISA PAVIMENTOS Y OBRAS SL;B15016207;OUTEIRO DE REI;ESPANA;U1;31/12/2021;12.177
161.;PREFABRICADOS DE HORMIGON SA;A47008487;VALLADOLID;ESPANA;U1;31/12/2002;11.948
162.;AUXILIAR DE LA INDUSTRIA MECANICA SA;A28222644;ARGANDA DEL REY;ESPANA;U1;31/12/2021;11.907
163.;TRANSMALLORCA DISTRIBUIDORA SL (EXTINGUIDA);B07020878;CONSELL;ESPANA;U1;31/12/2015;11.851
164.;AMANDO LOZA ALONSO SA;A26008664;BAÑOS DE RIO TOBIA;ESPANA;U1;31/12/2020;11.767
165.;TRANSPORTES JOSE CARRILLO BENITEZ SA (EN LIQUIDACION);A08250425;BARCELONA;ESPANA;U1;31/12/2003;11.600
166.;MATIC SA;A08240103;GRANOLLERS;ESPANA;U1;31/12/2021;11.338
167.;ALCOHOLES Y VINOS SA;A13004635;SOCUELLAMOS;ESPANA;U1;31/12/2021;11.194
168.;THOMIL SA (EXTINGUIDA);A28222982;PINTO;ESPANA;U1;31/12/2002;11.108
169.;RUBIERA PREFABRICADOS PARA LA EDIFICACION SA (EXTINGUIDA);A33605957;GIJON;ESPANA;U1;31/12/2006;10.889
170.;ABC LOGISTIC & ECOCARGO, SL;B28244960;SANTA CRUZ DE BEZANA;ESPANA;U1;31/12/2021;10.853
171.;FERROS POCH SA;A43014174;CONSTANTI;ESPANA;U1;31/12/2021;10.850
172.;CLINICAS SA  (EXTINGUIDA);A28231306;MADRID;ESPANA;U1;31/12/2007;10.842
173.;TRANSPORTES ENRIQUE HEREDERO SA. (EXTINGUIDA);A09006859;ARANDA DE DUERO;ESPANA;U1;31/12/2011;10.579
174.;TRACSA EDIFICACION Y OBRA CIVIL SA (EN LIQUIDACION);A08229858;SEVILLA;ESPANA;U1;31/12/2007;10.201
175.;AUTODISCO SUR S.A. (EXTINGUIDA);A41043019;SAN SEBASTIAN DE LOS REYES;ESPANA;U1;31/12/2011;10.187
176.;EGARENSE DE COMPONENTES METALICOS S.L.;B08240327;TERRASSA;ESPANA;U1;31/12/2001;10.170
177.;CLARKE MODET Y COMPANIA SL (EXTINGUIDA);B28219798;MADRID;ESPANA;U1;31/12/2001;10.135
178.;VIUDA DE GASTELURRUTIA SOCIEDAD ANONIMA (EXTINGUIDA);A48056667;BERRIZ;ESPANA;U1;31/12/2004;10.116
179.;INDUSTRIA DE TRANSFORMACIONES SA;A28225266;MADRID;ESPANA;U1;31/12/2021;10.105
180.;DENTALITE SA  (EXTINGUIDA);A28229979;MADRID;ESPANA;U1;31/12/2012;9.675
181.;INDUSTRIA CHIMICA REGGIANA IBERICA SA;A08248932;VILANOVA I LA GELTRU;ESPANA;U1;31/12/2021;9.655
182.;PARKER HANNIFIN MANUFACTURING SPAIN SL.;B08242612;TERRASSA;ESPANA;U1;30/06/2021;9.594
183.;LEVESTA SA (EN LIQUIDACION);A08231151;LES FRANQUESES DEL VALLES;ESPANA;U1;31/12/2008;9.511
184.;HOTEL BAHAMAS SA (EXTINGUIDA);A07021710;LLUCMAJOR;ESPANA;U1;31/12/2000;9.469
185.;DURR AIS SA (EXTINGUIDA);A28219285;MADRID;ESPANA;U1;31/03/2000;9.393
186.;COOP INDUSTRIAL EGURKO (EN LIQUIDACION);F20029823;ZUMAIA;ESPANA;U1;31/12/2002;9.392
187.;PLAYA DEL OESTE, SA;A38005724;ADEJE;ESPANA;U1;31/12/2021;9.194
188.;STADLER, SA;A20032264;OÑATI;ESPANA;U1;31/12/2020;9.160
189.;COMPAÑIA IBERICA DE PANELES SINTETICOS, SA;A46042776;MASSAMAGRELL;ESPANA;U1;31/12/2021;9.063
190.;INDUSTRIAS AUXILIARES CIMAR SA (EN LIQUIDACION);A28233427;FUENLABRADA;ESPANA;U1;31/12/2008;9.059
191.;GETRAN SOCIEDAD ANONIMA (EXTINGUIDA);A28224848;COSLADA;ESPANA;U1;31/12/2009;8.892
192.;TECNOTRON SA;A28225712;MADRID;ESPANA;U1;31/12/2021;8.853
193.;LIQUIDACION MOBILIARIO SINGULAR SL  (EXTINGUIDA);B28222487;MADRID;ESPANA;U1;31/12/2013;8.723
194.;JBC INDUSTRIAS SA (EXTINGUIDA);A08244824;MOLINS DE REI;ESPANA;U1;31/12/2009;8.702
195.;CENTRO CULTURAL PINEDA SA;A08375826;L'HOSPITALET DE LLOBREGAT;ESPANA;U1;31/08/2021;8.693
196.;GALI INTERNACIONAL SA;A08229759;SENTMENAT;ESPANA;U1;31/12/2020;8.679
197.;COTO MINERO DEL NARCEA SA (EXTINGUIDA);A28248276;OVIEDO;ESPANA;U1;31/12/2003;8.603
198.;SIAL SA;A36004158;O PORRIÑO;ESPANA;U1;31/12/2021;8.421
199.;CARROCERIAS FERQUI SL;B33011644;NOREÑA;ESPANA;U1;31/12/2021;8.273
200.;POLICLINICO RIOJANO NUESTRA SEÑORA DE VALVANERA SA;A26009019;LOGROÑO;ESPANA;U1;31/12/2021;8.236
201.;FABRICA DE BOTONES HISLA S.L.;B36606853;VIGO;ESPANA;U1;31/12/2008;8.161
202.;SYL CREACIONES GRAFICAS Y PUBLICITARIAS SA  (EXTINGUIDA);A08244220;CORNELLA DE LLOBREGAT;ESPANA;U1;31/12/2014;8.048
203.;HIJOS DE RAMON RUBAL SL;B27003417;ALFOZ;ESPANA;U1;31/12/2021;7.979
204.;EGIS EYSER SA (EXTINGUIDA);A28228195;MADRID;ESPANA;U1;31/12/2015;7.977
205.;HISPANO ITALIANA DE TRENZADOS ESPECIALES SA;A08239154;SUBIRATS;ESPANA;U1;31/12/2021;7.877
206.;DISTRIBUIDORA DE ARTICULOS PARA EL HOGAR SL;B28231835;MADRID;ESPANA;U1;31/12/2021;7.561
207.;TE PE SA;A41021841;SEVILLA;ESPANA;U1;31/12/2019;7.557
208.;FELIPE DERECHO Y HERMANOS SL;B10004786;PLASENCIA;ESPANA;U1;31/12/2020;7.541
209.;ESTACION DE SERVICIO SAN ROQUE SL;B36004323;A GUARDA;ESPANA;U1;31/12/2021;7.360
210.;ADA AYUDA DEL AUTOMOVILISTA SA (EXTINGUIDA);A28228716;MADRID;ESPANA;U1;31/12/2010;7.358
211.;COOP AGRICOLA DE MEDELLIN;F06014484;MEDELLIN;ESPANA;U1;31/12/2020;7.258
212.;IROVI SA (EXTINGUIDA);A20032538;ANOETA;ESPANA;U1;31/12/2018;7.103
213.;CEYD SA (EXTINGUIDA);A33011602;OVIEDO;ESPANA;U2;31/12/2014;7.065
214.;CARNICAS CATALA SL;B03029766;ALCOY/ALCOI;ESPANA;U1;31/12/2021;6.948
215.;CLUB DE VACACIONES SA (EN LIQUIDACION);A28224947;BARCELONA;ESPANA;U1;31/12/2009;6.732
216.;EXPLOTACIONES GANADERAS EL CRUCE SL;B06004998;BADAJOZ;ESPANA;U1;31/12/2019;6.602
217.;GAYC, SOCIEDAD ANONIMA;A08248502;BARCELONA;ESPANA;U1;31/12/2007;6.523
218.;OFITA INTERIORES SA;A01006568;VITORIA-GASTEIZ;ESPANA;U1;31/12/2021;6.503
219.;TEX-DELTA SL;B03025806;COCENTAINA;ESPANA;U1;31/12/2021;6.212
220.;CONSTRUCCIONES NORMALIZADAS SA;A40002701;NAVA DE LA ASUNCION;ESPANA;U1;31/12/2021;6.152
221.;VEOLIA CONTRACTING ESPAÑA SL. (EXTINGUIDA);B33606401;MADRID;ESPANA;U1;31/12/2020;6.080
222.;TROVELS SA;A08256745;SABADELL;ESPANA;U1;31/12/2020;6.049
223.;INMOBILIARIA ADARRA SA;A20032454;DONOSTIA/SAN SEBASTIAN;ESPANA;U1;31/12/2011;6.010
224.;FHASA AGROSALAMANCA SA.;A37003324;CARBAJOSA DE LA SAGRADA;ESPANA;U1;31/12/2021;6.007
225.;INDUSTRIAS TEKOR SA;A08238800;VIC;ESPANA;U1;31/12/2021;6.003
226.;ROYMAGA SL;B30605539;CARTAGENA;ESPANA;U1;31/12/2021;5.941
227.;SMS CONCAST IBERICA SA;A08242521;BARCELONA;ESPANA;U1;31/12/2021;5.903
228.;TORUNSA, SA (EXTINGUIDA);A20017604;BERGARA;ESPANA;U1;31/12/2013;5.900
229.;SUMINISTROS EXTERIORES SA;A08242992;SANT JOAN DESPI;ESPANA;U1;31/12/2021;5.854
230.;SIMPSON CARS SL (EXTINGUIDA);B28217016;MADRID;ESPANA;U1;31/12/2011;5.854
231.;CAIXA RURAL DE CALLOSA D'EN SARRIA COOPERATIVA DE CREDITO VALENCIANA;F03042595;CALLOSA D'EN SARRIA;ESPANA;U1;31/12/2021;5.724
232.;DICAR SA (EN LIQUIDACION);A28213593;MADRID;ESPANA;U1;31/12/2012;5.626
